Território;Nome do território;Sexo;Ano;Meio de agressão;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
PI;Piauí;Homens;2008;Demais meios especificados;8;0.52;0.54
PI;Piauí;Homens;2008;Meios não especificados;17;1.1;1.08
PI;Piauí;Homens;2009;Arma de fogo;170;10.92;10.5
PI;Piauí;Homens;2009;Arma branca ou objeto contundente;158;10.15;10.56
PI;Piauí;Homens;2009;Estrangulamento;5;0.32;0.46
PI;Piauí;Homens;2009;Força corporal;1;0.06;0.08
PI;Piauí;Homens;2009;Demais meios especificados;7;0.45;0.35
PI;Piauí;Homens;2009;Meios não especificados;13;0.84;0.84
PI;Piauí;Homens;2010;Arma de fogo;191;12.21;11.73
PI;Piauí;Homens;2010;Arma branca ou objeto contundente;161;10.29;10.59
PI;Piauí;Homens;2010;Estrangulamento;1;0.06;0.06
PI;Piauí;Homens;2010;Demais meios especificados;4;0.26;0.22
PI;Piauí;Homens;2010;Meios não especificados;14;0.9;1.04
PI;Piauí;Homens;2011;Arma de fogo;241;15.35;14.64
PI;Piauí;Homens;2011;Arma branca ou objeto contundente;146;9.3;9.65
PI;Piauí;Homens;2011;Estrangulamento;2;0.13;0.1
PI;Piauí;Homens;2011;Força corporal;1;0.06;0.09
PI;Piauí;Homens;2011;Demais meios especificados;2;0.13;0.16
PI;Piauí;Homens;2011;Meios não especificados;12;0.76;0.8
PI;Piauí;Homens;2012;Arma de fogo;293;18.58;17.66
PI;Piauí;Homens;2012;Arma branca ou objeto contundente;161;10.21;10.52
PI;Piauí;Homens;2012;Estrangulamento;5;0.32;0.33
PI;Piauí;Homens;2012;Força corporal;1;0.06;0.09
PI;Piauí;Homens;2012;Demais meios especificados;3;0.19;0.18
PI;Piauí;Homens;2012;Meios não especificados;16;1.01;1.08
PI;Piauí;Homens;2013;Arma de fogo;342;21.61;20.17
PI;Piauí;Homens;2013;Arma branca ou objeto contundente;179;11.31;11.52
PI;Piauí;Homens;2013;Estrangulamento;5;0.32;0.36
PI;Piauí;Homens;2013;Força corporal;1;0.06;0.09
PI;Piauí;Homens;2013;Demais meios especificados;3;0.19;0.19
PI;Piauí;Homens;2013;Meios não especificados;16;1.01;1.09
PI;Piauí;Homens;2014;Arma de fogo;430;27.06;25.18
PI;Piauí;Homens;2014;Arma branca ou objeto contundente;191;12.02;12.34
PI;Piauí;Homens;2014;Estrangulamento;2;0.13;0.13
PI;Piauí;Homens;2014;Força corporal;2;0.13;0.14
PI;Piauí;Homens;2014;Demais meios especificados;4;0.25;0.29
PI;Piauí;Homens;2014;Meios não especificados;24;1.51;1.62
PI;Piauí;Homens;2015;Arma de fogo;367;22.99;21.66
PI;Piauí;Homens;2015;Arma branca ou objeto contundente;188;11.78;11.84
PI;Piauí;Homens;2015;Estrangulamento;8;0.5;0.52
PI;Piauí;Homens;2015;Força corporal;2;0.13;0.16
PI;Piauí;Homens;2015;Demais meios especificados;3;0.19;0.18
PI;Piauí;Homens;2015;Meios não especificados;13;0.81;0.8
PI;Piauí;Homens;2016;Arma de fogo;417;26.01;24.62
PI;Piauí;Homens;2016;Arma branca ou objeto contundente;215;13.41;13.4
PI;Piauí;Homens;2016;Estrangulamento;6;0.37;0.38
PI;Piauí;Homens;2016;Força corporal;2;0.12;0.14
PI;Piauí;Homens;2016;Demais meios especificados;4;0.25;0.29
PI;Piauí;Homens;2016;Meios não especificados;6;0.37;0.39
PI;Piauí;Homens;2017;Arma de fogo;351;21.8;20.79
PI;Piauí;Homens;2017;Arma branca ou objeto contundente;194;12.05;11.93
PI;Piauí;Homens;2017;Estrangulamento;12;0.75;0.76
PI;Piauí;Homens;2017;Força corporal;1;0.06;0.06
PI;Piauí;Homens;2017;Demais meios especificados;6;0.37;0.43
PI;Piauí;Homens;2017;Meios não especificados;7;0.43;0.48
PI;Piauí;Homens;2018;Arma de fogo;358;22.13;21.27
PI;Piauí;Homens;2018;Arma branca ou objeto contundente;188;11.62;11.47
PI;Piauí;Homens;2018;Estrangulamento;4;0.25;0.25
PI;Piauí;Homens;2018;Força corporal;3;0.19;0.22
PI;Piauí;Homens;2018;Demais meios especificados;1;0.06;0.07
PI;Piauí;Homens;2018;Meios não especificados;9;0.56;0.48
PI;Piauí;Homens;2019;Arma de fogo;331;20.35;19.49
PI;Piauí;Homens;2019;Arma branca ou objeto contundente;165;10.14;10.35
PI;Piauí;Homens;2019;Estrangulamento;4;0.25;0.25
PI;Piauí;Homens;2019;Força corporal;6;0.37;0.38
PI;Piauí;Homens;2019;Demais meios especificados;2;0.12;0.12
PI;Piauí;Homens;2019;Meios não especificados;12;0.74;0.67
PI;Piauí;Homens;2020;Arma de fogo;411;25.15;23.97
PI;Piauí;Homens;2020;Arma branca ou objeto contundente;184;11.26;11.19
PI;Piauí;Homens;2020;Estrangulamento;6;0.37;0.41
PI;Piauí;Homens;2020;Força corporal;5;0.31;0.33
PI;Piauí;Homens;2020;Demais meios especificados;3;0.18;0.2
PI;Piauí;Homens;2020;Meios não especificados;5;0.31;0.19
PI;Piauí;Homens;2021;Arma de fogo;519;31.66;30.43
PI;Piauí;Homens;2021;Arma branca ou objeto contundente;155;9.46;9.4
PI;Piauí;Homens;2021;Força corporal;12;0.73;0.77
PI;Piauí;Homens;2021;Demais meios especificados;3;0.18;0.17
PI;Piauí;Homens;2021;Meios não especificados;5;0.31;0.32
PI;Piauí;Homens;2022;Arma de fogo;567;34.51;33.32
PI;Piauí;Homens;2022;Arma branca ou objeto contundente;120;7.3;7.2
PI;Piauí;Homens;2022;Estrangulamento;4;0.24;0.24
PI;Piauí;Homens;2022;Força corporal;23;1.4;1.4
PI;Piauí;Homens;2022;Meios não especificados;8;0.49;0.52
PI;Piauí;Homens;2023;Arma de fogo;459;27.87;27.42
PI;Piauí;Homens;2023;Arma branca ou objeto contundente;163;9.9;9.83
PI;Piauí;Homens;2023;Estrangulamento;3;0.18;0.18
PI;Piauí;Homens;2023;Força corporal;17;1.03;1
PI;Piauí;Homens;2023;Demais meios especificados;5;0.3;0.3
PI;Piauí;Homens;2023;Meios não especificados;7;0.43;0.37
PI;Piauí;Homens;2024;Arma de fogo;459;27.8;27.58
PI;Piauí;Homens;2024;Arma branca ou objeto contundente;120;7.27;7.41
PI;Piauí;Homens;2024;Estrangulamento;3;0.18;0.12
PI;Piauí;Homens;2024;Força corporal;20;1.21;1.22
PI;Piauí;Homens;2024;Demais meios especificados;9;0.55;0.53
PI;Piauí;Homens;2024;Meios não especificados;4;0.24;0.25
PI;Piauí;Homens;2025;Arma de fogo;340;20.54;20.41
PI;Piauí;Homens;2025;Arma branca ou objeto contundente;122;7.37;7.44
PI;Piauí;Homens;2025;Estrangulamento;3;0.18;0.19
PI;Piauí;Homens;2025;Força corporal;9;0.54;0.55
PI;Piauí;Homens;2025;Demais meios especificados;8;0.48;0.48
PI;Piauí;Homens;2025;Meios não especificados;4;0.24;0.24
PI;Piauí;Mulheres;2000;Arma de fogo;2;0.13;0.12
PI;Piauí;Mulheres;2000;Arma branca ou objeto contundente;9;0.61;0.74
PI;Piauí;Mulheres;2000;Estrangulamento;1;0.07;0.06
PI;Piauí;Mulheres;2000;Meios não especificados;2;0.13;0.14
PI;Piauí;Mulheres;2001;Arma de fogo;7;0.47;0.44
PI;Piauí;Mulheres;2001;Arma branca ou objeto contundente;19;1.27;1.27
PI;Piauí;Mulheres;2001;Estrangulamento;4;0.27;0.22
PI;Piauí;Mulheres;2001;Força corporal;1;0.07;0.12
PI;Piauí;Mulheres;2001;Meios não especificados;4;0.27;0.31
PI;Piauí;Mulheres;2002;Arma de fogo;10;0.66;0.79
PI;Piauí;Mulheres;2002;Arma branca ou objeto contundente;10;0.66;0.75
PI;Piauí;Mulheres;2002;Estrangulamento;1;0.07;0.08
PI;Piauí;Mulheres;2002;Força corporal;1;0.07;0.07
PI;Piauí;Mulheres;2002;Demais meios especificados;2;0.13;0.09
PI;Piauí;Mulheres;2002;Meios não especificados;3;0.2;0.16
PI;Piauí;Mulheres;2003;Arma de fogo;10;0.65;0.54
PI;Piauí;Mulheres;2003;Arma branca ou objeto contundente;13;0.85;0.93
PI;Piauí;Mulheres;2003;Estrangulamento;2;0.13;0.16
PI;Piauí;Mulheres;2003;Força corporal;1;0.07;0.07
PI;Piauí;Mulheres;2003;Meios não especificados;6;0.39;0.4
PI;Piauí;Mulheres;2004;Arma de fogo;8;0.52;0.47
PI;Piauí;Mulheres;2004;Arma branca ou objeto contundente;14;0.91;0.85
PI;Piauí;Mulheres;2004;Estrangulamento;2;0.13;0.15
PI;Piauí;Mulheres;2004;Força corporal;2;0.13;0.1
PI;Piauí;Mulheres;2005;Arma de fogo;11;0.71;0.73
PI;Piauí;Mulheres;2005;Arma branca ou objeto contundente;22;1.41;1.4
PI;Piauí;Mulheres;2005;Estrangulamento;2;0.13;0.13
PI;Piauí;Mulheres;2005;Demais meios especificados;2;0.13;0.12
PI;Piauí;Mulheres;2005;Meios não especificados;3;0.19;0.28
PI;Piauí;Mulheres;2006;Arma de fogo;11;0.7;0.72
PI;Piauí;Mulheres;2006;Arma branca ou objeto contundente;13;0.83;0.82
PI;Piauí;Mulheres;2006;Estrangulamento;5;0.32;0.3
PI;Piauí;Mulheres;2006;Força corporal;1;0.06;0.05
PI;Piauí;Mulheres;2006;Demais meios especificados;1;0.06;0.1
PI;Piauí;Mulheres;2006;Meios não especificados;1;0.06;0.07
PI;Piauí;Mulheres;2007;Arma de fogo;15;0.95;0.85
PI;Piauí;Mulheres;2007;Arma branca ou objeto contundente;16;1.01;1.19
PI;Piauí;Mulheres;2007;Força corporal;1;0.06;0.08
PI;Piauí;Mulheres;2007;Demais meios especificados;3;0.19;0.21
PI;Piauí;Mulheres;2008;Arma de fogo;8;0.5;0.4
PI;Piauí;Mulheres;2008;Arma branca ou objeto contundente;18;1.13;1.14
PI;Piauí;Mulheres;2008;Estrangulamento;7;0.44;0.39
PI;Piauí;Mulheres;2008;Demais meios especificados;1;0.06;0.1
PI;Piauí;Mulheres;2008;Meios não especificados;4;0.25;0.29
PI;Piauí;Mulheres;2009;Arma de fogo;14;0.87;0.78
PI;Piauí;Mulheres;2009;Arma branca ou objeto contundente;12;0.75;0.81
PI;Piauí;Mulheres;2009;Força corporal;1;0.06;0.09
PI;Piauí;Mulheres;2009;Demais meios especificados;2;0.12;0.14
PI;Piauí;Mulheres;2009;Meios não especificados;2;0.12;0.15
PI;Piauí;Mulheres;2010;Arma de fogo;16;0.99;0.96
PI;Piauí;Mulheres;2010;Arma branca ou objeto contundente;18;1.11;1.2
PI;Piauí;Mulheres;2010;Estrangulamento;3;0.19;0.2
PI;Piauí;Mulheres;2010;Demais meios especificados;1;0.06;0.05
PI;Piauí;Mulheres;2010;Meios não especificados;2;0.12;0.13
PI;Piauí;Mulheres;2011;Arma de fogo;10;0.61;0.63
PI;Piauí;Mulheres;2011;Arma branca ou objeto contundente;15;0.92;1.01
PI;Piauí;Mulheres;2011;Estrangulamento;2;0.12;0.14
PI;Piauí;Mulheres;2011;Demais meios especificados;2;0.12;0.14
PI;Piauí;Mulheres;2011;Meios não especificados;3;0.18;0.17
PI;Piauí;Mulheres;2012;Arma de fogo;18;1.1;1.03
PI;Piauí;Mulheres;2012;Arma branca ou objeto contundente;21;1.28;1.31
PI;Piauí;Mulheres;2012;Estrangulamento;1;0.06;0.05
PI;Piauí;Mulheres;2012;Demais meios especificados;3;0.18;0.18
PI;Piauí;Mulheres;2012;Meios não especificados;3;0.18;0.21
PI;Piauí;Mulheres;2013;Arma de fogo;22;1.34;1.3
PI;Piauí;Mulheres;2013;Arma branca ou objeto contundente;20;1.22;1.23
PI;Piauí;Mulheres;2013;Estrangulamento;1;0.06;0.05
PI;Piauí;Mulheres;2013;Demais meios especificados;3;0.18;0.17
PI;Piauí;Mulheres;2013;Meios não especificados;1;0.06;0.05
PI;Piauí;Mulheres;2014;Arma de fogo;25;1.51;1.47
PI;Piauí;Mulheres;2014;Arma branca ou objeto contundente;29;1.76;1.77
PI;Piauí;Mulheres;2014;Estrangulamento;3;0.18;0.16
PI;Piauí;Mulheres;2014;Força corporal;1;0.06;0.07
PI;Piauí;Mulheres;2014;Demais meios especificados;4;0.24;0.24
PI;Piauí;Mulheres;2014;Meios não especificados;1;0.06;0.08
PI;Piauí;Mulheres;2015;Arma de fogo;33;1.99;1.91
PI;Piauí;Mulheres;2015;Arma branca ou objeto contundente;28;1.69;1.68
PI;Piauí;Mulheres;2015;Estrangulamento;2;0.12;0.12
PI;Piauí;Mulheres;2015;Demais meios especificados;3;0.18;0.2
PI;Piauí;Mulheres;2015;Meios não especificados;1;0.06;0.07
PI;Piauí;Mulheres;2016;Arma de fogo;22;1.32;1.33
PI;Piauí;Mulheres;2016;Arma branca ou objeto contundente;18;1.08;1.13
PI;Piauí;Mulheres;2016;Estrangulamento;6;0.36;0.38
PI;Piauí;Mulheres;2016;Demais meios especificados;4;0.24;0.26
PI;Piauí;Mulheres;2017;Arma de fogo;25;1.49;1.46
PI;Piauí;Mulheres;2017;Arma branca ou objeto contundente;19;1.13;1.13
PI;Piauí;Mulheres;2017;Estrangulamento;3;0.18;0.19
PI;Piauí;Mulheres;2017;Força corporal;2;0.12;0.14
PI;Piauí;Mulheres;2017;Meios não especificados;3;0.18;0.19
PI;Piauí;Mulheres;2018;Arma de fogo;14;0.83;0.82
PI;Piauí;Mulheres;2018;Arma branca ou objeto contundente;30;1.78;1.77
PI;Piauí;Mulheres;2018;Estrangulamento;4;0.24;0.24
PI;Piauí;Mulheres;2018;Demais meios especificados;2;0.12;0.11
PI;Piauí;Mulheres;2018;Meios não especificados;2;0.12;0.11
PI;Piauí;Mulheres;2019;Arma de fogo;17;1;1.03
PI;Piauí;Mulheres;2019;Arma branca ou objeto contundente;24;1.42;1.44
PI;Piauí;Mulheres;2019;Estrangulamento;3;0.18;0.17
PI;Piauí;Mulheres;2019;Força corporal;2;0.12;0.12
PI;Piauí;Mulheres;2019;Demais meios especificados;1;0.06;0.06
PI;Piauí;Mulheres;2020;Arma de fogo;23;1.35;1.35
PI;Piauí;Mulheres;2020;Arma branca ou objeto contundente;23;1.35;1.36
PI;Piauí;Mulheres;2020;Estrangulamento;1;0.06;0.06
PI;Piauí;Mulheres;2020;Força corporal;4;0.24;0.24
PI;Piauí;Mulheres;2020;Demais meios especificados;1;0.06;0.06
PI;Piauí;Mulheres;2020;Meios não especificados;2;0.12;0.12
PI;Piauí;Mulheres;2021;Arma de fogo;38;2.22;2.2
PI;Piauí;Mulheres;2021;Arma branca ou objeto contundente;26;1.52;1.47
PI;Piauí;Mulheres;2021;Estrangulamento;1;0.06;0.06
PI;Piauí;Mulheres;2021;Demais meios especificados;3;0.18;0.18
PI;Piauí;Mulheres;2022;Arma de fogo;40;2.33;2.33
PI;Piauí;Mulheres;2022;Arma branca ou objeto contundente;22;1.28;1.24
PI;Piauí;Mulheres;2022;Estrangulamento;4;0.23;0.23
PI;Piauí;Mulheres;2022;Demais meios especificados;1;0.06;0.06
PI;Piauí;Mulheres;2023;Arma de fogo;40;2.33;2.29
PI;Piauí;Mulheres;2023;Arma branca ou objeto contundente;18;1.05;1.07
PI;Piauí;Mulheres;2023;Força corporal;2;0.12;0.12
PI;Piauí;Mulheres;2023;Demais meios especificados;5;0.29;0.29
PI;Piauí;Mulheres;2023;Meios não especificados;1;0.06;0.06
PI;Piauí;Mulheres;2024;Arma de fogo;26;1.51;1.53
PI;Piauí;Mulheres;2024;Arma branca ou objeto contundente;24;1.39;1.41
PI;Piauí;Mulheres;2024;Estrangulamento;10;0.58;0.58
PI;Piauí;Mulheres;2024;Força corporal;6;0.35;0.34
PI;Piauí;Mulheres;2024;Demais meios especificados;6;0.35;0.35
PI;Piauí;Mulheres;2025;Arma de fogo;23;1.33;1.36
PI;Piauí;Mulheres;2025;Arma branca ou objeto contundente;21;1.21;1.2
PI;Piauí;Mulheres;2025;Estrangulamento;3;0.17;0.18
PI;Piauí;Mulheres;2025;Demais meios especificados;4;0.23;0.25
PI;Piauí;Mulheres;2025;Meios não especificados;2;0.12;0.12
PR;Paraná;Ambos;2000;Arma de fogo;1093;11.25;10.72
PR;Paraná;Ambos;2000;Arma branca ou objeto contundente;521;5.36;5.53
PR;Paraná;Ambos;2000;Estrangulamento;24;0.25;0.26
PR;Paraná;Ambos;2000;Força corporal;70;0.72;0.7
PR;Paraná;Ambos;2000;Demais meios especificados;15;0.15;0.15
PR;Paraná;Ambos;2000;Meios não especificados;56;0.58;0.57
PR;Paraná;Ambos;2001;Arma de fogo;1269;12.92;12.28
PR;Paraná;Ambos;2001;Arma branca ou objeto contundente;571;5.82;5.94
PR;Paraná;Ambos;2001;Estrangulamento;40;0.41;0.43
PR;Paraná;Ambos;2001;Força corporal;101;1.03;1.07
PR;Paraná;Ambos;2001;Demais meios especificados;11;0.11;0.12
PR;Paraná;Ambos;2001;Meios não especificados;42;0.43;0.47
PR;Paraná;Ambos;2002;Arma de fogo;1494;15.06;14.11
PR;Paraná;Ambos;2002;Arma branca ou objeto contundente;560;5.64;5.85
PR;Paraná;Ambos;2002;Estrangulamento;33;0.33;0.31
PR;Paraná;Ambos;2002;Força corporal;92;0.93;1
PR;Paraná;Ambos;2002;Demais meios especificados;22;0.22;0.23
PR;Paraná;Ambos;2002;Meios não especificados;37;0.37;0.41
PR;Paraná;Ambos;2003;Arma de fogo;1748;17.44;16.34
PR;Paraná;Ambos;2003;Arma branca ou objeto contundente;585;5.84;6
PR;Paraná;Ambos;2003;Estrangulamento;29;0.29;0.3
PR;Paraná;Ambos;2003;Força corporal;97;0.97;1.01
PR;Paraná;Ambos;2003;Demais meios especificados;26;0.26;0.28
PR;Paraná;Ambos;2003;Meios não especificados;46;0.46;0.48
PR;Paraná;Ambos;2004;Arma de fogo;1912;18.89;17.45
PR;Paraná;Ambos;2004;Arma branca ou objeto contundente;663;6.55;6.59
PR;Paraná;Ambos;2004;Estrangulamento;54;0.53;0.54
PR;Paraná;Ambos;2004;Força corporal;120;1.19;1.19
PR;Paraná;Ambos;2004;Demais meios especificados;19;0.19;0.2
PR;Paraná;Ambos;2004;Meios não especificados;37;0.37;0.37
PR;Paraná;Ambos;2005;Arma de fogo;2027;19.83;18.06
PR;Paraná;Ambos;2005;Arma branca ou objeto contundente;696;6.81;6.79
PR;Paraná;Ambos;2005;Estrangulamento;61;0.6;0.61
PR;Paraná;Ambos;2005;Força corporal;137;1.34;1.37
PR;Paraná;Ambos;2005;Demais meios especificados;11;0.11;0.11
PR;Paraná;Ambos;2005;Meios não especificados;33;0.32;0.32
PR;Paraná;Ambos;2006;Arma de fogo;2229;21.61;19.96
PR;Paraná;Ambos;2006;Arma branca ou objeto contundente;666;6.46;6.41
PR;Paraná;Ambos;2006;Estrangulamento;28;0.27;0.28
PR;Paraná;Ambos;2006;Força corporal;124;1.2;1.18
PR;Paraná;Ambos;2006;Demais meios especificados;11;0.11;0.11
PR;Paraná;Ambos;2006;Meios não especificados;34;0.33;0.35
PR;Paraná;Ambos;2007;Arma de fogo;2285;21.95;20.04
PR;Paraná;Ambos;2007;Arma branca ou objeto contundente;635;6.1;6.09
PR;Paraná;Ambos;2007;Estrangulamento;46;0.44;0.45
PR;Paraná;Ambos;2007;Força corporal;98;0.94;0.9
PR;Paraná;Ambos;2007;Demais meios especificados;11;0.11;0.11
PR;Paraná;Ambos;2007;Meios não especificados;23;0.22;0.25
PR;Paraná;Ambos;2008;Arma de fogo;2540;24.19;22.05
PR;Paraná;Ambos;2008;Arma branca ou objeto contundente;668;6.36;6.25
PR;Paraná;Ambos;2008;Estrangulamento;51;0.49;0.47
PR;Paraná;Ambos;2008;Força corporal;124;1.18;1.16
PR;Paraná;Ambos;2008;Demais meios especificados;23;0.22;0.22
PR;Paraná;Ambos;2008;Meios não especificados;34;0.32;0.35
PR;Paraná;Ambos;2009;Arma de fogo;2673;25.24;23.07
PR;Paraná;Ambos;2009;Arma branca ou objeto contundente;758;7.16;7.05
PR;Paraná;Ambos;2009;Estrangulamento;51;0.48;0.44
PR;Paraná;Ambos;2009;Força corporal;138;1.3;1.3
PR;Paraná;Ambos;2009;Demais meios especificados;25;0.24;0.22
PR;Paraná;Ambos;2009;Meios não especificados;35;0.33;0.33
PR;Paraná;Ambos;2010;Arma de fogo;2630;24.66;22.83
PR;Paraná;Ambos;2010;Arma branca ou objeto contundente;682;6.39;6.18
PR;Paraná;Ambos;2010;Estrangulamento;51;0.48;0.45
PR;Paraná;Ambos;2010;Força corporal;146;1.37;1.32
PR;Paraná;Ambos;2010;Demais meios especificados;37;0.35;0.33
PR;Paraná;Ambos;2010;Meios não especificados;29;0.27;0.25
PR;Paraná;Ambos;2011;Arma de fogo;2365;22.03;20.38
PR;Paraná;Ambos;2011;Arma branca ou objeto contundente;716;6.67;6.48
PR;Paraná;Ambos;2011;Estrangulamento;39;0.36;0.35
PR;Paraná;Ambos;2011;Força corporal;135;1.26;1.16
PR;Paraná;Ambos;2011;Demais meios especificados;36;0.34;0.3
PR;Paraná;Ambos;2011;Meios não especificados;30;0.28;0.26
PR;Paraná;Ambos;2012;Arma de fogo;2433;22.49;20.87
PR;Paraná;Ambos;2012;Arma branca ou objeto contundente;792;7.32;7.06
PR;Paraná;Ambos;2012;Estrangulamento;40;0.37;0.33
PR;Paraná;Ambos;2012;Força corporal;130;1.2;1.17
PR;Paraná;Ambos;2012;Demais meios especificados;27;0.25;0.25
PR;Paraná;Ambos;2012;Meios não especificados;33;0.31;0.3
PR;Paraná;Ambos;2013;Arma de fogo;2025;18.57;17.4
PR;Paraná;Ambos;2013;Arma branca ou objeto contundente;675;6.19;6
PR;Paraná;Ambos;2013;Estrangulamento;51;0.47;0.46
PR;Paraná;Ambos;2013;Força corporal;87;0.8;0.79
PR;Paraná;Ambos;2013;Demais meios especificados;36;0.33;0.29
PR;Paraná;Ambos;2013;Meios não especificados;36;0.33;0.32
PR;Paraná;Ambos;2014;Arma de fogo;2071;18.82;17.94
PR;Paraná;Ambos;2014;Arma branca ou objeto contundente;668;6.07;5.93
PR;Paraná;Ambos;2014;Estrangulamento;40;0.36;0.37
PR;Paraná;Ambos;2014;Força corporal;118;1.07;1.07
PR;Paraná;Ambos;2014;Demais meios especificados;28;0.25;0.21
PR;Paraná;Ambos;2014;Meios não especificados;32;0.29;0.28
PR;Paraná;Ambos;2015;Arma de fogo;1972;17.76;16.93
PR;Paraná;Ambos;2015;Arma branca ou objeto contundente;675;6.08;5.96
PR;Paraná;Ambos;2015;Estrangulamento;45;0.41;0.41
PR;Paraná;Ambos;2015;Força corporal;103;0.93;0.94
PR;Paraná;Ambos;2015;Demais meios especificados;30;0.27;0.25
PR;Paraná;Ambos;2015;Meios não especificados;36;0.32;0.33
PR;Paraná;Ambos;2016;Arma de fogo;2125;18.98;18.41
PR;Paraná;Ambos;2016;Arma branca ou objeto contundente;641;5.73;5.56
PR;Paraná;Ambos;2016;Estrangulamento;47;0.42;0.42
PR;Paraná;Ambos;2016;Força corporal;96;0.86;0.85
PR;Paraná;Ambos;2016;Demais meios especificados;38;0.34;0.33
PR;Paraná;Ambos;2016;Meios não especificados;45;0.4;0.39
PR;Paraná;Ambos;2017;Arma de fogo;1832;16.23;15.85
PR;Paraná;Ambos;2017;Arma branca ou objeto contundente;597;5.29;5.25
PR;Paraná;Ambos;2017;Estrangulamento;52;0.46;0.46
PR;Paraná;Ambos;2017;Força corporal;112;0.99;0.99
PR;Paraná;Ambos;2017;Demais meios especificados;34;0.3;0.28
PR;Paraná;Ambos;2017;Meios não especificados;36;0.32;0.32
PR;Paraná;Ambos;2018;Arma de fogo;1520;13.36;13.11
PR;Paraná;Ambos;2018;Arma branca ou objeto contundente;558;4.91;4.86
PR;Paraná;Ambos;2018;Estrangulamento;64;0.56;0.55
PR;Paraná;Ambos;2018;Força corporal;105;0.92;0.92
PR;Paraná;Ambos;2018;Demais meios especificados;33;0.29;0.28
PR;Paraná;Ambos;2018;Meios não especificados;28;0.25;0.25
PR;Paraná;Ambos;2019;Arma de fogo;1190;10.38;10.21
PR;Paraná;Ambos;2019;Arma branca ou objeto contundente;513;4.47;4.45
PR;Paraná;Ambos;2019;Estrangulamento;57;0.5;0.5
PR;Paraná;Ambos;2019;Força corporal;79;0.69;0.67
PR;Paraná;Ambos;2019;Demais meios especificados;34;0.3;0.3
PR;Paraná;Ambos;2019;Meios não especificados;27;0.24;0.24
PR;Paraná;Ambos;2020;Arma de fogo;1411;12.2;12.22
PR;Paraná;Ambos;2020;Arma branca ou objeto contundente;451;3.9;3.87
PR;Paraná;Ambos;2020;Estrangulamento;34;0.29;0.29
PR;Paraná;Ambos;2020;Força corporal;88;0.76;0.75
PR;Paraná;Ambos;2020;Demais meios especificados;17;0.15;0.13
PR;Paraná;Ambos;2020;Meios não especificados;59;0.51;0.49
PR;Paraná;Ambos;2021;Arma de fogo;1373;11.81;11.89
PR;Paraná;Ambos;2021;Arma branca ou objeto contundente;502;4.32;4.28
PR;Paraná;Ambos;2021;Estrangulamento;40;0.34;0.35
PR;Paraná;Ambos;2021;Força corporal;75;0.64;0.64
PR;Paraná;Ambos;2021;Demais meios especificados;34;0.29;0.28
PR;Paraná;Ambos;2021;Meios não especificados;47;0.4;0.4
PR;Paraná;Ambos;2022;Arma de fogo;1497;12.81;12.92
PR;Paraná;Ambos;2022;Arma branca ou objeto contundente;521;4.46;4.46
PR;Paraná;Ambos;2022;Estrangulamento;34;0.29;0.29
PR;Paraná;Ambos;2022;Força corporal;85;0.73;0.71
PR;Paraná;Ambos;2022;Demais meios especificados;38;0.33;0.33
PR;Paraná;Ambos;2022;Meios não especificados;63;0.54;0.52
PR;Paraná;Ambos;2023;Arma de fogo;1265;10.76;10.99
PR;Paraná;Ambos;2023;Arma branca ou objeto contundente;489;4.16;4.17
PR;Paraná;Ambos;2023;Estrangulamento;46;0.39;0.38
PR;Paraná;Ambos;2023;Força corporal;76;0.65;0.64
PR;Paraná;Ambos;2023;Demais meios especificados;42;0.36;0.36
PR;Paraná;Ambos;2023;Meios não especificados;61;0.52;0.51
PR;Paraná;Ambos;2024;Arma de fogo;1091;9.23;9.47
PR;Paraná;Ambos;2024;Arma branca ou objeto contundente;503;4.25;4.25
PR;Paraná;Ambos;2024;Estrangulamento;50;0.42;0.41
PR;Paraná;Ambos;2024;Força corporal;116;0.98;0.95
PR;Paraná;Ambos;2024;Demais meios especificados;38;0.32;0.33
PR;Paraná;Ambos;2024;Meios não especificados;60;0.51;0.47
PR;Paraná;Ambos;2025;Arma de fogo;816;6.86;7.06
PR;Paraná;Ambos;2025;Arma branca ou objeto contundente;409;3.44;3.46
PR;Paraná;Ambos;2025;Estrangulamento;26;0.22;0.22
PR;Paraná;Ambos;2025;Força corporal;95;0.8;0.78
PR;Paraná;Ambos;2025;Demais meios especificados;35;0.29;0.29
PR;Paraná;Ambos;2025;Meios não especificados;59;0.5;0.47
PR;Paraná;Homens;2000;Arma de fogo;1015;21.11;20.19
PR;Paraná;Homens;2000;Arma branca ou objeto contundente;462;9.61;10
PR;Paraná;Homens;2000;Estrangulamento;13;0.27;0.33
PR;Paraná;Homens;2000;Força corporal;63;1.31;1.24
PR;Paraná;Homens;2000;Demais meios especificados;10;0.21;0.23
PR;Paraná;Homens;2000;Meios não especificados;50;1.04;1.02
PR;Paraná;Homens;2001;Arma de fogo;1165;23.98;22.95
PR;Paraná;Homens;2001;Arma branca ou objeto contundente;505;10.4;10.72
PR;Paraná;Homens;2001;Estrangulamento;25;0.51;0.57
PR;Paraná;Homens;2001;Força corporal;92;1.89;1.94
PR;Paraná;Homens;2001;Demais meios especificados;10;0.21;0.23
PR;Paraná;Homens;2001;Meios não especificados;37;0.76;0.88
