Território;Nome do território;Sexo;Ano;Meio de agressão;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
BR;Brasil;Mulheres;2012;Meios não especificados;211;0.21;0.2
BR;Brasil;Mulheres;2013;Arma de fogo;2323;2.28;2.16
BR;Brasil;Mulheres;2013;Arma branca ou objeto contundente;1585;1.56;1.52
BR;Brasil;Mulheres;2013;Estrangulamento;290;0.28;0.27
BR;Brasil;Mulheres;2013;Força corporal;77;0.08;0.08
BR;Brasil;Mulheres;2013;Demais meios especificados;233;0.23;0.22
BR;Brasil;Mulheres;2013;Meios não especificados;254;0.25;0.24
BR;Brasil;Mulheres;2014;Arma de fogo;2390;2.33;2.23
BR;Brasil;Mulheres;2014;Arma branca ou objeto contundente;1593;1.55;1.52
BR;Brasil;Mulheres;2014;Estrangulamento;302;0.29;0.29
BR;Brasil;Mulheres;2014;Força corporal;85;0.08;0.08
BR;Brasil;Mulheres;2014;Demais meios especificados;206;0.2;0.19
BR;Brasil;Mulheres;2014;Meios não especificados;256;0.25;0.23
BR;Brasil;Mulheres;2015;Arma de fogo;2278;2.2;2.13
BR;Brasil;Mulheres;2015;Arma branca ou objeto contundente;1531;1.48;1.45
BR;Brasil;Mulheres;2015;Estrangulamento;312;0.3;0.29
BR;Brasil;Mulheres;2015;Força corporal;94;0.09;0.09
BR;Brasil;Mulheres;2015;Demais meios especificados;183;0.18;0.17
BR;Brasil;Mulheres;2015;Meios não especificados;218;0.21;0.2
BR;Brasil;Mulheres;2016;Arma de fogo;2339;2.24;2.18
BR;Brasil;Mulheres;2016;Arma branca ou objeto contundente;1485;1.42;1.41
BR;Brasil;Mulheres;2016;Estrangulamento;287;0.28;0.27
BR;Brasil;Mulheres;2016;Força corporal;123;0.12;0.12
BR;Brasil;Mulheres;2016;Demais meios especificados;172;0.17;0.15
BR;Brasil;Mulheres;2016;Meios não especificados;229;0.22;0.21
BR;Brasil;Mulheres;2017;Arma de fogo;2641;2.52;2.45
BR;Brasil;Mulheres;2017;Arma branca ou objeto contundente;1501;1.43;1.42
BR;Brasil;Mulheres;2017;Estrangulamento;276;0.26;0.26
BR;Brasil;Mulheres;2017;Força corporal;87;0.08;0.08
BR;Brasil;Mulheres;2017;Demais meios especificados;199;0.19;0.18
BR;Brasil;Mulheres;2017;Meios não especificados;224;0.21;0.21
BR;Brasil;Mulheres;2018;Arma de fogo;2330;2.21;2.16
BR;Brasil;Mulheres;2018;Arma branca ou objeto contundente;1438;1.36;1.34
BR;Brasil;Mulheres;2018;Estrangulamento;263;0.25;0.24
BR;Brasil;Mulheres;2018;Força corporal;108;0.1;0.1
BR;Brasil;Mulheres;2018;Demais meios especificados;177;0.17;0.16
BR;Brasil;Mulheres;2018;Meios não especificados;196;0.19;0.17
BR;Brasil;Mulheres;2019;Arma de fogo;1817;1.71;1.69
BR;Brasil;Mulheres;2019;Arma branca ou objeto contundente;1280;1.2;1.19
BR;Brasil;Mulheres;2019;Estrangulamento;259;0.24;0.24
BR;Brasil;Mulheres;2019;Força corporal;89;0.08;0.08
BR;Brasil;Mulheres;2019;Demais meios especificados;149;0.14;0.14
BR;Brasil;Mulheres;2019;Meios não especificados;134;0.13;0.12
BR;Brasil;Mulheres;2020;Arma de fogo;1920;1.79;1.79
BR;Brasil;Mulheres;2020;Arma branca ou objeto contundente;1232;1.15;1.14
BR;Brasil;Mulheres;2020;Estrangulamento;241;0.23;0.22
BR;Brasil;Mulheres;2020;Força corporal;108;0.1;0.1
BR;Brasil;Mulheres;2020;Demais meios especificados;139;0.13;0.13
BR;Brasil;Mulheres;2020;Meios não especificados;182;0.17;0.17
BR;Brasil;Mulheres;2021;Arma de fogo;1913;1.78;1.78
BR;Brasil;Mulheres;2021;Arma branca ou objeto contundente;1253;1.17;1.16
BR;Brasil;Mulheres;2021;Estrangulamento;228;0.21;0.21
BR;Brasil;Mulheres;2021;Força corporal;115;0.11;0.11
BR;Brasil;Mulheres;2021;Demais meios especificados;151;0.14;0.14
BR;Brasil;Mulheres;2021;Meios não especificados;184;0.17;0.17
BR;Brasil;Mulheres;2022;Arma de fogo;1878;1.74;1.76
BR;Brasil;Mulheres;2022;Arma branca ou objeto contundente;1270;1.18;1.17
BR;Brasil;Mulheres;2022;Estrangulamento;222;0.21;0.2
BR;Brasil;Mulheres;2022;Força corporal;98;0.09;0.09
BR;Brasil;Mulheres;2022;Demais meios especificados;150;0.14;0.14
BR;Brasil;Mulheres;2022;Meios não especificados;170;0.16;0.16
BR;Brasil;Mulheres;2023;Arma de fogo;1920;1.77;1.79
BR;Brasil;Mulheres;2023;Arma branca ou objeto contundente;1246;1.15;1.15
BR;Brasil;Mulheres;2023;Estrangulamento;244;0.23;0.23
BR;Brasil;Mulheres;2023;Força corporal;119;0.11;0.11
BR;Brasil;Mulheres;2023;Demais meios especificados;177;0.16;0.16
BR;Brasil;Mulheres;2023;Meios não especificados;181;0.17;0.16
BR;Brasil;Mulheres;2024;Arma de fogo;1688;1.55;1.59
BR;Brasil;Mulheres;2024;Arma branca ou objeto contundente;1220;1.12;1.12
BR;Brasil;Mulheres;2024;Estrangulamento;223;0.2;0.21
BR;Brasil;Mulheres;2024;Força corporal;111;0.1;0.1
BR;Brasil;Mulheres;2024;Demais meios especificados;171;0.16;0.16
BR;Brasil;Mulheres;2024;Meios não especificados;209;0.19;0.18
BR;Brasil;Mulheres;2025;Arma de fogo;1457;1.33;1.38
BR;Brasil;Mulheres;2025;Arma branca ou objeto contundente;1166;1.07;1.07
BR;Brasil;Mulheres;2025;Estrangulamento;197;0.18;0.18
BR;Brasil;Mulheres;2025;Força corporal;117;0.11;0.11
BR;Brasil;Mulheres;2025;Demais meios especificados;145;0.13;0.13
BR;Brasil;Mulheres;2025;Meios não especificados;110;0.1;0.1
AC;Acre;Ambos;2000;Arma de fogo;39;6.64;7.39
AC;Acre;Ambos;2000;Arma branca ou objeto contundente;58;9.88;10.26
AC;Acre;Ambos;2000;Estrangulamento;1;0.17;0.13
AC;Acre;Ambos;2000;Demais meios especificados;6;1.02;1.22
AC;Acre;Ambos;2000;Meios não especificados;2;0.34;0.51
AC;Acre;Ambos;2001;Arma de fogo;54;8.92;9.28
AC;Acre;Ambos;2001;Arma branca ou objeto contundente;58;9.58;10.73
AC;Acre;Ambos;2001;Estrangulamento;1;0.17;0.16
AC;Acre;Ambos;2001;Demais meios especificados;6;0.99;1.34
AC;Acre;Ambos;2001;Meios não especificados;2;0.33;0.61
AC;Acre;Ambos;2002;Arma de fogo;66;10.58;12.05
AC;Acre;Ambos;2002;Arma branca ou objeto contundente;79;12.67;13.32
AC;Acre;Ambos;2002;Estrangulamento;1;0.16;0.11
AC;Acre;Ambos;2002;Demais meios especificados;1;0.16;0.07
AC;Acre;Ambos;2002;Meios não especificados;4;0.64;0.74
AC;Acre;Ambos;2003;Arma de fogo;57;8.88;9.88
AC;Acre;Ambos;2003;Arma branca ou objeto contundente;84;13.09;16.15
AC;Acre;Ambos;2003;Estrangulamento;1;0.16;0.27
AC;Acre;Ambos;2003;Meios não especificados;5;0.78;0.79
AC;Acre;Ambos;2004;Arma de fogo;49;7.42;8.52
AC;Acre;Ambos;2004;Arma branca ou objeto contundente;57;8.63;8.95
AC;Acre;Ambos;2004;Estrangulamento;2;0.3;0.36
AC;Acre;Ambos;2004;Força corporal;1;0.15;0.14
AC;Acre;Ambos;2004;Demais meios especificados;3;0.45;0.37
AC;Acre;Ambos;2004;Meios não especificados;2;0.3;0.35
AC;Acre;Ambos;2005;Arma de fogo;36;5.3;5.91
AC;Acre;Ambos;2005;Arma branca ou objeto contundente;79;11.64;13.2
AC;Acre;Ambos;2005;Estrangulamento;1;0.15;0.12
AC;Acre;Ambos;2005;Força corporal;2;0.29;0.28
AC;Acre;Ambos;2005;Demais meios especificados;3;0.44;0.88
AC;Acre;Ambos;2005;Meios não especificados;2;0.29;0.61
AC;Acre;Ambos;2006;Arma de fogo;50;7.17;9.22
AC;Acre;Ambos;2006;Arma branca ou objeto contundente;95;13.62;14.85
AC;Acre;Ambos;2006;Força corporal;4;0.57;0.78
AC;Acre;Ambos;2006;Demais meios especificados;4;0.57;0.58
AC;Acre;Ambos;2006;Meios não especificados;5;0.72;1.23
AC;Acre;Ambos;2007;Arma de fogo;51;7.13;7.18
AC;Acre;Ambos;2007;Arma branca ou objeto contundente;74;10.34;12
AC;Acre;Ambos;2007;Estrangulamento;2;0.28;0.35
AC;Acre;Ambos;2007;Força corporal;1;0.14;0.12
AC;Acre;Ambos;2007;Demais meios especificados;5;0.7;0.59
AC;Acre;Ambos;2007;Meios não especificados;2;0.28;0.26
AC;Acre;Ambos;2008;Arma de fogo;40;5.45;5.35
AC;Acre;Ambos;2008;Arma branca ou objeto contundente;79;10.77;11.53
AC;Acre;Ambos;2008;Estrangulamento;2;0.27;0.38
AC;Acre;Ambos;2008;Força corporal;1;0.14;0.18
AC;Acre;Ambos;2008;Demais meios especificados;10;1.36;1.78
AC;Acre;Ambos;2008;Meios não especificados;1;0.14;0.07
AC;Acre;Ambos;2009;Arma de fogo;61;8.13;8.84
AC;Acre;Ambos;2009;Arma branca ou objeto contundente;80;10.66;12.34
AC;Acre;Ambos;2009;Estrangulamento;1;0.13;0.11
AC;Acre;Ambos;2009;Força corporal;3;0.4;0.41
AC;Acre;Ambos;2009;Demais meios especificados;4;0.53;0.64
AC;Acre;Ambos;2009;Meios não especificados;4;0.53;0.49
AC;Acre;Ambos;2010;Arma de fogo;63;8.24;8.26
AC;Acre;Ambos;2010;Arma branca ou objeto contundente;87;11.37;12.67
AC;Acre;Ambos;2010;Força corporal;10;1.31;1.85
AC;Acre;Ambos;2010;Demais meios especificados;1;0.13;0.13
AC;Acre;Ambos;2010;Meios não especificados;4;0.52;0.68
AC;Acre;Ambos;2011;Arma de fogo;50;6.42;7
AC;Acre;Ambos;2011;Arma branca ou objeto contundente;103;13.23;15.33
AC;Acre;Ambos;2011;Estrangulamento;2;0.26;0.27
AC;Acre;Ambos;2011;Força corporal;1;0.13;0.11
AC;Acre;Ambos;2011;Demais meios especificados;7;0.9;1.29
AC;Acre;Ambos;2011;Meios não especificados;1;0.13;0.2
AC;Acre;Ambos;2012;Arma de fogo;85;10.74;11.02
AC;Acre;Ambos;2012;Arma branca ou objeto contundente;106;13.39;13.88
AC;Acre;Ambos;2012;Estrangulamento;1;0.13;0.11
AC;Acre;Ambos;2012;Força corporal;6;0.76;1.07
AC;Acre;Ambos;2012;Demais meios especificados;7;0.88;1.12
AC;Acre;Ambos;2012;Meios não especificados;3;0.38;0.47
AC;Acre;Ambos;2013;Arma de fogo;95;11.82;11.85
AC;Acre;Ambos;2013;Arma branca ou objeto contundente;119;14.8;16.32
AC;Acre;Ambos;2013;Estrangulamento;3;0.37;0.24
AC;Acre;Ambos;2013;Força corporal;11;1.37;1.59
AC;Acre;Ambos;2013;Demais meios especificados;5;0.62;0.76
AC;Acre;Ambos;2013;Meios não especificados;1;0.12;0.15
AC;Acre;Ambos;2014;Arma de fogo;115;14.1;14.4
AC;Acre;Ambos;2014;Arma branca ou objeto contundente;104;12.75;13.14
AC;Acre;Ambos;2014;Estrangulamento;4;0.49;0.7
AC;Acre;Ambos;2014;Força corporal;4;0.49;0.47
AC;Acre;Ambos;2014;Demais meios especificados;4;0.49;0.57
AC;Acre;Ambos;2014;Meios não especificados;1;0.12;0.14
AC;Acre;Ambos;2015;Arma de fogo;116;14.03;14.01
AC;Acre;Ambos;2015;Arma branca ou objeto contundente;87;10.52;11.85
AC;Acre;Ambos;2015;Estrangulamento;3;0.36;0.53
AC;Acre;Ambos;2015;Força corporal;6;0.73;0.84
AC;Acre;Ambos;2015;Demais meios especificados;5;0.6;0.74
AC;Acre;Ambos;2016;Arma de fogo;226;27.02;26.64
AC;Acre;Ambos;2016;Arma branca ou objeto contundente;118;14.11;14.35
AC;Acre;Ambos;2016;Estrangulamento;7;0.84;0.94
AC;Acre;Ambos;2016;Força corporal;6;0.72;0.83
AC;Acre;Ambos;2016;Demais meios especificados;5;0.6;0.7
AC;Acre;Ambos;2016;Meios não especificados;1;0.12;0.1
AC;Acre;Ambos;2017;Arma de fogo;384;45.47;42.24
AC;Acre;Ambos;2017;Arma branca ou objeto contundente;115;13.62;14.44
AC;Acre;Ambos;2017;Estrangulamento;7;0.83;0.97
AC;Acre;Ambos;2017;Força corporal;9;1.07;1.15
AC;Acre;Ambos;2017;Demais meios especificados;1;0.12;0.11
AC;Acre;Ambos;2018;Arma de fogo;311;36.52;34.23
AC;Acre;Ambos;2018;Arma branca ou objeto contundente;83;9.75;9.54
AC;Acre;Ambos;2018;Estrangulamento;4;0.47;0.45
AC;Acre;Ambos;2018;Força corporal;10;1.17;1.14
AC;Acre;Ambos;2018;Demais meios especificados;1;0.12;0.21
AC;Acre;Ambos;2019;Arma de fogo;222;25.88;24.29
AC;Acre;Ambos;2019;Arma branca ou objeto contundente;88;10.26;9.88
AC;Acre;Ambos;2019;Estrangulamento;6;0.7;0.63
AC;Acre;Ambos;2019;Força corporal;8;0.93;1.22
AC;Acre;Ambos;2019;Demais meios especificados;1;0.12;0.1
AC;Acre;Ambos;2020;Arma de fogo;228;26.4;24.45
AC;Acre;Ambos;2020;Arma branca ou objeto contundente;68;7.87;7.36
AC;Acre;Ambos;2020;Estrangulamento;2;0.23;0.18
AC;Acre;Ambos;2020;Força corporal;6;0.69;0.68
AC;Acre;Ambos;2021;Arma de fogo;118;13.59;12.95
AC;Acre;Ambos;2021;Arma branca ou objeto contundente;72;8.29;8.48
AC;Acre;Ambos;2021;Estrangulamento;5;0.58;0.67
AC;Acre;Ambos;2021;Força corporal;7;0.81;0.96
AC;Acre;Ambos;2021;Demais meios especificados;3;0.35;0.38
AC;Acre;Ambos;2022;Arma de fogo;141;16.16;15.07
AC;Acre;Ambos;2022;Arma branca ou objeto contundente;85;9.74;9.76
AC;Acre;Ambos;2022;Estrangulamento;2;0.23;0.19
AC;Acre;Ambos;2022;Força corporal;8;0.92;0.93
AC;Acre;Ambos;2022;Demais meios especificados;1;0.11;0.12
AC;Acre;Ambos;2022;Meios não especificados;1;0.11;0.14
AC;Acre;Ambos;2023;Arma de fogo;136;15.51;14.31
AC;Acre;Ambos;2023;Arma branca ou objeto contundente;68;7.76;8.13
AC;Acre;Ambos;2023;Força corporal;3;0.34;0.39
AC;Acre;Ambos;2023;Demais meios especificados;1;0.11;0.09
AC;Acre;Ambos;2023;Meios não especificados;7;0.8;0.87
AC;Acre;Ambos;2024;Arma de fogo;103;11.7;11.24
AC;Acre;Ambos;2024;Arma branca ou objeto contundente;65;7.38;7.54
AC;Acre;Ambos;2024;Estrangulamento;2;0.23;0.22
AC;Acre;Ambos;2024;Força corporal;2;0.23;0.3
AC;Acre;Ambos;2024;Demais meios especificados;1;0.11;0.1
AC;Acre;Ambos;2025;Arma de fogo;102;11.53;11.05
AC;Acre;Ambos;2025;Arma branca ou objeto contundente;69;7.8;8.18
AC;Acre;Ambos;2025;Estrangulamento;2;0.23;0.22
AC;Acre;Ambos;2025;Força corporal;6;0.68;0.76
AC;Acre;Ambos;2025;Meios não especificados;2;0.23;0.26
AC;Acre;Homens;2000;Arma de fogo;35;11.83;12.94
AC;Acre;Homens;2000;Arma branca ou objeto contundente;53;17.91;18.7
AC;Acre;Homens;2000;Demais meios especificados;3;1.01;1.37
AC;Acre;Homens;2000;Meios não especificados;2;0.68;1.01
AC;Acre;Homens;2001;Arma de fogo;51;16.73;17.12
AC;Acre;Homens;2001;Arma branca ou objeto contundente;51;16.73;19.19
AC;Acre;Homens;2001;Demais meios especificados;5;1.64;2.4
AC;Acre;Homens;2001;Meios não especificados;2;0.66;1.2
AC;Acre;Homens;2002;Arma de fogo;63;20.07;22.72
AC;Acre;Homens;2002;Arma branca ou objeto contundente;72;22.94;24.04
AC;Acre;Homens;2002;Estrangulamento;1;0.32;0.22
AC;Acre;Homens;2002;Meios não especificados;4;1.27;1.49
AC;Acre;Homens;2003;Arma de fogo;52;16.1;18.31
AC;Acre;Homens;2003;Arma branca ou objeto contundente;74;22.91;27.98
AC;Acre;Homens;2003;Estrangulamento;1;0.31;0.53
AC;Acre;Homens;2003;Meios não especificados;5;1.55;1.58
AC;Acre;Homens;2004;Arma de fogo;42;12.64;14.54
AC;Acre;Homens;2004;Arma branca ou objeto contundente;55;16.56;17.4
AC;Acre;Homens;2004;Estrangulamento;1;0.3;0.21
AC;Acre;Homens;2004;Força corporal;1;0.3;0.28
AC;Acre;Homens;2004;Demais meios especificados;3;0.9;0.75
AC;Acre;Homens;2004;Meios não especificados;2;0.6;0.7
AC;Acre;Homens;2005;Arma de fogo;35;10.25;11.61
AC;Acre;Homens;2005;Arma branca ou objeto contundente;68;19.92;22.79
AC;Acre;Homens;2005;Força corporal;2;0.59;0.56
AC;Acre;Homens;2005;Demais meios especificados;3;0.88;1.69
AC;Acre;Homens;2005;Meios não especificados;2;0.59;1.18
AC;Acre;Homens;2006;Arma de fogo;48;13.69;17.77
AC;Acre;Homens;2006;Arma branca ou objeto contundente;83;23.68;25.14
AC;Acre;Homens;2006;Força corporal;3;0.86;1.15
AC;Acre;Homens;2006;Demais meios especificados;4;1.14;1.12
AC;Acre;Homens;2006;Meios não especificados;5;1.43;2.43
AC;Acre;Homens;2007;Arma de fogo;47;13.07;13.52
AC;Acre;Homens;2007;Arma branca ou objeto contundente;62;17.25;19.23
AC;Acre;Homens;2007;Estrangulamento;2;0.56;0.7
AC;Acre;Homens;2007;Força corporal;1;0.28;0.24
AC;Acre;Homens;2007;Demais meios especificados;4;1.11;1.05
AC;Acre;Homens;2007;Meios não especificados;2;0.56;0.52
AC;Acre;Homens;2008;Arma de fogo;40;10.86;10.74
AC;Acre;Homens;2008;Arma branca ou objeto contundente;68;18.45;19.87
AC;Acre;Homens;2008;Estrangulamento;1;0.27;0.58
AC;Acre;Homens;2008;Força corporal;1;0.27;0.36
AC;Acre;Homens;2008;Demais meios especificados;9;2.44;3.1
AC;Acre;Homens;2008;Meios não especificados;1;0.27;0.14
AC;Acre;Homens;2009;Arma de fogo;59;15.65;17.4
AC;Acre;Homens;2009;Arma branca ou objeto contundente;67;17.78;20.39
AC;Acre;Homens;2009;Estrangulamento;1;0.27;0.22
AC;Acre;Homens;2009;Força corporal;3;0.8;0.83
AC;Acre;Homens;2009;Demais meios especificados;4;1.06;1.28
AC;Acre;Homens;2009;Meios não especificados;3;0.8;0.76
AC;Acre;Homens;2010;Arma de fogo;56;14.58;15.03
AC;Acre;Homens;2010;Arma branca ou objeto contundente;75;19.53;22.11
AC;Acre;Homens;2010;Força corporal;10;2.6;3.67
AC;Acre;Homens;2010;Demais meios especificados;1;0.26;0.26
AC;Acre;Homens;2010;Meios não especificados;4;1.04;1.35
AC;Acre;Homens;2011;Arma de fogo;45;11.52;12.51
AC;Acre;Homens;2011;Arma branca ou objeto contundente;91;23.3;27.23
AC;Acre;Homens;2011;Estrangulamento;1;0.26;0.22
AC;Acre;Homens;2011;Força corporal;1;0.26;0.22
AC;Acre;Homens;2011;Demais meios especificados;7;1.79;2.58
AC;Acre;Homens;2011;Meios não especificados;1;0.26;0.39
AC;Acre;Homens;2012;Arma de fogo;81;20.39;21.09
AC;Acre;Homens;2012;Arma branca ou objeto contundente;96;24.16;25.4
AC;Acre;Homens;2012;Força corporal;5;1.26;2.02
AC;Acre;Homens;2012;Demais meios especificados;7;1.76;2.24
AC;Acre;Homens;2012;Meios não especificados;3;0.76;0.94
AC;Acre;Homens;2013;Arma de fogo;86;21.32;21.66
AC;Acre;Homens;2013;Arma branca ou objeto contundente;101;25.04;27.79
AC;Acre;Homens;2013;Estrangulamento;1;0.25;0.17
AC;Acre;Homens;2013;Força corporal;11;2.73;3.19
AC;Acre;Homens;2013;Demais meios especificados;3;0.74;0.8
AC;Acre;Homens;2014;Arma de fogo;109;26.63;27.25
AC;Acre;Homens;2014;Arma branca ou objeto contundente;90;21.99;22.92
AC;Acre;Homens;2014;Estrangulamento;4;0.98;1.42
AC;Acre;Homens;2014;Força corporal;4;0.98;0.94
AC;Acre;Homens;2014;Demais meios especificados;4;0.98;1.14
AC;Acre;Homens;2014;Meios não especificados;1;0.24;0.28
AC;Acre;Homens;2015;Arma de fogo;111;26.76;26.94
AC;Acre;Homens;2015;Arma branca ou objeto contundente;75;18.08;20.91
AC;Acre;Homens;2015;Estrangulamento;2;0.48;0.89
AC;Acre;Homens;2015;Força corporal;6;1.45;1.69
AC;Acre;Homens;2015;Demais meios especificados;4;0.96;1.28
AC;Acre;Homens;2016;Arma de fogo;215;51.23;50.78
AC;Acre;Homens;2016;Arma branca ou objeto contundente;108;25.73;26.73
AC;Acre;Homens;2016;Estrangulamento;6;1.43;1.73
AC;Acre;Homens;2016;Força corporal;6;1.43;1.66
AC;Acre;Homens;2016;Demais meios especificados;4;0.95;1.24
AC;Acre;Homens;2016;Meios não especificados;1;0.24;0.2
AC;Acre;Homens;2017;Arma de fogo;366;86.37;81.12
AC;Acre;Homens;2017;Arma branca ou objeto contundente;105;24.78;26.47
AC;Acre;Homens;2017;Estrangulamento;5;1.18;1.32
AC;Acre;Homens;2017;Força corporal;5;1.18;1.35
AC;Acre;Homens;2018;Arma de fogo;289;67.65;63.34
AC;Acre;Homens;2018;Arma branca ou objeto contundente;71;16.62;16.65
AC;Acre;Homens;2018;Estrangulamento;4;0.94;0.91
AC;Acre;Homens;2018;Força corporal;9;2.11;2
AC;Acre;Homens;2018;Demais meios especificados;1;0.23;0.42
AC;Acre;Homens;2019;Arma de fogo;205;47.63;45.09
AC;Acre;Homens;2019;Arma branca ou objeto contundente;72;16.73;16.53
AC;Acre;Homens;2019;Estrangulamento;5;1.16;0.96
AC;Acre;Homens;2019;Força corporal;7;1.63;2.24
AC;Acre;Homens;2019;Demais meios especificados;1;0.23;0.19
AC;Acre;Homens;2020;Arma de fogo;211;48.71;45.35
AC;Acre;Homens;2020;Arma branca ou objeto contundente;56;12.93;12.35
AC;Acre;Homens;2020;Estrangulamento;1;0.23;0.37
AC;Acre;Homens;2020;Força corporal;5;1.15;1.38
AC;Acre;Homens;2021;Arma de fogo;112;25.72;24.78
AC;Acre;Homens;2021;Arma branca ou objeto contundente;51;11.71;12.57
AC;Acre;Homens;2021;Estrangulamento;5;1.15;1.35
AC;Acre;Homens;2021;Força corporal;7;1.61;1.93
AC;Acre;Homens;2021;Demais meios especificados;1;0.23;0.25
AC;Acre;Homens;2022;Arma de fogo;132;30.17;28.56
AC;Acre;Homens;2022;Arma branca ou objeto contundente;70;16;16.09
AC;Acre;Homens;2022;Estrangulamento;1;0.23;0.21
AC;Acre;Homens;2022;Força corporal;8;1.83;1.86
AC;Acre;Homens;2022;Demais meios especificados;1;0.23;0.23
AC;Acre;Homens;2022;Meios não especificados;1;0.23;0.27
AC;Acre;Homens;2023;Arma de fogo;124;28.2;26.64
AC;Acre;Homens;2023;Arma branca ou objeto contundente;61;13.88;14.85
AC;Acre;Homens;2023;Força corporal;2;0.45;0.55
AC;Acre;Homens;2023;Demais meios especificados;1;0.23;0.18
AC;Acre;Homens;2023;Meios não especificados;7;1.59;1.75
AC;Acre;Homens;2024;Arma de fogo;102;23.09;22.28
AC;Acre;Homens;2024;Arma branca ou objeto contundente;55;12.45;12.89
AC;Acre;Homens;2024;Estrangulamento;1;0.23;0.2
AC;Acre;Homens;2024;Força corporal;2;0.45;0.61
AC;Acre;Homens;2024;Demais meios especificados;1;0.23;0.2
AC;Acre;Homens;2025;Arma de fogo;95;21.41;20.55
AC;Acre;Homens;2025;Arma branca ou objeto contundente;55;12.4;13.06
AC;Acre;Homens;2025;Estrangulamento;2;0.45;0.45
AC;Acre;Homens;2025;Força corporal;6;1.35;1.53
AC;Acre;Homens;2025;Meios não especificados;2;0.45;0.52
AC;Acre;Mulheres;2000;Arma de fogo;4;1.37;1.83
AC;Acre;Mulheres;2000;Arma branca ou objeto contundente;5;1.72;1.65
AC;Acre;Mulheres;2000;Estrangulamento;1;0.34;0.27
AC;Acre;Mulheres;2000;Demais meios especificados;3;1.03;1.05
AC;Acre;Mulheres;2001;Arma de fogo;3;1;1.34
AC;Acre;Mulheres;2001;Arma branca ou objeto contundente;7;2.33;2.15
AC;Acre;Mulheres;2001;Estrangulamento;1;0.33;0.32
AC;Acre;Mulheres;2001;Demais meios especificados;1;0.33;0.2
AC;Acre;Mulheres;2002;Arma de fogo;3;0.97;1.12
AC;Acre;Mulheres;2002;Arma branca ou objeto contundente;7;2.26;2.45
AC;Acre;Mulheres;2002;Demais meios especificados;1;0.32;0.15
AC;Acre;Mulheres;2003;Arma de fogo;5;1.57;1.22
AC;Acre;Mulheres;2003;Arma branca ou objeto contundente;10;3.14;4.17
AC;Acre;Mulheres;2004;Arma de fogo;7;2.13;2.38
AC;Acre;Mulheres;2004;Arma branca ou objeto contundente;2;0.61;0.47
AC;Acre;Mulheres;2004;Estrangulamento;1;0.3;0.52
AC;Acre;Mulheres;2005;Arma de fogo;1;0.3;0.18
AC;Acre;Mulheres;2005;Arma branca ou objeto contundente;11;3.26;3.53
AC;Acre;Mulheres;2005;Estrangulamento;1;0.3;0.23
AC;Acre;Mulheres;2006;Arma de fogo;2;0.58;0.54
AC;Acre;Mulheres;2006;Arma branca ou objeto contundente;12;3.46;4.45
AC;Acre;Mulheres;2006;Força corporal;1;0.29;0.39
AC;Acre;Mulheres;2007;Arma de fogo;4;1.12;0.85
AC;Acre;Mulheres;2007;Arma branca ou objeto contundente;12;3.37;4.77
AC;Acre;Mulheres;2007;Demais meios especificados;1;0.28;0.14
AC;Acre;Mulheres;2008;Arma branca ou objeto contundente;11;3.01;3.19
AC;Acre;Mulheres;2008;Estrangulamento;1;0.27;0.17
AC;Acre;Mulheres;2008;Demais meios especificados;1;0.27;0.42
AC;Acre;Mulheres;2009;Arma de fogo;2;0.54;0.3
AC;Acre;Mulheres;2009;Arma branca ou objeto contundente;13;3.48;4.26
AC;Acre;Mulheres;2009;Meios não especificados;1;0.27;0.23
AC;Acre;Mulheres;2010;Arma de fogo;7;1.84;1.53
AC;Acre;Mulheres;2010;Arma branca ou objeto contundente;12;3.15;3.25
AC;Acre;Mulheres;2011;Arma de fogo;5;1.29;1.5
AC;Acre;Mulheres;2011;Arma branca ou objeto contundente;12;3.09;3.47
AC;Acre;Mulheres;2011;Estrangulamento;1;0.26;0.32
AC;Acre;Mulheres;2012;Arma de fogo;4;1.01;1.05
AC;Acre;Mulheres;2012;Arma branca ou objeto contundente;10;2.54;2.47
AC;Acre;Mulheres;2012;Estrangulamento;1;0.25;0.22
AC;Acre;Mulheres;2012;Força corporal;1;0.25;0.15
AC;Acre;Mulheres;2013;Arma de fogo;9;2.25;2.15
AC;Acre;Mulheres;2013;Arma branca ou objeto contundente;18;4.49;4.92
AC;Acre;Mulheres;2013;Estrangulamento;2;0.5;0.32
AC;Acre;Mulheres;2013;Demais meios especificados;2;0.5;0.74
AC;Acre;Mulheres;2013;Meios não especificados;1;0.25;0.29
AC;Acre;Mulheres;2014;Arma de fogo;6;1.48;1.65
AC;Acre;Mulheres;2014;Arma branca ou objeto contundente;14;3.45;3.43
