Território;Nome do território;Sexo;Ano;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.);População
SP;São Paulo;Mulheres;2001;95321;482.78;659.53;19744377
SP;São Paulo;Mulheres;2002;97308;486.47;652.29;20002981
SP;São Paulo;Mulheres;2003;98943;488.49;641.73;20254737
SP;São Paulo;Mulheres;2004;102150;498.26;640.21;20501150
SP;São Paulo;Mulheres;2005;100003;482.09;603.45;20743487
SP;São Paulo;Mulheres;2006;104724;499.15;610.16;20980355
SP;São Paulo;Mulheres;2007;106003;499.8;596.37;21209266
SP;São Paulo;Mulheres;2008;108114;504.4;587.56;21434168
SP;São Paulo;Mulheres;2009;112215;518.21;588.34;21654464
SP;São Paulo;Mulheres;2010;116678;534.04;592.67;21848232
SP;São Paulo;Mulheres;2011;120111;545.35;589.97;22024547
SP;São Paulo;Mulheres;2012;120053;540.56;570.52;22209068
SP;São Paulo;Mulheres;2013;123306;550.63;568.01;22393620
SP;São Paulo;Mulheres;2014;126910;562.17;565.85;22575166
SP;São Paulo;Mulheres;2015;130606;574.02;564.79;22752733
SP;São Paulo;Mulheres;2016;134837;588.43;565.75;22914734
SP;São Paulo;Mulheres;2017;136154;590.42;554.17;23060672
SP;São Paulo;Mulheres;2018;137050;590.88;541.24;23194258
SP;São Paulo;Mulheres;2019;141463;606.52;542.04;23323724
SP;São Paulo;Mulheres;2020;158317;675.35;591.09;23442278
SP;São Paulo;Mulheres;2021;195970;833.15;719.91;23521497
SP;São Paulo;Mulheres;2022;164875;699.26;586.05;23578663
SP;São Paulo;Mulheres;2023;156527;661.97;543.26;23645504
SP;São Paulo;Mulheres;2024;165283;696.95;557.09;23715051
SP;São Paulo;Mulheres;2025;165723;696.97;540.86;23777654
TO;Tocantins;Ambos;2000;4373;366.93;577.35;1191784
TO;Tocantins;Ambos;2001;4797;394.63;626.38;1215566
TO;Tocantins;Ambos;2002;4820;389.24;624.47;1238303
TO;Tocantins;Ambos;2003;4970;394.38;628.2;1260206
TO;Tocantins;Ambos;2004;5140;401.09;637.1;1281514
TO;Tocantins;Ambos;2005;5055;388.14;609.97;1302370
TO;Tocantins;Ambos;2006;5120;386.78;599.31;1323739
TO;Tocantins;Ambos;2007;5604;417.07;638.02;1343650
TO;Tocantins;Ambos;2008;5878;431.42;655.68;1362487
TO;Tocantins;Ambos;2009;6084;440.6;657.51;1380854
TO;Tocantins;Ambos;2010;6479;463.94;676.79;1396508
TO;Tocantins;Ambos;2011;6659;471.99;677.23;1410841
TO;Tocantins;Ambos;2012;6642;465.77;662.14;1426020
TO;Tocantins;Ambos;2013;6871;476.81;663.33;1441047
TO;Tocantins;Ambos;2014;7127;489.42;665;1456210
TO;Tocantins;Ambos;2015;7402;503.05;667.26;1471416
TO;Tocantins;Ambos;2016;7490;504.24;653.42;1485416
TO;Tocantins;Ambos;2017;8052;537.32;684.79;1498537
TO;Tocantins;Ambos;2018;7795;515.64;639.96;1511702
TO;Tocantins;Ambos;2019;8021;525.92;642.06;1525148
TO;Tocantins;Ambos;2020;9271;602.84;726.11;1537886
TO;Tocantins;Ambos;2021;11514;743.55;880.72;1548514
TO;Tocantins;Ambos;2022;9370;601.57;696.63;1557580
TO;Tocantins;Ambos;2023;8912;568.66;643.39;1567191
TO;Tocantins;Ambos;2024;9427;597.65;661.69;1577342
TO;Tocantins;Ambos;2025;9553;602.01;651.08;1586859
TO;Tocantins;Homens;2000;2586;425.09;641.42;608348
TO;Tocantins;Homens;2001;2856;460.45;702.18;620258
TO;Tocantins;Homens;2002;2861;452.97;696.8;631604
TO;Tocantins;Homens;2003;3016;469.41;722.58;642506
TO;Tocantins;Homens;2004;3082;471.91;720.22;653087
TO;Tocantins;Homens;2005;3044;458.85;691.71;663399
TO;Tocantins;Homens;2006;3111;461.64;681.58;673899
TO;Tocantins;Homens;2007;3423;500.72;738.16;683619
TO;Tocantins;Homens;2008;3614;521.7;762.72;692740
TO;Tocantins;Homens;2009;3729;531.54;762.28;701547
TO;Tocantins;Homens;2010;4052;571.39;807.16;709151
TO;Tocantins;Homens;2011;4100;572.5;796.31;716158
TO;Tocantins;Homens;2012;4041;558.54;769.34;723489
TO;Tocantins;Homens;2013;4251;581.72;785.24;730768
TO;Tocantins;Homens;2014;4397;595.71;789.1;738108
TO;Tocantins;Homens;2015;4465;598.95;772.04;745470
TO;Tocantins;Homens;2016;4667;620.46;782.53;752180
TO;Tocantins;Homens;2017;4946;652.16;815.71;758402
TO;Tocantins;Homens;2018;4807;628.66;766.4;764638
TO;Tocantins;Homens;2019;4923;638.54;770.06;770981
TO;Tocantins;Homens;2020;5789;745.25;891.44;776785
TO;Tocantins;Homens;2021;7005;896.57;1059.57;781310
TO;Tocantins;Homens;2022;5730;729.85;844.09;785091
TO;Tocantins;Homens;2023;5453;690.86;782.82;789304
TO;Tocantins;Homens;2024;5735;722.46;805.43;793820
TO;Tocantins;Homens;2025;5793;725.93;792.45;798011
TO;Tocantins;Mulheres;2000;1786;306.12;507.95;583436
TO;Tocantins;Mulheres;2001;1938;325.55;543.05;595308
TO;Tocantins;Mulheres;2002;1952;321.74;545.6;606699
TO;Tocantins;Mulheres;2003;1952;316.01;526.13;617700
TO;Tocantins;Mulheres;2004;2058;327.48;547.05;628427
TO;Tocantins;Mulheres;2005;2005;313.79;520.55;638971
TO;Tocantins;Mulheres;2006;2008;309;511.5;649840
TO;Tocantins;Mulheres;2007;2178;329.98;531.03;660031
TO;Tocantins;Mulheres;2008;2256;336.84;541.18;669747
TO;Tocantins;Mulheres;2009;2351;346.09;546.13;679307
TO;Tocantins;Mulheres;2010;2426;352.95;539;687357
TO;Tocantins;Mulheres;2011;2554;367.65;551.5;694683
TO;Tocantins;Mulheres;2012;2592;368.95;549.63;702531
TO;Tocantins;Mulheres;2013;2609;367.32;535.24;710279
TO;Tocantins;Mulheres;2014;2715;378.08;535.75;718102
TO;Tocantins;Mulheres;2015;2932;403.89;559.01;725946
TO;Tocantins;Mulheres;2016;2816;384.05;520.05;733236
TO;Tocantins;Mulheres;2017;3100;418.84;549.62;740135
TO;Tocantins;Mulheres;2018;2981;399.03;510.24;747064
TO;Tocantins;Mulheres;2019;3086;409.19;510.5;754167
TO;Tocantins;Mulheres;2020;3472;456.18;556.92;761101
TO;Tocantins;Mulheres;2021;4502;586.81;699.32;767204
TO;Tocantins;Mulheres;2022;3636;470.69;547.88;772489
TO;Tocantins;Mulheres;2023;3459;444.67;503.36;777887
TO;Tocantins;Mulheres;2024;3686;470.44;517.9;783522
TO;Tocantins;Mulheres;2025;3754;475.88;509.76;788848
