Território;Nome do território;Sexo;Ano;Subgrupo detalhado;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
PE;Pernambuco;Ambos;2024;Órgãos digestivos;3289;34.48;34.39
PE;Pernambuco;Ambos;2024;"Pulmão, traqueia e brônquios";1189;12.46;12.48
PE;Pernambuco;Ambos;2024;Mama feminina;911;9.55;9.57
PE;Pernambuco;Ambos;2024;Próstata;888;9.31;9.16
PE;Pernambuco;Ambos;2024;Colo de útero;442;4.63;4.66
PE;Pernambuco;Ambos;2024;Demais localizações;3953;41.44;41.4
PE;Pernambuco;Ambos;2024;Isquêmicas do coração;6678;70.01;69.54
PE;Pernambuco;Ambos;2024;Cerebrovasculares;4878;51.14;50.51
PE;Pernambuco;Ambos;2024;Demais cardiovasculares;7177;75.24;74.24
PE;Pernambuco;Ambos;2024;Vias aéreas superiores;40;0.419;0.211
PE;Pernambuco;Ambos;2024;Crônicas das vias aéreas inferiores;4938;51.766;25.554
PE;Pernambuco;Ambos;2024;Pulmonares por agentes externos;988;10.357;5.076
PE;Pernambuco;Ambos;2024;Interstício pulmonar;278;2.914;1.455
PE;Pernambuco;Ambos;2024;Necróticas e supurativas;130;1.363;0.685
PE;Pernambuco;Ambos;2024;Pleura;186;1.95;0.967
PE;Pernambuco;Ambos;2024;Outras do aparelho respiratório;3808;39.92;19.733
PE;Pernambuco;Ambos;2025;Órgãos digestivos;3350;35.03;34.05
PE;Pernambuco;Ambos;2025;"Pulmão, traqueia e brônquios";1191;12.46;12.08
PE;Pernambuco;Ambos;2025;Mama feminina;920;9.62;9.42
PE;Pernambuco;Ambos;2025;Próstata;930;9.73;9.23
PE;Pernambuco;Ambos;2025;Colo de útero;380;3.97;3.92
PE;Pernambuco;Ambos;2025;Demais localizações;3913;40.92;39.9
PE;Pernambuco;Ambos;2025;Isquêmicas do coração;6323;66.13;63.85
PE;Pernambuco;Ambos;2025;Cerebrovasculares;4784;50.03;48.04
PE;Pernambuco;Ambos;2025;Demais cardiovasculares;6991;73.11;70.08
PE;Pernambuco;Ambos;2025;Vias aéreas superiores;36;0.376;0.191
PE;Pernambuco;Ambos;2025;Crônicas das vias aéreas inferiores;5042;52.73;25.299
PE;Pernambuco;Ambos;2025;Pulmonares por agentes externos;1110;11.608;5.541
PE;Pernambuco;Ambos;2025;Interstício pulmonar;366;3.828;1.86
PE;Pernambuco;Ambos;2025;Necróticas e supurativas;138;1.443;0.714
PE;Pernambuco;Ambos;2025;Pleura;154;1.611;0.787
PE;Pernambuco;Ambos;2025;Outras do aparelho respiratório;3462;36.206;17.401
PE;Pernambuco;Homens;2000;Órgãos digestivos;578;14.74;25.76
PE;Pernambuco;Homens;2000;"Pulmão, traqueia e brônquios";311;7.93;14.1
PE;Pernambuco;Homens;2000;Mama feminina;2;0.05;0.1
PE;Pernambuco;Homens;2000;Próstata;346;8.82;16.01
PE;Pernambuco;Homens;2000;Demais localizações;908;23.16;36.6
PE;Pernambuco;Homens;2000;Isquêmicas do coração;2108;53.76;93.69
PE;Pernambuco;Homens;2000;Cerebrovasculares;2033;51.85;90.94
PE;Pernambuco;Homens;2000;Demais cardiovasculares;2206;56.26;96.31
PE;Pernambuco;Homens;2000;Vias aéreas superiores;3;0.077;0.11
PE;Pernambuco;Homens;2000;Crônicas das vias aéreas inferiores;505;12.88;22.702
PE;Pernambuco;Homens;2000;Pulmonares por agentes externos;39;0.995;1.482
PE;Pernambuco;Homens;2000;Interstício pulmonar;75;1.913;2.976
PE;Pernambuco;Homens;2000;Necróticas e supurativas;21;0.536;0.838
PE;Pernambuco;Homens;2000;Pleura;21;0.536;0.742
PE;Pernambuco;Homens;2000;Outras do aparelho respiratório;593;15.124;24.359
PE;Pernambuco;Homens;2001;Órgãos digestivos;625;15.77;27.24
PE;Pernambuco;Homens;2001;"Pulmão, traqueia e brônquios";276;6.97;12.26
PE;Pernambuco;Homens;2001;Mama feminina;2;0.05;0.09
PE;Pernambuco;Homens;2001;Próstata;294;7.42;13.27
PE;Pernambuco;Homens;2001;Demais localizações;923;23.3;36.98
PE;Pernambuco;Homens;2001;Isquêmicas do coração;2238;56.48;97.94
PE;Pernambuco;Homens;2001;Cerebrovasculares;2116;53.41;93.22
PE;Pernambuco;Homens;2001;Demais cardiovasculares;2141;54.04;91.2
PE;Pernambuco;Homens;2001;Vias aéreas superiores;4;0.101;0.132
PE;Pernambuco;Homens;2001;Crônicas das vias aéreas inferiores;502;12.67;21.948
PE;Pernambuco;Homens;2001;Pulmonares por agentes externos;43;1.085;1.54
PE;Pernambuco;Homens;2001;Interstício pulmonar;77;1.943;3.111
PE;Pernambuco;Homens;2001;Necróticas e supurativas;29;0.732;1.079
PE;Pernambuco;Homens;2001;Pleura;34;0.858;1.253
PE;Pernambuco;Homens;2001;Outras do aparelho respiratório;576;14.538;23.53
PE;Pernambuco;Homens;2002;Órgãos digestivos;759;18.96;32.53
PE;Pernambuco;Homens;2002;"Pulmão, traqueia e brônquios";296;7.4;12.82
PE;Pernambuco;Homens;2002;Mama feminina;5;0.12;0.22
PE;Pernambuco;Homens;2002;Próstata;383;9.57;17.03
PE;Pernambuco;Homens;2002;Demais localizações;934;23.33;36.85
PE;Pernambuco;Homens;2002;Isquêmicas do coração;2292;57.26;98.57
PE;Pernambuco;Homens;2002;Cerebrovasculares;2158;53.91;93.04
PE;Pernambuco;Homens;2002;Demais cardiovasculares;2208;55.16;92.66
PE;Pernambuco;Homens;2002;Vias aéreas superiores;5;0.125;0.183
PE;Pernambuco;Homens;2002;Crônicas das vias aéreas inferiores;544;13.591;23.385
PE;Pernambuco;Homens;2002;Pulmonares por agentes externos;37;0.924;1.467
PE;Pernambuco;Homens;2002;Interstício pulmonar;65;1.624;2.605
PE;Pernambuco;Homens;2002;Necróticas e supurativas;21;0.525;0.824
PE;Pernambuco;Homens;2002;Pleura;20;0.5;0.844
PE;Pernambuco;Homens;2002;Outras do aparelho respiratório;653;16.314;26.524
PE;Pernambuco;Homens;2003;Órgãos digestivos;737;18.23;30.84
PE;Pernambuco;Homens;2003;"Pulmão, traqueia e brônquios";287;7.1;12.28
PE;Pernambuco;Homens;2003;Mama feminina;3;0.07;0.1
PE;Pernambuco;Homens;2003;Próstata;420;10.39;18.33
PE;Pernambuco;Homens;2003;Demais localizações;1036;25.63;40.06
PE;Pernambuco;Homens;2003;Isquêmicas do coração;2404;59.47;101.18
PE;Pernambuco;Homens;2003;Cerebrovasculares;2190;54.18;92.49
PE;Pernambuco;Homens;2003;Demais cardiovasculares;2258;55.86;93
PE;Pernambuco;Homens;2003;Vias aéreas superiores;3;0.074;0.074
PE;Pernambuco;Homens;2003;Crônicas das vias aéreas inferiores;619;15.313;26.295
PE;Pernambuco;Homens;2003;Pulmonares por agentes externos;34;0.841;1.192
PE;Pernambuco;Homens;2003;Interstício pulmonar;50;1.237;1.97
PE;Pernambuco;Homens;2003;Necróticas e supurativas;19;0.47;0.66
PE;Pernambuco;Homens;2003;Pleura;29;0.717;1.005
PE;Pernambuco;Homens;2003;Outras do aparelho respiratório;609;15.065;24.534
PE;Pernambuco;Homens;2004;Órgãos digestivos;774;18.96;31.84
PE;Pernambuco;Homens;2004;"Pulmão, traqueia e brônquios";349;8.55;14.39
PE;Pernambuco;Homens;2004;Mama feminina;4;0.1;0.17
PE;Pernambuco;Homens;2004;Próstata;484;11.86;20.69
PE;Pernambuco;Homens;2004;Demais localizações;1084;26.56;41.06
PE;Pernambuco;Homens;2004;Isquêmicas do coração;2524;61.84;104.04
PE;Pernambuco;Homens;2004;Cerebrovasculares;2224;54.49;92.39
PE;Pernambuco;Homens;2004;Demais cardiovasculares;2654;65.02;107.89
PE;Pernambuco;Homens;2004;Vias aéreas superiores;7;0.172;0.21
PE;Pernambuco;Homens;2004;Crônicas das vias aéreas inferiores;711;17.42;29.735
PE;Pernambuco;Homens;2004;Pulmonares por agentes externos;53;1.299;1.947
PE;Pernambuco;Homens;2004;Interstício pulmonar;71;1.74;2.765
PE;Pernambuco;Homens;2004;Necróticas e supurativas;21;0.515;0.821
PE;Pernambuco;Homens;2004;Pleura;13;0.319;0.437
PE;Pernambuco;Homens;2004;Outras do aparelho respiratório;438;10.731;16.748
PE;Pernambuco;Homens;2005;Órgãos digestivos;846;20.53;34.03
PE;Pernambuco;Homens;2005;"Pulmão, traqueia e brônquios";367;8.91;15.02
PE;Pernambuco;Homens;2005;Mama feminina;1;0.02;0.04
PE;Pernambuco;Homens;2005;Próstata;505;12.26;21.22
PE;Pernambuco;Homens;2005;Demais localizações;1184;28.74;44.39
PE;Pernambuco;Homens;2005;Isquêmicas do coração;2619;63.57;105.13
PE;Pernambuco;Homens;2005;Cerebrovasculares;2389;57.98;97.18
PE;Pernambuco;Homens;2005;Demais cardiovasculares;2733;66.33;107.97
PE;Pernambuco;Homens;2005;Vias aéreas superiores;12;0.291;0.174
PE;Pernambuco;Homens;2005;Crônicas das vias aéreas inferiores;1464;35.534;29.517
PE;Pernambuco;Homens;2005;Pulmonares por agentes externos;70;1.699;1.17
PE;Pernambuco;Homens;2005;Interstício pulmonar;140;3.398;2.553
PE;Pernambuco;Homens;2005;Necróticas e supurativas;20;0.485;0.348
PE;Pernambuco;Homens;2005;Pleura;30;0.728;0.523
PE;Pernambuco;Homens;2005;Outras do aparelho respiratório;908;22.039;17.035
PE;Pernambuco;Homens;2006;Órgãos digestivos;945;22.73;37.18
PE;Pernambuco;Homens;2006;"Pulmão, traqueia e brônquios";393;9.45;15.65
PE;Pernambuco;Homens;2006;Mama feminina;3;0.07;0.12
PE;Pernambuco;Homens;2006;Próstata;578;13.9;23.67
PE;Pernambuco;Homens;2006;Demais localizações;1277;30.72;46.54
PE;Pernambuco;Homens;2006;Isquêmicas do coração;2856;68.7;112.46
PE;Pernambuco;Homens;2006;Cerebrovasculares;2551;61.36;101.5
PE;Pernambuco;Homens;2006;Demais cardiovasculares;2771;66.65;107.77
PE;Pernambuco;Homens;2006;Vias aéreas superiores;12;0.289;0.136
PE;Pernambuco;Homens;2006;Crônicas das vias aéreas inferiores;1762;42.383;34.877
PE;Pernambuco;Homens;2006;Pulmonares por agentes externos;76;1.828;1.251
PE;Pernambuco;Homens;2006;Interstício pulmonar;164;3.945;2.948
PE;Pernambuco;Homens;2006;Necróticas e supurativas;42;1.01;0.719
PE;Pernambuco;Homens;2006;Pleura;34;0.818;0.64
PE;Pernambuco;Homens;2006;Outras do aparelho respiratório;778;18.714;14.501
PE;Pernambuco;Homens;2007;Órgãos digestivos;990;23.61;37.77
PE;Pernambuco;Homens;2007;"Pulmão, traqueia e brônquios";378;9.02;14.63
PE;Pernambuco;Homens;2007;Mama feminina;1;0.02;0.04
PE;Pernambuco;Homens;2007;Próstata;572;13.64;22.92
PE;Pernambuco;Homens;2007;Demais localizações;1357;32.37;48.89
PE;Pernambuco;Homens;2007;Isquêmicas do coração;2965;70.72;113.43
PE;Pernambuco;Homens;2007;Cerebrovasculares;2539;60.56;98.55
PE;Pernambuco;Homens;2007;Demais cardiovasculares;3026;72.18;114.05
PE;Pernambuco;Homens;2007;Vias aéreas superiores;6;0.143;0.158
PE;Pernambuco;Homens;2007;Crônicas das vias aéreas inferiores;938;22.374;36.652
PE;Pernambuco;Homens;2007;Pulmonares por agentes externos;32;0.763;1.154
PE;Pernambuco;Homens;2007;Interstício pulmonar;67;1.598;2.405
PE;Pernambuco;Homens;2007;Necróticas e supurativas;30;0.716;0.994
PE;Pernambuco;Homens;2007;Pleura;16;0.382;0.579
PE;Pernambuco;Homens;2007;Outras do aparelho respiratório;504;12.022;18.761
PE;Pernambuco;Homens;2008;Órgãos digestivos;1042;24.65;39.12
PE;Pernambuco;Homens;2008;"Pulmão, traqueia e brônquios";409;9.68;15.58
PE;Pernambuco;Homens;2008;Mama feminina;6;0.14;0.23
PE;Pernambuco;Homens;2008;Próstata;581;13.75;22.78
PE;Pernambuco;Homens;2008;Demais localizações;1276;30.19;44.83
PE;Pernambuco;Homens;2008;Isquêmicas do coração;3188;75.42;119.27
PE;Pernambuco;Homens;2008;Cerebrovasculares;2497;59.07;95.04
PE;Pernambuco;Homens;2008;Demais cardiovasculares;2870;67.9;105.8
PE;Pernambuco;Homens;2008;Vias aéreas superiores;7;0.166;0.214
PE;Pernambuco;Homens;2008;Crônicas das vias aéreas inferiores;853;20.18;32.441
PE;Pernambuco;Homens;2008;Pulmonares por agentes externos;47;1.112;1.608
PE;Pernambuco;Homens;2008;Interstício pulmonar;79;1.869;2.67
PE;Pernambuco;Homens;2008;Necróticas e supurativas;30;0.71;1.011
PE;Pernambuco;Homens;2008;Pleura;28;0.662;0.988
PE;Pernambuco;Homens;2008;Outras do aparelho respiratório;556;13.154;20.525
PE;Pernambuco;Homens;2009;Órgãos digestivos;1016;23.84;37.17
PE;Pernambuco;Homens;2009;"Pulmão, traqueia e brônquios";369;8.66;13.58
PE;Pernambuco;Homens;2009;Mama feminina;6;0.14;0.22
PE;Pernambuco;Homens;2009;Próstata;652;15.3;25.02
PE;Pernambuco;Homens;2009;Demais localizações;1361;31.94;46.47
PE;Pernambuco;Homens;2009;Isquêmicas do coração;3436;80.64;125.29
PE;Pernambuco;Homens;2009;Cerebrovasculares;2349;55.13;86.82
PE;Pernambuco;Homens;2009;Demais cardiovasculares;2790;65.48;101.17
PE;Pernambuco;Homens;2009;Vias aéreas superiores;3;0.07;0.086
PE;Pernambuco;Homens;2009;Crônicas das vias aéreas inferiores;852;19.995;31.785
PE;Pernambuco;Homens;2009;Pulmonares por agentes externos;42;0.986;1.343
PE;Pernambuco;Homens;2009;Interstício pulmonar;65;1.525;2.106
PE;Pernambuco;Homens;2009;Necróticas e supurativas;46;1.08;1.332
PE;Pernambuco;Homens;2009;Pleura;25;0.587;0.863
PE;Pernambuco;Homens;2009;Outras do aparelho respiratório;670;15.724;23.859
PE;Pernambuco;Homens;2010;Órgãos digestivos;1095;25.53;39.09
PE;Pernambuco;Homens;2010;"Pulmão, traqueia e brônquios";442;10.3;16.04
PE;Pernambuco;Homens;2010;Mama feminina;5;0.12;0.18
PE;Pernambuco;Homens;2010;Próstata;595;13.87;22.32
PE;Pernambuco;Homens;2010;Demais localizações;1355;31.59;45.58
PE;Pernambuco;Homens;2010;Isquêmicas do coração;3402;79.31;120.82
PE;Pernambuco;Homens;2010;Cerebrovasculares;2422;56.46;87.43
PE;Pernambuco;Homens;2010;Demais cardiovasculares;2704;63.04;95.42
PE;Pernambuco;Homens;2010;Vias aéreas superiores;7;0.163;0.219
PE;Pernambuco;Homens;2010;Crônicas das vias aéreas inferiores;958;22.333;35.028
PE;Pernambuco;Homens;2010;Pulmonares por agentes externos;64;1.492;2.241
PE;Pernambuco;Homens;2010;Interstício pulmonar;64;1.492;2.059
PE;Pernambuco;Homens;2010;Necróticas e supurativas;32;0.746;0.971
PE;Pernambuco;Homens;2010;Pleura;23;0.536;0.814
PE;Pernambuco;Homens;2010;Outras do aparelho respiratório;730;17.018;25.825
PE;Pernambuco;Homens;2011;Órgãos digestivos;1109;25.7;38.61
PE;Pernambuco;Homens;2011;"Pulmão, traqueia e brônquios";444;10.29;15.61
PE;Pernambuco;Homens;2011;Mama feminina;10;0.23;0.33
PE;Pernambuco;Homens;2011;Próstata;680;15.76;24.91
PE;Pernambuco;Homens;2011;Demais localizações;1457;33.77;48.32
PE;Pernambuco;Homens;2011;Isquêmicas do coração;3675;85.17;126.94
PE;Pernambuco;Homens;2011;Cerebrovasculares;2573;59.63;91.02
PE;Pernambuco;Homens;2011;Demais cardiovasculares;2664;61.74;92.32
PE;Pernambuco;Homens;2011;Vias aéreas superiores;14;0.324;0.177
PE;Pernambuco;Homens;2011;Crônicas das vias aéreas inferiores;1978;45.843;35.257
PE;Pernambuco;Homens;2011;Pulmonares por agentes externos;186;4.311;2.995
PE;Pernambuco;Homens;2011;Interstício pulmonar;154;3.569;2.399
PE;Pernambuco;Homens;2011;Necróticas e supurativas;86;1.993;1.292
PE;Pernambuco;Homens;2011;Pleura;46;1.066;0.697
PE;Pernambuco;Homens;2011;Outras do aparelho respiratório;1708;39.586;29.758
PE;Pernambuco;Homens;2012;Órgãos digestivos;1125;25.91;38.05
PE;Pernambuco;Homens;2012;"Pulmão, traqueia e brônquios";475;10.94;16.3
PE;Pernambuco;Homens;2012;Mama feminina;5;0.12;0.17
PE;Pernambuco;Homens;2012;Próstata;643;14.81;23.06
PE;Pernambuco;Homens;2012;Demais localizações;1493;34.38;47.81
PE;Pernambuco;Homens;2012;Isquêmicas do coração;3508;80.79;118.78
PE;Pernambuco;Homens;2012;Cerebrovasculares;2542;58.54;87.68
PE;Pernambuco;Homens;2012;Demais cardiovasculares;2664;61.35;89.77
PE;Pernambuco;Homens;2012;Vias aéreas superiores;8;0.184;0.111
PE;Pernambuco;Homens;2012;Crônicas das vias aéreas inferiores;1774;40.855;30.503
PE;Pernambuco;Homens;2012;Pulmonares por agentes externos;232;5.343;3.674
PE;Pernambuco;Homens;2012;Interstício pulmonar;112;2.579;1.759
PE;Pernambuco;Homens;2012;Necróticas e supurativas;102;2.349;1.549
PE;Pernambuco;Homens;2012;Pleura;44;1.013;0.651
PE;Pernambuco;Homens;2012;Outras do aparelho respiratório;1712;39.427;28.65
PE;Pernambuco;Homens;2013;Órgãos digestivos;1226;28.05;40.42
PE;Pernambuco;Homens;2013;"Pulmão, traqueia e brônquios";530;12.13;17.69
PE;Pernambuco;Homens;2013;Mama feminina;11;0.25;0.38
PE;Pernambuco;Homens;2013;Próstata;656;15.01;22.95
PE;Pernambuco;Homens;2013;Demais localizações;1463;33.47;45.49
PE;Pernambuco;Homens;2013;Isquêmicas do coração;3505;80.2;115.51
PE;Pernambuco;Homens;2013;Cerebrovasculares;2419;55.35;81.51
PE;Pernambuco;Homens;2013;Demais cardiovasculares;2895;66.24;95.65
PE;Pernambuco;Homens;2013;Vias aéreas superiores;2;0.046;0.055
PE;Pernambuco;Homens;2013;Crônicas das vias aéreas inferiores;919;21.027;31.588
PE;Pernambuco;Homens;2013;Pulmonares por agentes externos;130;2.974;4.2
PE;Pernambuco;Homens;2013;Interstício pulmonar;62;1.419;1.916
PE;Pernambuco;Homens;2013;Necróticas e supurativas;31;0.709;0.925
PE;Pernambuco;Homens;2013;Pleura;20;0.458;0.605
PE;Pernambuco;Homens;2013;Outras do aparelho respiratório;1067;24.413;35.508
PE;Pernambuco;Homens;2014;Órgãos digestivos;1264;28.74;40.57
PE;Pernambuco;Homens;2014;"Pulmão, traqueia e brônquios";512;11.64;16.63
PE;Pernambuco;Homens;2014;Mama feminina;9;0.2;0.29
PE;Pernambuco;Homens;2014;Próstata;694;15.78;23.59
PE;Pernambuco;Homens;2014;Demais localizações;1544;35.1;47.58
PE;Pernambuco;Homens;2014;Isquêmicas do coração;3488;79.29;112.57
PE;Pernambuco;Homens;2014;Cerebrovasculares;2429;55.22;79.66
PE;Pernambuco;Homens;2014;Demais cardiovasculares;2755;62.63;88.31
PE;Pernambuco;Homens;2014;Vias aéreas superiores;3;0.068;0.062
PE;Pernambuco;Homens;2014;Crônicas das vias aéreas inferiores;850;19.323;28.606
PE;Pernambuco;Homens;2014;Pulmonares por agentes externos;105;2.387;3.367
PE;Pernambuco;Homens;2014;Interstício pulmonar;79;1.796;2.404
PE;Pernambuco;Homens;2014;Necróticas e supurativas;36;0.818;1.041
PE;Pernambuco;Homens;2014;Pleura;20;0.455;0.608
PE;Pernambuco;Homens;2014;Outras do aparelho respiratório;1043;23.711;34.114
PE;Pernambuco;Homens;2015;Órgãos digestivos;1378;31.12;43.13
PE;Pernambuco;Homens;2015;"Pulmão, traqueia e brônquios";519;11.72;16.55
PE;Pernambuco;Homens;2015;Mama feminina;12;0.27;0.37
PE;Pernambuco;Homens;2015;Próstata;721;16.29;23.96
PE;Pernambuco;Homens;2015;Demais localizações;1593;35.98;47.74
PE;Pernambuco;Homens;2015;Isquêmicas do coração;3624;81.86;113.74
PE;Pernambuco;Homens;2015;Cerebrovasculares;2589;58.48;82.56
PE;Pernambuco;Homens;2015;Demais cardiovasculares;2857;64.53;89.31
PE;Pernambuco;Homens;2015;Vias aéreas superiores;20;0.452;0.269
PE;Pernambuco;Homens;2015;Crônicas das vias aéreas inferiores;1930;43.593;30.029
PE;Pernambuco;Homens;2015;Pulmonares por agentes externos;206;4.653;3.034
PE;Pernambuco;Homens;2015;Interstício pulmonar;150;3.388;2.122
PE;Pernambuco;Homens;2015;Necróticas e supurativas;64;1.446;0.856
PE;Pernambuco;Homens;2015;Pleura;50;1.129;0.704
PE;Pernambuco;Homens;2015;Outras do aparelho respiratório;2446;55.248;37.234
PE;Pernambuco;Homens;2016;Órgãos digestivos;1433;32.19;43.4
PE;Pernambuco;Homens;2016;"Pulmão, traqueia e brônquios";492;11.05;15.17
PE;Pernambuco;Homens;2016;Mama feminina;5;0.11;0.14
PE;Pernambuco;Homens;2016;Próstata;709;15.93;22.94
PE;Pernambuco;Homens;2016;Demais localizações;1625;36.51;47.52
PE;Pernambuco;Homens;2016;Isquêmicas do coração;3911;87.86;119.4
PE;Pernambuco;Homens;2016;Cerebrovasculares;2523;56.68;78.44
PE;Pernambuco;Homens;2016;Demais cardiovasculares;3204;71.98;98.46
PE;Pernambuco;Homens;2016;Vias aéreas superiores;10;0.225;0.132
PE;Pernambuco;Homens;2016;Crônicas das vias aéreas inferiores;2130;47.852;32.244
PE;Pernambuco;Homens;2016;Pulmonares por agentes externos;256;5.751;3.662
PE;Pernambuco;Homens;2016;Interstício pulmonar;140;3.145;1.956
PE;Pernambuco;Homens;2016;Necróticas e supurativas;84;1.887;1.098
PE;Pernambuco;Homens;2016;Pleura;56;1.258;0.774
PE;Pernambuco;Homens;2016;Outras do aparelho respiratório;2326;52.255;34.712
PE;Pernambuco;Homens;2017;Órgãos digestivos;1377;30.8;40.7
PE;Pernambuco;Homens;2017;"Pulmão, traqueia e brônquios";492;11;14.74
PE;Pernambuco;Homens;2017;Mama feminina;8;0.18;0.25
PE;Pernambuco;Homens;2017;Próstata;741;16.57;23.29
PE;Pernambuco;Homens;2017;Demais localizações;1651;36.93;47.24
PE;Pernambuco;Homens;2017;Isquêmicas do coração;3779;84.52;112.45
PE;Pernambuco;Homens;2017;Cerebrovasculares;2541;56.83;76.83
PE;Pernambuco;Homens;2017;Demais cardiovasculares;3008;67.28;89.51
PE;Pernambuco;Homens;2017;Vias aéreas superiores;16;0.358;0.211
PE;Pernambuco;Homens;2017;Crônicas das vias aéreas inferiores;2006;44.866;29.792
PE;Pernambuco;Homens;2017;Pulmonares por agentes externos;298;6.665;4.217
PE;Pernambuco;Homens;2017;Interstício pulmonar;146;3.265;2.018
PE;Pernambuco;Homens;2017;Necróticas e supurativas;70;1.566;0.946
PE;Pernambuco;Homens;2017;Pleura;40;0.895;0.589
PE;Pernambuco;Homens;2017;Outras do aparelho respiratório;1958;43.793;28.559
PE;Pernambuco;Homens;2018;Órgãos digestivos;1478;32.9;42.59
PE;Pernambuco;Homens;2018;"Pulmão, traqueia e brônquios";549;12.22;16.05
PE;Pernambuco;Homens;2018;Mama feminina;11;0.24;0.33
PE;Pernambuco;Homens;2018;Próstata;787;17.52;24.03
PE;Pernambuco;Homens;2018;Demais localizações;1713;38.13;47.77
PE;Pernambuco;Homens;2018;Isquêmicas do coração;3677;81.85;105.91
PE;Pernambuco;Homens;2018;Cerebrovasculares;2373;52.82;69.5
PE;Pernambuco;Homens;2018;Demais cardiovasculares;2830;62.99;81.71
PE;Pernambuco;Homens;2018;Vias aéreas superiores;18;0.401;0.244
PE;Pernambuco;Homens;2018;Crônicas das vias aéreas inferiores;1876;41.759;27.094
PE;Pernambuco;Homens;2018;Pulmonares por agentes externos;232;5.164;3.23
PE;Pernambuco;Homens;2018;Interstício pulmonar;128;2.849;1.771
PE;Pernambuco;Homens;2018;Necróticas e supurativas;42;0.935;0.556
PE;Pernambuco;Homens;2018;Pleura;34;0.757;0.473
PE;Pernambuco;Homens;2018;Outras do aparelho respiratório;1884;41.937;26.681
PE;Pernambuco;Homens;2019;Órgãos digestivos;1527;33.81;42.71
PE;Pernambuco;Homens;2019;"Pulmão, traqueia e brônquios";570;12.62;16.22
PE;Pernambuco;Homens;2019;Mama feminina;8;0.18;0.22
PE;Pernambuco;Homens;2019;Próstata;814;18.02;24.03
PE;Pernambuco;Homens;2019;Demais localizações;1748;38.71;47.66
PE;Pernambuco;Homens;2019;Isquêmicas do coração;3835;84.92;107.26
PE;Pernambuco;Homens;2019;Cerebrovasculares;2540;56.24;72.24
PE;Pernambuco;Homens;2019;Demais cardiovasculares;2881;63.79;81.13
PE;Pernambuco;Homens;2019;Vias aéreas superiores;16;0.354;0.224
PE;Pernambuco;Homens;2019;Crônicas das vias aéreas inferiores;2074;45.924;29.208
PE;Pernambuco;Homens;2019;Pulmonares por agentes externos;268;5.934;3.623
PE;Pernambuco;Homens;2019;Interstício pulmonar;124;2.746;1.591
PE;Pernambuco;Homens;2019;Necróticas e supurativas;76;1.683;0.936
PE;Pernambuco;Homens;2019;Pleura;36;0.797;0.473
PE;Pernambuco;Homens;2019;Outras do aparelho respiratório;2092;46.323;28.969
PE;Pernambuco;Homens;2020;Órgãos digestivos;1476;32.54;40.22
PE;Pernambuco;Homens;2020;"Pulmão, traqueia e brônquios";477;10.52;13.25
PE;Pernambuco;Homens;2020;Mama feminina;7;0.15;0.19
PE;Pernambuco;Homens;2020;Próstata;811;17.88;23.35
PE;Pernambuco;Homens;2020;Demais localizações;1662;36.64;44.44
PE;Pernambuco;Homens;2020;Isquêmicas do coração;2877;63.42;79.17
PE;Pernambuco;Homens;2020;Cerebrovasculares;2430;53.57;67.68
PE;Pernambuco;Homens;2020;Demais cardiovasculares;3183;70.17;88.41
PE;Pernambuco;Homens;2020;Vias aéreas superiores;8;0.176;0.104
PE;Pernambuco;Homens;2020;Crônicas das vias aéreas inferiores;1842;40.606;25.148
PE;Pernambuco;Homens;2020;Pulmonares por agentes externos;268;5.908;3.585
PE;Pernambuco;Homens;2020;Interstício pulmonar;138;3.042;1.826
PE;Pernambuco;Homens;2020;Necróticas e supurativas;18;0.397;0.228
PE;Pernambuco;Homens;2020;Pleura;28;0.617;0.344
PE;Pernambuco;Homens;2020;Outras do aparelho respiratório;2846;62.738;38.037
PE;Pernambuco;Homens;2021;Órgãos digestivos;1517;33.34;40.53
PE;Pernambuco;Homens;2021;"Pulmão, traqueia e brônquios";472;10.37;12.81
PE;Pernambuco;Homens;2021;Mama feminina;11;0.24;0.3
PE;Pernambuco;Homens;2021;Próstata;762;16.75;21.49
PE;Pernambuco;Homens;2021;Demais localizações;1714;37.67;44.76
PE;Pernambuco;Homens;2021;Isquêmicas do coração;2751;60.45;74.18
PE;Pernambuco;Homens;2021;Cerebrovasculares;2492;54.76;67.8
PE;Pernambuco;Homens;2021;Demais cardiovasculares;3391;74.52;92.24
PE;Pernambuco;Homens;2021;Vias aéreas superiores;22;0.483;0.263
PE;Pernambuco;Homens;2021;Crônicas das vias aéreas inferiores;1572;34.545;21.026
PE;Pernambuco;Homens;2021;Pulmonares por agentes externos;324;7.12;4.259
PE;Pernambuco;Homens;2021;Interstício pulmonar;172;3.78;2.222
PE;Pernambuco;Homens;2021;Necróticas e supurativas;26;0.571;0.328
PE;Pernambuco;Homens;2021;Pleura;68;1.494;0.878
PE;Pernambuco;Homens;2021;Outras do aparelho respiratório;2904;63.817;37.569
PE;Pernambuco;Homens;2022;Órgãos digestivos;1477;32.38;38.5
PE;Pernambuco;Homens;2022;"Pulmão, traqueia e brônquios";484;10.61;12.85
PE;Pernambuco;Homens;2022;Mama feminina;10;0.22;0.27
PE;Pernambuco;Homens;2022;Próstata;744;16.31;20.48
