Território;Nome do território;Sexo;Ano;Subgrupo detalhado;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
BR;Brasil;Ambos;2022;Interstício pulmonar;13240;6.279;3.139
BR;Brasil;Ambos;2022;Necróticas e supurativas;1730;0.82;0.41
BR;Brasil;Ambos;2022;Pleura;4184;1.984;0.992
BR;Brasil;Ambos;2022;Outras do aparelho respiratório;24892;11.805;5.902
BR;Brasil;Ambos;2023;Órgãos digestivos;82674;39.05;38.05
BR;Brasil;Ambos;2023;"Pulmão, traqueia e brônquios";31239;14.76;14.35
BR;Brasil;Ambos;2023;Mama feminina;20399;9.64;9.44
BR;Brasil;Ambos;2023;Próstata;17258;8.15;7.91
BR;Brasil;Ambos;2023;Colo de útero;7209;3.41;3.35
BR;Brasil;Ambos;2023;Demais localizações;91163;43.06;42.08
BR;Brasil;Ambos;2023;Isquêmicas do coração;118082;55.78;54.32
BR;Brasil;Ambos;2023;Cerebrovasculares;104988;49.59;48.26
BR;Brasil;Ambos;2023;Demais cardiovasculares;165107;77.99;75.96
BR;Brasil;Ambos;2023;Vias aéreas superiores;406;0.192;0.189
BR;Brasil;Ambos;2023;Crônicas das vias aéreas inferiores;50810;24.001;23.322
BR;Brasil;Ambos;2023;Pulmonares por agentes externos;9255;4.372;4.261
BR;Brasil;Ambos;2023;Interstício pulmonar;6405;3.026;2.95
BR;Brasil;Ambos;2023;Necróticas e supurativas;870;0.411;0.403
BR;Brasil;Ambos;2023;Pleura;2067;0.976;0.953
BR;Brasil;Ambos;2023;Outras do aparelho respiratório;11346;5.36;5.226
BR;Brasil;Ambos;2024;Órgãos digestivos;86262;40.58;38.47
BR;Brasil;Ambos;2024;"Pulmão, traqueia e brônquios";32557;15.31;14.46
BR;Brasil;Ambos;2024;Mama feminina;21129;9.94;9.52
BR;Brasil;Ambos;2024;Próstata;17826;8.39;7.86
BR;Brasil;Ambos;2024;Colo de útero;7493;3.52;3.41
BR;Brasil;Ambos;2024;Demais localizações;93817;44.13;42.06
BR;Brasil;Ambos;2024;Isquêmicas do coração;119687;56.3;53.3
BR;Brasil;Ambos;2024;Cerebrovasculares;106182;49.95;47.18
BR;Brasil;Ambos;2024;Demais cardiovasculares;172736;81.26;76.85
BR;Brasil;Ambos;2024;Vias aéreas superiores;708;0.333;0.162
BR;Brasil;Ambos;2024;Crônicas das vias aéreas inferiores;115678;54.415;25.493
BR;Brasil;Ambos;2024;Pulmonares por agentes externos;20588;9.685;4.527
BR;Brasil;Ambos;2024;Interstício pulmonar;14182;6.671;3.173
BR;Brasil;Ambos;2024;Necróticas e supurativas;1966;0.925;0.446
BR;Brasil;Ambos;2024;Pleura;4750;2.234;1.059
BR;Brasil;Ambos;2024;Outras do aparelho respiratório;21816;10.262;4.84
BR;Brasil;Ambos;2025;Órgãos digestivos;86515;40.54;37.39
BR;Brasil;Ambos;2025;"Pulmão, traqueia e brônquios";32207;15.09;13.82
BR;Brasil;Ambos;2025;Mama feminina;21668;10.15;9.51
BR;Brasil;Ambos;2025;Próstata;18244;8.55;7.73
BR;Brasil;Ambos;2025;Colo de útero;7377;3.46;3.29
BR;Brasil;Ambos;2025;Demais localizações;95625;44.81;41.64
BR;Brasil;Ambos;2025;Isquêmicas do coração;115463;54.1;49.78
BR;Brasil;Ambos;2025;Cerebrovasculares;106084;49.71;45.51
BR;Brasil;Ambos;2025;Demais cardiovasculares;171758;80.48;73.81
BR;Brasil;Ambos;2025;Vias aéreas superiores;656;0.307;0.148
BR;Brasil;Ambos;2025;Crônicas das vias aéreas inferiores;113492;53.178;24.146
BR;Brasil;Ambos;2025;Pulmonares por agentes externos;23078;10.813;4.89
BR;Brasil;Ambos;2025;Interstício pulmonar;15052;7.053;3.268
BR;Brasil;Ambos;2025;Necróticas e supurativas;2132;0.999;0.474
BR;Brasil;Ambos;2025;Pleura;4696;2.2;1.016
BR;Brasil;Ambos;2025;Outras do aparelho respiratório;23170;10.856;4.978
BR;Brasil;Homens;2000;Órgãos digestivos;21778;25.41;44.68
BR;Brasil;Homens;2000;"Pulmão, traqueia e brônquios";10122;11.81;21.11
BR;Brasil;Homens;2000;Mama feminina;82;0.1;0.16
BR;Brasil;Homens;2000;Próstata;7490;8.74;17.14
BR;Brasil;Homens;2000;Demais localizações;24864;29.01;46.84
BR;Brasil;Homens;2000;Isquêmicas do coração;45502;53.08;93.89
BR;Brasil;Homens;2000;Cerebrovasculares;43216;50.41;91.27
BR;Brasil;Homens;2000;Demais cardiovasculares;48621;56.72;101
BR;Brasil;Homens;2000;Vias aéreas superiores;103;0.12;0.164
BR;Brasil;Homens;2000;Crônicas das vias aéreas inferiores;20346;23.735;45.102
BR;Brasil;Homens;2000;Pulmonares por agentes externos;1071;1.249;1.955
BR;Brasil;Homens;2000;Interstício pulmonar;2586;3.017;4.797
BR;Brasil;Homens;2000;Necróticas e supurativas;437;0.51;0.781
BR;Brasil;Homens;2000;Pleura;426;0.497;0.766
BR;Brasil;Homens;2000;Outras do aparelho respiratório;8197;9.562;15.977
BR;Brasil;Homens;2001;Órgãos digestivos;22384;25.78;44.63
BR;Brasil;Homens;2001;"Pulmão, traqueia e brônquios";10432;12.02;21.18
BR;Brasil;Homens;2001;Mama feminina;86;0.1;0.17
BR;Brasil;Homens;2001;Próstata;8033;9.25;17.9
BR;Brasil;Homens;2001;Demais localizações;25789;29.7;47.47
BR;Brasil;Homens;2001;Isquêmicas do coração;46011;52.99;92.45
BR;Brasil;Homens;2001;Cerebrovasculares;44386;51.12;91.32
BR;Brasil;Homens;2001;Demais cardiovasculares;48916;56.34;98.72
BR;Brasil;Homens;2001;Vias aéreas superiores;99;0.114;0.138
BR;Brasil;Homens;2001;Crônicas das vias aéreas inferiores;20161;23.221;43.45
BR;Brasil;Homens;2001;Pulmonares por agentes externos;1148;1.322;2.094
BR;Brasil;Homens;2001;Interstício pulmonar;2738;3.154;4.977
BR;Brasil;Homens;2001;Necróticas e supurativas;455;0.524;0.8
BR;Brasil;Homens;2001;Pleura;443;0.51;0.805
BR;Brasil;Homens;2001;Outras do aparelho respiratório;8568;9.869;16.384
BR;Brasil;Homens;2002;Órgãos digestivos;23441;26.67;45.49
BR;Brasil;Homens;2002;"Pulmão, traqueia e brônquios";10734;12.21;21.21
BR;Brasil;Homens;2002;Mama feminina;72;0.08;0.14
BR;Brasil;Homens;2002;Próstata;8389;9.55;18.15
BR;Brasil;Homens;2002;Demais localizações;26775;30.47;48
BR;Brasil;Homens;2002;Isquêmicas do coração;46926;53.4;91.88
BR;Brasil;Homens;2002;Cerebrovasculares;44451;50.58;89.32
BR;Brasil;Homens;2002;Demais cardiovasculares;48653;55.36;96
BR;Brasil;Homens;2002;Vias aéreas superiores;113;0.129;0.163
BR;Brasil;Homens;2002;Crônicas das vias aéreas inferiores;20701;23.555;43.472
BR;Brasil;Homens;2002;Pulmonares por agentes externos;1327;1.51;2.45
BR;Brasil;Homens;2002;Interstício pulmonar;2665;3.032;4.762
BR;Brasil;Homens;2002;Necróticas e supurativas;413;0.47;0.695
BR;Brasil;Homens;2002;Pleura;441;0.502;0.786
BR;Brasil;Homens;2002;Outras do aparelho respiratório;8667;9.862;16.348
BR;Brasil;Homens;2003;Órgãos digestivos;23979;26.97;45.31
BR;Brasil;Homens;2003;"Pulmão, traqueia e brônquios";11057;12.44;21.22
BR;Brasil;Homens;2003;Mama feminina;72;0.08;0.13
BR;Brasil;Homens;2003;Próstata;8977;10.1;18.87
BR;Brasil;Homens;2003;Demais localizações;27715;31.17;48.43
BR;Brasil;Homens;2003;Isquêmicas do coração;48237;54.26;92.01
BR;Brasil;Homens;2003;Cerebrovasculares;45553;51.24;89.01
BR;Brasil;Homens;2003;Demais cardiovasculares;50859;57.2;97.81
BR;Brasil;Homens;2003;Vias aéreas superiores;123;0.138;0.172
BR;Brasil;Homens;2003;Crônicas das vias aéreas inferiores;21913;24.647;44.841
BR;Brasil;Homens;2003;Pulmonares por agentes externos;1288;1.449;2.296
BR;Brasil;Homens;2003;Interstício pulmonar;2651;2.982;4.626
BR;Brasil;Homens;2003;Necróticas e supurativas;455;0.512;0.752
BR;Brasil;Homens;2003;Pleura;445;0.501;0.769
BR;Brasil;Homens;2003;Outras do aparelho respiratório;8402;9.45;15.564
BR;Brasil;Homens;2004;Órgãos digestivos;25445;28.3;46.64
BR;Brasil;Homens;2004;"Pulmão, traqueia e brônquios";11730;13.05;21.88
BR;Brasil;Homens;2004;Mama feminina;87;0.1;0.16
BR;Brasil;Homens;2004;Próstata;9590;10.67;19.6
BR;Brasil;Homens;2004;Demais localizações;28379;31.57;48.48
BR;Brasil;Homens;2004;Isquêmicas do coração;50102;55.73;92.83
BR;Brasil;Homens;2004;Cerebrovasculares;46199;51.39;87.94
BR;Brasil;Homens;2004;Demais cardiovasculares;54082;60.15;101.07
BR;Brasil;Homens;2004;Vias aéreas superiores;144;0.16;0.21
BR;Brasil;Homens;2004;Crônicas das vias aéreas inferiores;22698;25.247;45.218
BR;Brasil;Homens;2004;Pulmonares por agentes externos;1375;1.529;2.444
BR;Brasil;Homens;2004;Interstício pulmonar;2583;2.873;4.466
BR;Brasil;Homens;2004;Necróticas e supurativas;444;0.494;0.727
BR;Brasil;Homens;2004;Pleura;463;0.515;0.77
BR;Brasil;Homens;2004;Outras do aparelho respiratório;8326;9.261;15.148
BR;Brasil;Homens;2005;Órgãos digestivos;26429;29.08;47.13
BR;Brasil;Homens;2005;"Pulmão, traqueia e brônquios";12005;13.21;21.81
BR;Brasil;Homens;2005;Mama feminina;62;0.07;0.11
BR;Brasil;Homens;2005;Próstata;10214;11.24;20.3
BR;Brasil;Homens;2005;Demais localizações;29902;32.9;49.8
BR;Brasil;Homens;2005;Isquêmicas do coração;49128;54.06;88.58
BR;Brasil;Homens;2005;Cerebrovasculares;45180;49.71;83.62
BR;Brasil;Homens;2005;Demais cardiovasculares;54658;60.14;99.24
BR;Brasil;Homens;2005;Vias aéreas superiores;140;0.154;0.202
BR;Brasil;Homens;2005;Crônicas das vias aéreas inferiores;21738;23.918;41.942
BR;Brasil;Homens;2005;Pulmonares por agentes externos;1440;1.584;2.474
BR;Brasil;Homens;2005;Interstício pulmonar;2500;2.751;4.223
BR;Brasil;Homens;2005;Necróticas e supurativas;386;0.425;0.618
BR;Brasil;Homens;2005;Pleura;443;0.487;0.753
BR;Brasil;Homens;2005;Outras do aparelho respiratório;7586;8.347;13.376
BR;Brasil;Homens;2006;Órgãos digestivos;27649;30.1;47.91
BR;Brasil;Homens;2006;"Pulmão, traqueia e brônquios";12116;13.19;21.39
BR;Brasil;Homens;2006;Mama feminina;115;0.13;0.2
BR;Brasil;Homens;2006;Próstata;11007;11.98;21.23
BR;Brasil;Homens;2006;Demais localizações;31471;34.27;51.21
BR;Brasil;Homens;2006;Isquêmicas do coração;52575;57.24;91.92
BR;Brasil;Homens;2006;Cerebrovasculares;48557;52.87;87.59
BR;Brasil;Homens;2006;Demais cardiovasculares;57370;62.46;101.49
BR;Brasil;Homens;2006;Vias aéreas superiores;145;0.158;0.199
BR;Brasil;Homens;2006;Crônicas das vias aéreas inferiores;22407;24.397;41.948
BR;Brasil;Homens;2006;Pulmonares por agentes externos;1559;1.697;2.615
BR;Brasil;Homens;2006;Interstício pulmonar;2538;2.763;4.132
BR;Brasil;Homens;2006;Necróticas e supurativas;528;0.575;0.82
BR;Brasil;Homens;2006;Pleura;498;0.542;0.811
BR;Brasil;Homens;2006;Outras do aparelho respiratório;5678;6.182;9.72
BR;Brasil;Homens;2007;Órgãos digestivos;28622;30.86;48.08
BR;Brasil;Homens;2007;"Pulmão, traqueia e brônquios";12807;13.81;21.96
BR;Brasil;Homens;2007;Mama feminina;134;0.14;0.22
BR;Brasil;Homens;2007;Próstata;11478;12.37;21.44
BR;Brasil;Homens;2007;Demais localizações;32552;35.09;51.6
BR;Brasil;Homens;2007;Isquêmicas do coração;53732;57.93;91.2
BR;Brasil;Homens;2007;Cerebrovasculares;48770;52.58;85.55
BR;Brasil;Homens;2007;Demais cardiovasculares;59428;64.07;102.07
BR;Brasil;Homens;2007;Vias aéreas superiores;126;0.136;0.165
BR;Brasil;Homens;2007;Crônicas das vias aéreas inferiores;22399;24.148;40.65
BR;Brasil;Homens;2007;Pulmonares por agentes externos;1563;1.685;2.574
BR;Brasil;Homens;2007;Interstício pulmonar;2745;2.959;4.372
BR;Brasil;Homens;2007;Necróticas e supurativas;491;0.529;0.738
BR;Brasil;Homens;2007;Pleura;487;0.525;0.791
BR;Brasil;Homens;2007;Outras do aparelho respiratório;5395;5.816;9.038
BR;Brasil;Homens;2008;Órgãos digestivos;29646;31.66;48.41
BR;Brasil;Homens;2008;"Pulmão, traqueia e brônquios";13141;14.03;21.86
BR;Brasil;Homens;2008;Mama feminina;132;0.14;0.22
BR;Brasil;Homens;2008;Próstata;12121;12.94;21.96
BR;Brasil;Homens;2008;Demais localizações;33573;35.85;51.84
BR;Brasil;Homens;2008;Isquêmicas do coração;55694;59.47;91.6
BR;Brasil;Homens;2008;Cerebrovasculares;49875;53.26;84.88
BR;Brasil;Homens;2008;Demais cardiovasculares;61242;65.4;102.37
BR;Brasil;Homens;2008;Vias aéreas superiores;135;0.144;0.174
BR;Brasil;Homens;2008;Crônicas das vias aéreas inferiores;22052;23.548;38.801
BR;Brasil;Homens;2008;Pulmonares por agentes externos;1631;1.742;2.617
BR;Brasil;Homens;2008;Interstício pulmonar;2733;2.918;4.214
BR;Brasil;Homens;2008;Necróticas e supurativas;551;0.588;0.801
BR;Brasil;Homens;2008;Pleura;564;0.602;0.889
BR;Brasil;Homens;2008;Outras do aparelho respiratório;5140;5.489;8.348
BR;Brasil;Homens;2009;Órgãos digestivos;30414;32.18;48.06
BR;Brasil;Homens;2009;"Pulmão, traqueia e brônquios";13293;14.06;21.43
BR;Brasil;Homens;2009;Mama feminina;129;0.14;0.2
BR;Brasil;Homens;2009;Próstata;12274;12.99;21.57
BR;Brasil;Homens;2009;Demais localizações;34777;36.79;52.2
BR;Brasil;Homens;2009;Isquêmicas do coração;56218;59.48;89.75
BR;Brasil;Homens;2009;Cerebrovasculares;49814;52.7;82.27
BR;Brasil;Homens;2009;Demais cardiovasculares;61787;65.37;100.23
BR;Brasil;Homens;2009;Vias aéreas superiores;132;0.14;0.174
BR;Brasil;Homens;2009;Crônicas das vias aéreas inferiores;22103;23.385;37.763
BR;Brasil;Homens;2009;Pulmonares por agentes externos;1772;1.875;2.789
BR;Brasil;Homens;2009;Interstício pulmonar;2707;2.864;4.052
BR;Brasil;Homens;2009;Necróticas e supurativas;524;0.554;0.752
BR;Brasil;Homens;2009;Pleura;596;0.631;0.907
BR;Brasil;Homens;2009;Outras do aparelho respiratório;5470;5.787;8.631
BR;Brasil;Homens;2010;Órgãos digestivos;32043;33.64;49.17
BR;Brasil;Homens;2010;"Pulmão, traqueia e brônquios";13677;14.36;21.43
BR;Brasil;Homens;2010;Mama feminina;147;0.15;0.23
BR;Brasil;Homens;2010;Próstata;12778;13.41;21.75
BR;Brasil;Homens;2010;Demais localizações;35826;37.61;52.4
BR;Brasil;Homens;2010;Isquêmicas do coração;58230;61.13;90.15
BR;Brasil;Homens;2010;Cerebrovasculares;50536;53.05;81.07
BR;Brasil;Homens;2010;Demais cardiovasculares;62497;65.61;98.44
BR;Brasil;Homens;2010;Vias aéreas superiores;169;0.177;0.221
BR;Brasil;Homens;2010;Crônicas das vias aéreas inferiores;23432;24.598;38.851
BR;Brasil;Homens;2010;Pulmonares por agentes externos;2002;2.102;3.085
BR;Brasil;Homens;2010;Interstício pulmonar;2819;2.959;4.14
BR;Brasil;Homens;2010;Necróticas e supurativas;483;0.507;0.674
BR;Brasil;Homens;2010;Pleura;597;0.627;0.897
BR;Brasil;Homens;2010;Outras do aparelho respiratório;5509;5.783;8.485
BR;Brasil;Homens;2011;Órgãos digestivos;32660;34.05;48.6
BR;Brasil;Homens;2011;"Pulmão, traqueia e brônquios";13698;14.28;20.82
BR;Brasil;Homens;2011;Mama feminina;120;0.13;0.18
BR;Brasil;Homens;2011;Próstata;13129;13.69;21.65
BR;Brasil;Homens;2011;Demais localizações;37124;38.7;52.93
BR;Brasil;Homens;2011;Isquêmicas do coração;60158;62.72;90.35
BR;Brasil;Homens;2011;Cerebrovasculares;50877;53.04;79.17
BR;Brasil;Homens;2011;Demais cardiovasculares;64219;66.95;98.2
BR;Brasil;Homens;2011;Vias aéreas superiores;344;0.359;0.2
BR;Brasil;Homens;2011;Crônicas das vias aéreas inferiores;48492;50.554;36.746
BR;Brasil;Homens;2011;Pulmonares por agentes externos;3998;4.168;2.83
BR;Brasil;Homens;2011;Interstício pulmonar;5720;5.963;3.906
BR;Brasil;Homens;2011;Necróticas e supurativas;1150;1.199;0.75
BR;Brasil;Homens;2011;Pleura;1138;1.186;0.78
BR;Brasil;Homens;2011;Outras do aparelho respiratório;11646;12.141;8.273
BR;Brasil;Homens;2012;Órgãos digestivos;33787;34.96;48.82
BR;Brasil;Homens;2012;"Pulmão, traqueia e brônquios";14275;14.77;21.02
BR;Brasil;Homens;2012;Mama feminina;154;0.16;0.22
BR;Brasil;Homens;2012;Próstata;13354;13.82;21.27
BR;Brasil;Homens;2012;Demais localizações;38445;39.78;53.28
BR;Brasil;Homens;2012;Isquêmicas do coração;60735;62.84;88.48
BR;Brasil;Homens;2012;Cerebrovasculares;50530;52.29;76.22
BR;Brasil;Homens;2012;Demais cardiovasculares;63163;65.36;93.59
BR;Brasil;Homens;2012;Vias aéreas superiores;145;0.15;0.181
BR;Brasil;Homens;2012;Crônicas das vias aéreas inferiores;23492;24.308;36.597
BR;Brasil;Homens;2012;Pulmonares por agentes externos;2159;2.234;3.154
BR;Brasil;Homens;2012;Interstício pulmonar;2885;2.985;3.984
BR;Brasil;Homens;2012;Necróticas e supurativas;541;0.56;0.72
BR;Brasil;Homens;2012;Pleura;633;0.655;0.887
BR;Brasil;Homens;2012;Outras do aparelho respiratório;5583;5.777;8.157
BR;Brasil;Homens;2013;Órgãos digestivos;35316;36.26;49.48
BR;Brasil;Homens;2013;"Pulmão, traqueia e brônquios";14811;15.21;21.14
BR;Brasil;Homens;2013;Mama feminina;181;0.19;0.25
BR;Brasil;Homens;2013;Próstata;13772;14.14;21.23
BR;Brasil;Homens;2013;Demais localizações;39195;40.24;52.87
BR;Brasil;Homens;2013;Isquêmicas do coração;62235;63.9;87.81
BR;Brasil;Homens;2013;Cerebrovasculares;50333;51.68;73.61
BR;Brasil;Homens;2013;Demais cardiovasculares;65459;67.21;94.2
BR;Brasil;Homens;2013;Vias aéreas superiores;134;0.138;0.167
BR;Brasil;Homens;2013;Crônicas das vias aéreas inferiores;24369;25.021;36.77
BR;Brasil;Homens;2013;Pulmonares por agentes externos;2436;2.501;3.471
BR;Brasil;Homens;2013;Interstício pulmonar;3016;3.097;4.062
BR;Brasil;Homens;2013;Necróticas e supurativas;573;0.588;0.747
BR;Brasil;Homens;2013;Pleura;618;0.635;0.859
BR;Brasil;Homens;2013;Outras do aparelho respiratório;5768;5.922;8.193
BR;Brasil;Homens;2014;Órgãos digestivos;36230;36.91;49.19
BR;Brasil;Homens;2014;"Pulmão, traqueia e brônquios";15127;15.41;20.89
BR;Brasil;Homens;2014;Mama feminina;161;0.16;0.22
BR;Brasil;Homens;2014;Próstata;14161;14.43;21.1
BR;Brasil;Homens;2014;Demais localizações;39748;40.49;52.16
BR;Brasil;Homens;2014;Isquêmicas do coração;62940;64.12;86
BR;Brasil;Homens;2014;Cerebrovasculares;49830;50.77;70.46
BR;Brasil;Homens;2014;Demais cardiovasculares;65518;66.75;91.27
BR;Brasil;Homens;2014;Vias aéreas superiores;158;0.161;0.184
BR;Brasil;Homens;2014;Crônicas das vias aéreas inferiores;23533;23.975;34.384
BR;Brasil;Homens;2014;Pulmonares por agentes externos;2477;2.523;3.456
BR;Brasil;Homens;2014;Interstício pulmonar;3085;3.143;4.081
BR;Brasil;Homens;2014;Necróticas e supurativas;569;0.58;0.719
BR;Brasil;Homens;2014;Pleura;660;0.672;0.883
BR;Brasil;Homens;2014;Outras do aparelho respiratório;5629;5.735;7.807
BR;Brasil;Homens;2015;Órgãos digestivos;37656;38.06;49.46
BR;Brasil;Homens;2015;"Pulmão, traqueia e brônquios";15514;15.68;20.76
BR;Brasil;Homens;2015;Mama feminina;187;0.19;0.25
BR;Brasil;Homens;2015;Próstata;14484;14.64;20.83
BR;Brasil;Homens;2015;Demais localizações;41384;41.83;52.86
BR;Brasil;Homens;2015;Isquêmicas do coração;65224;65.93;86.38
BR;Brasil;Homens;2015;Cerebrovasculares;50251;50.8;68.85
BR;Brasil;Homens;2015;Demais cardiovasculares;67080;67.81;90.55
BR;Brasil;Homens;2015;Vias aéreas superiores;312;0.315;0.175
BR;Brasil;Homens;2015;Crônicas das vias aéreas inferiores;49342;49.877;32.675
BR;Brasil;Homens;2015;Pulmonares por agentes externos;5122;5.178;3.244
BR;Brasil;Homens;2015;Interstício pulmonar;6576;6.647;4.027
BR;Brasil;Homens;2015;Necróticas e supurativas;1060;1.071;0.628
BR;Brasil;Homens;2015;Pleura;1424;1.439;0.877
BR;Brasil;Homens;2015;Outras do aparelho respiratório;12004;12.134;7.611
BR;Brasil;Homens;2016;Órgãos digestivos;39152;39.3;49.9
BR;Brasil;Homens;2016;"Pulmão, traqueia e brônquios";15968;16.03;20.71
BR;Brasil;Homens;2016;Mama feminina;185;0.19;0.24
BR;Brasil;Homens;2016;Próstata;14926;14.98;20.71
BR;Brasil;Homens;2016;Demais localizações;42041;42.2;52.1
BR;Brasil;Homens;2016;Isquêmicas do coração;68018;68.27;87.37
BR;Brasil;Homens;2016;Cerebrovasculares;51753;51.94;68.59
BR;Brasil;Homens;2016;Demais cardiovasculares;70471;70.73;92.22
BR;Brasil;Homens;2016;Vias aéreas superiores;162;0.163;0.188
BR;Brasil;Homens;2016;Crônicas das vias aéreas inferiores;25551;25.646;34.828
BR;Brasil;Homens;2016;Pulmonares por agentes externos;2882;2.893;3.776
BR;Brasil;Homens;2016;Interstício pulmonar;3357;3.369;4.187
BR;Brasil;Homens;2016;Necróticas e supurativas;561;0.563;0.673
BR;Brasil;Homens;2016;Pleura;725;0.728;0.916
BR;Brasil;Homens;2016;Outras do aparelho respiratório;5995;6.017;7.819
BR;Brasil;Homens;2017;Órgãos digestivos;40145;40.04;49.57
BR;Brasil;Homens;2017;"Pulmão, traqueia e brônquios";16137;16.09;20.26
BR;Brasil;Homens;2017;Mama feminina;203;0.2;0.25
BR;Brasil;Homens;2017;Próstata;15391;15.35;20.58
BR;Brasil;Homens;2017;Demais localizações;42692;42.58;51.48
BR;Brasil;Homens;2017;Isquêmicas do coração;67210;67.03;83.68
BR;Brasil;Homens;2017;Cerebrovasculares;50919;50.78;65.3
BR;Brasil;Homens;2017;Demais cardiovasculares;69827;69.64;88.69
BR;Brasil;Homens;2017;Vias aéreas superiores;181;0.181;0.205
BR;Brasil;Homens;2017;Crônicas das vias aéreas inferiores;26298;26.228;34.715
BR;Brasil;Homens;2017;Pulmonares por agentes externos;2927;2.919;3.768
BR;Brasil;Homens;2017;Interstício pulmonar;3461;3.452;4.211
BR;Brasil;Homens;2017;Necróticas e supurativas;514;0.513;0.593
BR;Brasil;Homens;2017;Pleura;767;0.765;0.952
BR;Brasil;Homens;2017;Outras do aparelho respiratório;5312;5.298;6.727
BR;Brasil;Homens;2018;Órgãos digestivos;41533;41.16;49.67
BR;Brasil;Homens;2018;"Pulmão, traqueia e brônquios";16371;16.23;19.89
BR;Brasil;Homens;2018;Mama feminina;189;0.19;0.23
BR;Brasil;Homens;2018;Próstata;15576;15.44;20.08
BR;Brasil;Homens;2018;Demais localizações;43314;42.93;50.84
BR;Brasil;Homens;2018;Isquêmicas do coração;67440;66.84;81.29
BR;Brasil;Homens;2018;Cerebrovasculares;50709;50.26;62.81
BR;Brasil;Homens;2018;Demais cardiovasculares;70164;69.54;86.2
BR;Brasil;Homens;2018;Vias aéreas superiores;159;0.158;0.175
BR;Brasil;Homens;2018;Crônicas das vias aéreas inferiores;25898;25.668;32.927
BR;Brasil;Homens;2018;Pulmonares por agentes externos;2930;2.904;3.644
BR;Brasil;Homens;2018;Interstício pulmonar;3492;3.461;4.121
BR;Brasil;Homens;2018;Necróticas e supurativas;475;0.471;0.539
BR;Brasil;Homens;2018;Pleura;753;0.746;0.92
BR;Brasil;Homens;2018;Outras do aparelho respiratório;5203;5.157;6.37
BR;Brasil;Homens;2019;Órgãos digestivos;43105;42.45;49.99
BR;Brasil;Homens;2019;"Pulmão, traqueia e brônquios";16733;16.48;19.71
BR;Brasil;Homens;2019;Mama feminina;227;0.22;0.26
BR;Brasil;Homens;2019;Próstata;15983;15.74;19.85
BR;Brasil;Homens;2019;Demais localizações;45102;44.41;51.46
BR;Brasil;Homens;2019;Isquêmicas do coração;69045;67.99;80.62
BR;Brasil;Homens;2019;Cerebrovasculares;51452;50.67;61.63
BR;Brasil;Homens;2019;Demais cardiovasculares;71225;70.14;84.72
BR;Brasil;Homens;2019;Vias aéreas superiores;366;0.36;0.195
BR;Brasil;Homens;2019;Crônicas das vias aéreas inferiores;52688;51.883;30.722
BR;Brasil;Homens;2019;Pulmonares por agentes externos;6672;6.57;3.832
BR;Brasil;Homens;2019;Interstício pulmonar;7104;6.995;3.94
BR;Brasil;Homens;2019;Necróticas e supurativas;1038;1.022;0.558
BR;Brasil;Homens;2019;Pleura;1520;1.497;0.856
BR;Brasil;Homens;2019;Outras do aparelho respiratório;10788;10.623;6.133
BR;Brasil;Homens;2020;Órgãos digestivos;41322;40.46;46.52
BR;Brasil;Homens;2020;"Pulmão, traqueia e brônquios";16009;15.67;18.28
BR;Brasil;Homens;2020;Mama feminina;207;0.2;0.23
BR;Brasil;Homens;2020;Próstata;15841;15.51;19.09
BR;Brasil;Homens;2020;Demais localizações;43596;42.68;48.51
BR;Brasil;Homens;2020;Isquêmicas do coração;65165;63.8;73.96
BR;Brasil;Homens;2020;Cerebrovasculares;50764;49.7;59
BR;Brasil;Homens;2020;Demais cardiovasculares;73286;71.75;84.94
BR;Brasil;Homens;2020;Vias aéreas superiores;163;0.16;0.174
BR;Brasil;Homens;2020;Crônicas das vias aéreas inferiores;21780;21.323;25.872
BR;Brasil;Homens;2020;Pulmonares por agentes externos;3316;3.246;3.902
BR;Brasil;Homens;2020;Interstício pulmonar;3074;3.01;3.475
BR;Brasil;Homens;2020;Necróticas e supurativas;366;0.358;0.398
BR;Brasil;Homens;2020;Pleura;750;0.734;0.86
BR;Brasil;Homens;2020;Outras do aparelho respiratório;13369;13.089;15.312
