Território;Nome do território;Sexo;Ano;Grupo de causa;Óbitos;Taxa padronizada (por 100 mil hab.)
RO;Rondônia;Homens;2013;Infecciosas e parasitárias;227;38.22
RO;Rondônia;Homens;2013;Perinatais e malformações;161;15.32
RO;Rondônia;Homens;2013;Sinais e achados mal definidos;328;62.66
RO;Rondônia;Homens;2013;Demais causas definidas;271;51.89
RO;Rondônia;Homens;2014;Aparelho circulatório;1103;229.8
RO;Rondônia;Homens;2014;Neoplasias;664;131.58
RO;Rondônia;Homens;2014;Aparelho respiratório;412;85.1
RO;Rondônia;Homens;2014;Causas externas;1249;163.92
RO;Rondônia;Homens;2014;Endócrinas e metabólicas;218;45.92
RO;Rondônia;Homens;2014;Aparelho digestivo;202;38.6
RO;Rondônia;Homens;2014;Infecciosas e parasitárias;219;35.37
RO;Rondônia;Homens;2014;Perinatais e malformações;169;15.51
RO;Rondônia;Homens;2014;Sinais e achados mal definidos;341;64.31
RO;Rondônia;Homens;2014;Demais causas definidas;265;50.64
RO;Rondônia;Homens;2015;Aparelho circulatório;1126;226.76
RO;Rondônia;Homens;2015;Neoplasias;674;129.18
RO;Rondônia;Homens;2015;Aparelho respiratório;430;89.03
RO;Rondônia;Homens;2015;Causas externas;1247;157.79
RO;Rondônia;Homens;2015;Endócrinas e metabólicas;236;48.58
RO;Rondônia;Homens;2015;Aparelho digestivo;224;41.58
RO;Rondônia;Homens;2015;Infecciosas e parasitárias;214;35.31
RO;Rondônia;Homens;2015;Perinatais e malformações;191;16.81
RO;Rondônia;Homens;2015;Sinais e achados mal definidos;290;54.35
RO;Rondônia;Homens;2015;Demais causas definidas;329;62.14
RO;Rondônia;Homens;2016;Aparelho circulatório;1168;227.52
RO;Rondônia;Homens;2016;Neoplasias;718;133.23
RO;Rondônia;Homens;2016;Aparelho respiratório;458;89.3
RO;Rondônia;Homens;2016;Causas externas;1327;168.5
RO;Rondônia;Homens;2016;Endócrinas e metabólicas;265;50.01
RO;Rondônia;Homens;2016;Aparelho digestivo;248;42.77
RO;Rondônia;Homens;2016;Infecciosas e parasitárias;250;39.89
RO;Rondônia;Homens;2016;Perinatais e malformações;171;15.84
RO;Rondônia;Homens;2016;Sinais e achados mal definidos;340;60.42
RO;Rondônia;Homens;2016;Demais causas definidas;307;57.35
RO;Rondônia;Homens;2017;Aparelho circulatório;1114;204.68
RO;Rondônia;Homens;2017;Neoplasias;746;132.59
RO;Rondônia;Homens;2017;Aparelho respiratório;488;91.42
RO;Rondônia;Homens;2017;Causas externas;1216;151.28
RO;Rondônia;Homens;2017;Endócrinas e metabólicas;254;46.99
RO;Rondônia;Homens;2017;Aparelho digestivo;224;36.94
RO;Rondônia;Homens;2017;Infecciosas e parasitárias;259;40.37
RO;Rondônia;Homens;2017;Perinatais e malformações;153;14.17
RO;Rondônia;Homens;2017;Sinais e achados mal definidos;313;53.73
RO;Rondônia;Homens;2017;Demais causas definidas;327;58.12
RO;Rondônia;Homens;2018;Aparelho circulatório;1191;212.93
RO;Rondônia;Homens;2018;Neoplasias;755;128.63
RO;Rondônia;Homens;2018;Aparelho respiratório;547;99.53
RO;Rondônia;Homens;2018;Causas externas;1062;131.42
RO;Rondônia;Homens;2018;Endócrinas e metabólicas;252;43.42
RO;Rondônia;Homens;2018;Aparelho digestivo;203;33.09
RO;Rondônia;Homens;2018;Infecciosas e parasitárias;231;36.24
RO;Rondônia;Homens;2018;Perinatais e malformações;153;13.68
RO;Rondônia;Homens;2018;Sinais e achados mal definidos;332;55.59
RO;Rondônia;Homens;2018;Demais causas definidas;328;55.49
RO;Rondônia;Homens;2019;Aparelho circulatório;1146;196.29
RO;Rondônia;Homens;2019;Neoplasias;830;137.48
RO;Rondônia;Homens;2019;Aparelho respiratório;517;90.57
RO;Rondônia;Homens;2019;Causas externas;1053;129.43
RO;Rondônia;Homens;2019;Endócrinas e metabólicas;273;47.08
RO;Rondônia;Homens;2019;Aparelho digestivo;236;36.53
RO;Rondônia;Homens;2019;Infecciosas e parasitárias;219;32.97
RO;Rondônia;Homens;2019;Perinatais e malformações;137;12.22
RO;Rondônia;Homens;2019;Sinais e achados mal definidos;357;55.68
RO;Rondônia;Homens;2019;Demais causas definidas;338;56.79
RO;Rondônia;Homens;2020;Aparelho circulatório;1200;196.04
RO;Rondônia;Homens;2020;Neoplasias;756;120.14
RO;Rondônia;Homens;2020;Aparelho respiratório;420;70.24
RO;Rondônia;Homens;2020;Causas externas;1148;138.86
RO;Rondônia;Homens;2020;COVID-19;1150;179.54
RO;Rondônia;Homens;2020;Endócrinas e metabólicas;316;51.13
RO;Rondônia;Homens;2020;Aparelho digestivo;217;32.9
RO;Rondônia;Homens;2020;Infecciosas e parasitárias;200;28.74
RO;Rondônia;Homens;2020;Perinatais e malformações;163;15.41
RO;Rondônia;Homens;2020;Sinais e achados mal definidos;389;59.52
RO;Rondônia;Homens;2020;Demais causas definidas;354;56.86
RO;Rondônia;Homens;2021;Aparelho circulatório;1312;210.88
RO;Rondônia;Homens;2021;Neoplasias;821;126.72
RO;Rondônia;Homens;2021;Aparelho respiratório;445;73.02
RO;Rondônia;Homens;2021;Causas externas;1255;150.44
RO;Rondônia;Homens;2021;COVID-19;2865;421.87
RO;Rondônia;Homens;2021;Endócrinas e metabólicas;356;55.55
RO;Rondônia;Homens;2021;Aparelho digestivo;237;34.97
RO;Rondônia;Homens;2021;Infecciosas e parasitárias;270;37.9
RO;Rondônia;Homens;2021;Perinatais e malformações;153;14.74
RO;Rondônia;Homens;2021;Sinais e achados mal definidos;448;67.53
RO;Rondônia;Homens;2021;Demais causas definidas;409;63.73
RO;Rondônia;Homens;2022;Aparelho circulatório;1327;209.16
RO;Rondônia;Homens;2022;Neoplasias;832;124.92
RO;Rondônia;Homens;2022;Aparelho respiratório;567;92.45
RO;Rondônia;Homens;2022;Causas externas;1315;157.21
RO;Rondônia;Homens;2022;COVID-19;374;60.32
RO;Rondônia;Homens;2022;Endócrinas e metabólicas;331;51.11
RO;Rondônia;Homens;2022;Aparelho digestivo;241;35.01
RO;Rondônia;Homens;2022;Infecciosas e parasitárias;258;35.68
RO;Rondônia;Homens;2022;Perinatais e malformações;167;16.56
RO;Rondônia;Homens;2022;Sinais e achados mal definidos;480;72.74
RO;Rondônia;Homens;2022;Demais causas definidas;428;66.49
RO;Rondônia;Homens;2023;Aparelho circulatório;1415;215.79
RO;Rondônia;Homens;2023;Neoplasias;870;128.25
RO;Rondônia;Homens;2023;Aparelho respiratório;605;93.12
RO;Rondônia;Homens;2023;Causas externas;1272;151.25
RO;Rondônia;Homens;2023;COVID-19;36;5.15
RO;Rondônia;Homens;2023;Endócrinas e metabólicas;316;47.51
RO;Rondônia;Homens;2023;Aparelho digestivo;264;37.16
RO;Rondônia;Homens;2023;Infecciosas e parasitárias;270;37.35
RO;Rondônia;Homens;2023;Perinatais e malformações;130;13.07
RO;Rondônia;Homens;2023;Sinais e achados mal definidos;440;63.12
RO;Rondônia;Homens;2023;Demais causas definidas;475;71.16
RO;Rondônia;Homens;2024;Aparelho circulatório;1408;206.98
RO;Rondônia;Homens;2024;Neoplasias;908;127.23
RO;Rondônia;Homens;2024;Aparelho respiratório;627;93.94
RO;Rondônia;Homens;2024;Causas externas;1275;149.9
RO;Rondônia;Homens;2024;COVID-19;25;3.68
RO;Rondônia;Homens;2024;Endócrinas e metabólicas;333;48.44
RO;Rondônia;Homens;2024;Aparelho digestivo;261;36.02
RO;Rondônia;Homens;2024;Infecciosas e parasitárias;283;37.3
RO;Rondônia;Homens;2024;Perinatais e malformações;133;13.83
RO;Rondônia;Homens;2024;Sinais e achados mal definidos;421;58.57
RO;Rondônia;Homens;2024;Demais causas definidas;492;72.13
RO;Rondônia;Homens;2025;Aparelho circulatório;1443;203.45
RO;Rondônia;Homens;2025;Neoplasias;968;132.2
RO;Rondônia;Homens;2025;Aparelho respiratório;674;98.02
RO;Rondônia;Homens;2025;Causas externas;1296;152.17
RO;Rondônia;Homens;2025;COVID-19;14;1.96
RO;Rondônia;Homens;2025;Endócrinas e metabólicas;359;50.14
RO;Rondônia;Homens;2025;Aparelho digestivo;262;35.28
RO;Rondônia;Homens;2025;Infecciosas e parasitárias;249;32.37
RO;Rondônia;Homens;2025;Perinatais e malformações;140;14.77
RO;Rondônia;Homens;2025;Sinais e achados mal definidos;437;58.76
RO;Rondônia;Homens;2025;Demais causas definidas;542;76.34
RO;Rondônia;Mulheres;2000;Aparelho circulatório;455;183.23
RO;Rondônia;Mulheres;2000;Neoplasias;256;87.33
RO;Rondônia;Mulheres;2000;Aparelho respiratório;127;42.81
RO;Rondônia;Mulheres;2000;Causas externas;172;32.39
RO;Rondônia;Mulheres;2000;Endócrinas e metabólicas;147;58.7
RO;Rondônia;Mulheres;2000;Aparelho digestivo;59;18.45
RO;Rondônia;Mulheres;2000;Infecciosas e parasitárias;85;18.5
RO;Rondônia;Mulheres;2000;Perinatais e malformações;214;17.36
RO;Rondônia;Mulheres;2000;Sinais e achados mal definidos;267;97.69
RO;Rondônia;Mulheres;2000;Demais causas definidas;93;22.17
RO;Rondônia;Mulheres;2001;Aparelho circulatório;541;209.36
RO;Rondônia;Mulheres;2001;Neoplasias;225;67.14
RO;Rondônia;Mulheres;2001;Aparelho respiratório;183;63.16
RO;Rondônia;Mulheres;2001;Causas externas;203;35.94
RO;Rondônia;Mulheres;2001;Endócrinas e metabólicas;165;64.04
RO;Rondônia;Mulheres;2001;Aparelho digestivo;52;16.59
RO;Rondônia;Mulheres;2001;Infecciosas e parasitárias;115;27.89
RO;Rondônia;Mulheres;2001;Perinatais e malformações;213;17.06
RO;Rondônia;Mulheres;2001;Sinais e achados mal definidos;268;98.08
RO;Rondônia;Mulheres;2001;Demais causas definidas;93;24.96
RO;Rondônia;Mulheres;2002;Aparelho circulatório;507;192.85
RO;Rondônia;Mulheres;2002;Neoplasias;281;90.92
RO;Rondônia;Mulheres;2002;Aparelho respiratório;168;60.66
RO;Rondônia;Mulheres;2002;Causas externas;214;34.68
RO;Rondônia;Mulheres;2002;Endócrinas e metabólicas;170;63.66
RO;Rondônia;Mulheres;2002;Aparelho digestivo;77;25.22
RO;Rondônia;Mulheres;2002;Infecciosas e parasitárias;107;26.67
RO;Rondônia;Mulheres;2002;Perinatais e malformações;193;16.24
RO;Rondônia;Mulheres;2002;Sinais e achados mal definidos;246;92.16
RO;Rondônia;Mulheres;2002;Demais causas definidas;104;25.61
RO;Rondônia;Mulheres;2003;Aparelho circulatório;531;196.63
RO;Rondônia;Mulheres;2003;Neoplasias;277;84.72
RO;Rondônia;Mulheres;2003;Aparelho respiratório;174;60.03
RO;Rondônia;Mulheres;2003;Causas externas;188;31.66
RO;Rondônia;Mulheres;2003;Endócrinas e metabólicas;160;53.8
RO;Rondônia;Mulheres;2003;Aparelho digestivo;81;24.3
RO;Rondônia;Mulheres;2003;Infecciosas e parasitárias;114;25.2
RO;Rondônia;Mulheres;2003;Perinatais e malformações;193;16.32
RO;Rondônia;Mulheres;2003;Sinais e achados mal definidos;275;92.99
RO;Rondônia;Mulheres;2003;Demais causas definidas;116;27.25
RO;Rondônia;Mulheres;2004;Aparelho circulatório;536;190.95
RO;Rondônia;Mulheres;2004;Neoplasias;290;88.82
RO;Rondônia;Mulheres;2004;Aparelho respiratório;220;75.48
RO;Rondônia;Mulheres;2004;Causas externas;180;29.55
RO;Rondônia;Mulheres;2004;Endócrinas e metabólicas;153;53.92
RO;Rondônia;Mulheres;2004;Aparelho digestivo;85;26.14
RO;Rondônia;Mulheres;2004;Infecciosas e parasitárias;106;23.9
RO;Rondônia;Mulheres;2004;Perinatais e malformações;176;14.97
RO;Rondônia;Mulheres;2004;Sinais e achados mal definidos;267;91.68
RO;Rondônia;Mulheres;2004;Demais causas definidas;99;23.22
RO;Rondônia;Mulheres;2005;Aparelho circulatório;543;184.97
RO;Rondônia;Mulheres;2005;Neoplasias;285;77.46
RO;Rondônia;Mulheres;2005;Aparelho respiratório;202;69.49
RO;Rondônia;Mulheres;2005;Causas externas;203;34.19
RO;Rondônia;Mulheres;2005;Endócrinas e metabólicas;164;57.83
RO;Rondônia;Mulheres;2005;Aparelho digestivo;75;23.05
RO;Rondônia;Mulheres;2005;Infecciosas e parasitárias;114;24.76
RO;Rondônia;Mulheres;2005;Perinatais e malformações;159;14.15
RO;Rondônia;Mulheres;2005;Sinais e achados mal definidos;203;63.55
RO;Rondônia;Mulheres;2005;Demais causas definidas;118;29.98
RO;Rondônia;Mulheres;2006;Aparelho circulatório;624;204.5
RO;Rondônia;Mulheres;2006;Neoplasias;280;76.14
RO;Rondônia;Mulheres;2006;Aparelho respiratório;185;58.64
RO;Rondônia;Mulheres;2006;Causas externas;211;34.33
RO;Rondônia;Mulheres;2006;Endócrinas e metabólicas;157;49.32
RO;Rondônia;Mulheres;2006;Aparelho digestivo;80;24.99
RO;Rondônia;Mulheres;2006;Infecciosas e parasitárias;97;21.23
RO;Rondônia;Mulheres;2006;Perinatais e malformações;150;13.09
RO;Rondônia;Mulheres;2006;Sinais e achados mal definidos;170;55.4
RO;Rondônia;Mulheres;2006;Demais causas definidas;111;25.36
RO;Rondônia;Mulheres;2007;Aparelho circulatório;548;169.38
RO;Rondônia;Mulheres;2007;Neoplasias;312;83.19
RO;Rondônia;Mulheres;2007;Aparelho respiratório;176;54.19
RO;Rondônia;Mulheres;2007;Causas externas;148;23.87
RO;Rondônia;Mulheres;2007;Endócrinas e metabólicas;168;50.81
RO;Rondônia;Mulheres;2007;Aparelho digestivo;74;21.85
RO;Rondônia;Mulheres;2007;Infecciosas e parasitárias;129;25.6
RO;Rondônia;Mulheres;2007;Perinatais e malformações;166;15.69
RO;Rondônia;Mulheres;2007;Sinais e achados mal definidos;155;45.65
RO;Rondônia;Mulheres;2007;Demais causas definidas;107;22.57
RO;Rondônia;Mulheres;2008;Aparelho circulatório;586;176.09
RO;Rondônia;Mulheres;2008;Neoplasias;357;86.61
RO;Rondônia;Mulheres;2008;Aparelho respiratório;163;46.36
RO;Rondônia;Mulheres;2008;Causas externas;193;31.1
RO;Rondônia;Mulheres;2008;Endócrinas e metabólicas;238;71.51
RO;Rondônia;Mulheres;2008;Aparelho digestivo;70;17.04
RO;Rondônia;Mulheres;2008;Infecciosas e parasitárias;118;24.29
RO;Rondônia;Mulheres;2008;Perinatais e malformações;158;14.99
RO;Rondônia;Mulheres;2008;Sinais e achados mal definidos;191;53.81
RO;Rondônia;Mulheres;2008;Demais causas definidas;135;32.28
RO;Rondônia;Mulheres;2009;Aparelho circulatório;675;189.99
RO;Rondônia;Mulheres;2009;Neoplasias;366;86.71
RO;Rondônia;Mulheres;2009;Aparelho respiratório;218;59.59
RO;Rondônia;Mulheres;2009;Causas externas;208;32.3
RO;Rondônia;Mulheres;2009;Endócrinas e metabólicas;185;49.41
RO;Rondônia;Mulheres;2009;Aparelho digestivo;82;21.74
RO;Rondônia;Mulheres;2009;Infecciosas e parasitárias;112;21.07
RO;Rondônia;Mulheres;2009;Perinatais e malformações;161;15.53
RO;Rondônia;Mulheres;2009;Sinais e achados mal definidos;202;54.64
RO;Rondônia;Mulheres;2009;Demais causas definidas;158;34.66
RO;Rondônia;Mulheres;2010;Aparelho circulatório;671;183.77
RO;Rondônia;Mulheres;2010;Neoplasias;342;77.28
RO;Rondônia;Mulheres;2010;Aparelho respiratório;255;65.85
RO;Rondônia;Mulheres;2010;Causas externas;231;36.82
RO;Rondônia;Mulheres;2010;Endócrinas e metabólicas;222;59.41
RO;Rondônia;Mulheres;2010;Aparelho digestivo;74;18
RO;Rondônia;Mulheres;2010;Infecciosas e parasitárias;152;30.88
RO;Rondônia;Mulheres;2010;Perinatais e malformações;175;15.97
RO;Rondônia;Mulheres;2010;Sinais e achados mal definidos;230;57.7
RO;Rondônia;Mulheres;2010;Demais causas definidas;153;34.28
RO;Rondônia;Mulheres;2011;Aparelho circulatório;705;183.66
RO;Rondônia;Mulheres;2011;Neoplasias;400;86.62
RO;Rondônia;Mulheres;2011;Aparelho respiratório;284;71.61
RO;Rondônia;Mulheres;2011;Causas externas;228;33.7
RO;Rondônia;Mulheres;2011;Endócrinas e metabólicas;231;58.54
RO;Rondônia;Mulheres;2011;Aparelho digestivo;98;20.72
RO;Rondônia;Mulheres;2011;Infecciosas e parasitárias;132;25.75
RO;Rondônia;Mulheres;2011;Perinatais e malformações;125;11.49
RO;Rondônia;Mulheres;2011;Sinais e achados mal definidos;203;50.22
RO;Rondônia;Mulheres;2011;Demais causas definidas;165;33.5
RO;Rondônia;Mulheres;2012;Aparelho circulatório;746;182.55
RO;Rondônia;Mulheres;2012;Neoplasias;408;86.36
RO;Rondônia;Mulheres;2012;Aparelho respiratório;300;73.64
RO;Rondônia;Mulheres;2012;Causas externas;244;37.49
RO;Rondônia;Mulheres;2012;Endócrinas e metabólicas;250;60.91
RO;Rondônia;Mulheres;2012;Aparelho digestivo;108;23.79
RO;Rondônia;Mulheres;2012;Infecciosas e parasitárias;139;27.33
RO;Rondônia;Mulheres;2012;Perinatais e malformações;139;13.21
RO;Rondônia;Mulheres;2012;Sinais e achados mal definidos;216;50.49
RO;Rondônia;Mulheres;2012;Demais causas definidas;210;42.27
RO;Rondônia;Mulheres;2013;Aparelho circulatório;769;182.73
RO;Rondônia;Mulheres;2013;Neoplasias;419;84.06
RO;Rondônia;Mulheres;2013;Aparelho respiratório;295;68.14
RO;Rondônia;Mulheres;2013;Causas externas;240;35.77
RO;Rondônia;Mulheres;2013;Endócrinas e metabólicas;262;60.55
RO;Rondônia;Mulheres;2013;Aparelho digestivo;118;25.53
RO;Rondônia;Mulheres;2013;Infecciosas e parasitárias;132;24.31
RO;Rondônia;Mulheres;2013;Perinatais e malformações;122;11.87
RO;Rondônia;Mulheres;2013;Sinais e achados mal definidos;189;41.53
RO;Rondônia;Mulheres;2013;Demais causas definidas;217;45.03
RO;Rondônia;Mulheres;2014;Aparelho circulatório;770;170.49
RO;Rondônia;Mulheres;2014;Neoplasias;476;90.81
RO;Rondônia;Mulheres;2014;Aparelho respiratório;334;76.38
RO;Rondônia;Mulheres;2014;Causas externas;212;30.05
RO;Rondônia;Mulheres;2014;Endócrinas e metabólicas;220;49.73
RO;Rondônia;Mulheres;2014;Aparelho digestivo;124;25.68
RO;Rondônia;Mulheres;2014;Infecciosas e parasitárias;121;21.71
RO;Rondônia;Mulheres;2014;Perinatais e malformações;138;12.95
RO;Rondônia;Mulheres;2014;Sinais e achados mal definidos;176;37.24
RO;Rondônia;Mulheres;2014;Demais causas definidas;208;40.49
RO;Rondônia;Mulheres;2015;Aparelho circulatório;852;184.03
RO;Rondônia;Mulheres;2015;Neoplasias;498;92.51
RO;Rondônia;Mulheres;2015;Aparelho respiratório;338;73.15
RO;Rondônia;Mulheres;2015;Causas externas;241;34.1
RO;Rondônia;Mulheres;2015;Endócrinas e metabólicas;227;48.87
RO;Rondônia;Mulheres;2015;Aparelho digestivo;127;25.52
RO;Rondônia;Mulheres;2015;Infecciosas e parasitárias;132;23.5
RO;Rondônia;Mulheres;2015;Perinatais e malformações;133;12.18
RO;Rondônia;Mulheres;2015;Sinais e achados mal definidos;156;32.37
RO;Rondônia;Mulheres;2015;Demais causas definidas;249;48.43
RO;Rondônia;Mulheres;2016;Aparelho circulatório;816;166.88
RO;Rondônia;Mulheres;2016;Neoplasias;547;97.93
RO;Rondônia;Mulheres;2016;Aparelho respiratório;363;75.15
RO;Rondônia;Mulheres;2016;Causas externas;222;32.65
RO;Rondônia;Mulheres;2016;Endócrinas e metabólicas;253;51.82
RO;Rondônia;Mulheres;2016;Aparelho digestivo;132;24.75
RO;Rondônia;Mulheres;2016;Infecciosas e parasitárias;158;27.49
RO;Rondônia;Mulheres;2016;Perinatais e malformações;135;12.81
RO;Rondônia;Mulheres;2016;Sinais e achados mal definidos;166;32.36
RO;Rondônia;Mulheres;2016;Demais causas definidas;265;49.23
RO;Rondônia;Mulheres;2017;Aparelho circulatório;877;170.69
RO;Rondônia;Mulheres;2017;Neoplasias;536;92.37
RO;Rondônia;Mulheres;2017;Aparelho respiratório;357;71.89
RO;Rondônia;Mulheres;2017;Causas externas;229;32.47
RO;Rondônia;Mulheres;2017;Endócrinas e metabólicas;294;58.47
RO;Rondônia;Mulheres;2017;Aparelho digestivo;124;22.46
RO;Rondônia;Mulheres;2017;Infecciosas e parasitárias;138;21.53
RO;Rondônia;Mulheres;2017;Perinatais e malformações;120;11.5
RO;Rondônia;Mulheres;2017;Sinais e achados mal definidos;154;28.75
RO;Rondônia;Mulheres;2017;Demais causas definidas;273;48.14
RO;Rondônia;Mulheres;2018;Aparelho circulatório;897;168.65
RO;Rondônia;Mulheres;2018;Neoplasias;557;91.65
RO;Rondônia;Mulheres;2018;Aparelho respiratório;335;63.49
RO;Rondônia;Mulheres;2018;Causas externas;216;29.25
RO;Rondônia;Mulheres;2018;Endócrinas e metabólicas;240;44.58
RO;Rondônia;Mulheres;2018;Aparelho digestivo;125;22.19
RO;Rondônia;Mulheres;2018;Infecciosas e parasitárias;164;27.42
RO;Rondônia;Mulheres;2018;Perinatais e malformações;126;11.82
RO;Rondônia;Mulheres;2018;Sinais e achados mal definidos;169;30.15
RO;Rondônia;Mulheres;2018;Demais causas definidas;261;45.01
RO;Rondônia;Mulheres;2019;Aparelho circulatório;852;149.93
RO;Rondônia;Mulheres;2019;Neoplasias;615;97.06
RO;Rondônia;Mulheres;2019;Aparelho respiratório;392;70.91
RO;Rondônia;Mulheres;2019;Causas externas;249;34.05
RO;Rondônia;Mulheres;2019;Endócrinas e metabólicas;300;53.06
RO;Rondônia;Mulheres;2019;Aparelho digestivo;117;19.83
RO;Rondônia;Mulheres;2019;Infecciosas e parasitárias;121;18.85
RO;Rondônia;Mulheres;2019;Perinatais e malformações;121;11.37
RO;Rondônia;Mulheres;2019;Sinais e achados mal definidos;161;27.36
RO;Rondônia;Mulheres;2019;Demais causas definidas;284;47.18
RO;Rondônia;Mulheres;2020;Aparelho circulatório;844;142.51
RO;Rondônia;Mulheres;2020;Neoplasias;586;89.86
RO;Rondônia;Mulheres;2020;Aparelho respiratório;290;48.76
RO;Rondônia;Mulheres;2020;Causas externas;218;28.12
RO;Rondônia;Mulheres;2020;COVID-19;740;118.26
RO;Rondônia;Mulheres;2020;Endócrinas e metabólicas;351;59.32
RO;Rondônia;Mulheres;2020;Aparelho digestivo;145;22.99
RO;Rondônia;Mulheres;2020;Infecciosas e parasitárias;122;18.31
RO;Rondônia;Mulheres;2020;Perinatais e malformações;124;12.2
RO;Rondônia;Mulheres;2020;Sinais e achados mal definidos;224;36.68
RO;Rondônia;Mulheres;2020;Demais causas definidas;300;49.51
RO;Rondônia;Mulheres;2021;Aparelho circulatório;925;151.83
RO;Rondônia;Mulheres;2021;Neoplasias;594;86.74
RO;Rondônia;Mulheres;2021;Aparelho respiratório;349;57.79
RO;Rondônia;Mulheres;2021;Causas externas;235;30.8
RO;Rondônia;Mulheres;2021;COVID-19;2005;296.23
RO;Rondônia;Mulheres;2021;Endócrinas e metabólicas;356;58.26
RO;Rondônia;Mulheres;2021;Aparelho digestivo;126;20.13
RO;Rondônia;Mulheres;2021;Infecciosas e parasitárias;160;23.59
RO;Rondônia;Mulheres;2021;Perinatais e malformações;114;11.44
RO;Rondônia;Mulheres;2021;Sinais e achados mal definidos;264;42.93
RO;Rondônia;Mulheres;2021;Demais causas definidas;325;48.89
RO;Rondônia;Mulheres;2022;Aparelho circulatório;958;150.83
RO;Rondônia;Mulheres;2022;Neoplasias;696;99
RO;Rondônia;Mulheres;2022;Aparelho respiratório;408;64.6
RO;Rondônia;Mulheres;2022;Causas externas;280;36.06
RO;Rondônia;Mulheres;2022;COVID-19;230;35.91
RO;Rondônia;Mulheres;2022;Endócrinas e metabólicas;335;52.1
RO;Rondônia;Mulheres;2022;Aparelho digestivo;141;21.09
RO;Rondônia;Mulheres;2022;Infecciosas e parasitárias;159;23.09
RO;Rondônia;Mulheres;2022;Perinatais e malformações;114;11.65
RO;Rondônia;Mulheres;2022;Sinais e achados mal definidos;287;45.3
RO;Rondônia;Mulheres;2022;Demais causas definidas;337;51.36
RO;Rondônia;Mulheres;2023;Aparelho circulatório;971;145.41
RO;Rondônia;Mulheres;2023;Neoplasias;725;99.71
RO;Rondônia;Mulheres;2023;Aparelho respiratório;480;72.93
RO;Rondônia;Mulheres;2023;Causas externas;255;32.08
RO;Rondônia;Mulheres;2023;COVID-19;37;5.57
RO;Rondônia;Mulheres;2023;Endócrinas e metabólicas;320;48.17
RO;Rondônia;Mulheres;2023;Aparelho digestivo;152;21.91
RO;Rondônia;Mulheres;2023;Infecciosas e parasitárias;146;20.04
RO;Rondônia;Mulheres;2023;Perinatais e malformações;113;11.96
RO;Rondônia;Mulheres;2023;Sinais e achados mal definidos;243;36.36
RO;Rondônia;Mulheres;2023;Demais causas definidas;418;62.29
RO;Rondônia;Mulheres;2024;Aparelho circulatório;1035;148.95
RO;Rondônia;Mulheres;2024;Neoplasias;678;89.77
RO;Rondônia;Mulheres;2024;Aparelho respiratório;496;72.16
RO;Rondônia;Mulheres;2024;Causas externas;305;37.46
RO;Rondônia;Mulheres;2024;COVID-19;13;1.78
RO;Rondônia;Mulheres;2024;Endócrinas e metabólicas;338;48.22
RO;Rondônia;Mulheres;2024;Aparelho digestivo;163;22.48
RO;Rondônia;Mulheres;2024;Infecciosas e parasitárias;174;23.05
RO;Rondônia;Mulheres;2024;Perinatais e malformações;117;12.76
RO;Rondônia;Mulheres;2024;Sinais e achados mal definidos;202;28.85
RO;Rondônia;Mulheres;2024;Demais causas definidas;390;56.21
RO;Rondônia;Mulheres;2025;Aparelho circulatório;1027;140.18
RO;Rondônia;Mulheres;2025;Neoplasias;802;102.91
RO;Rondônia;Mulheres;2025;Aparelho respiratório;506;69.26
RO;Rondônia;Mulheres;2025;Causas externas;275;33.29
RO;Rondônia;Mulheres;2025;COVID-19;16;2.14
RO;Rondônia;Mulheres;2025;Endócrinas e metabólicas;382;51.77
RO;Rondônia;Mulheres;2025;Aparelho digestivo;163;21.67
RO;Rondônia;Mulheres;2025;Infecciosas e parasitárias;180;23.23
RO;Rondônia;Mulheres;2025;Perinatais e malformações;114;12.59
RO;Rondônia;Mulheres;2025;Sinais e achados mal definidos;227;30.8
RO;Rondônia;Mulheres;2025;Demais causas definidas;419;57.13
RR;Roraima;Ambos;2000;Aparelho circulatório;243;199.58
RR;Roraima;Ambos;2000;Neoplasias;121;91.56
RR;Roraima;Ambos;2000;Aparelho respiratório;106;69.32
RR;Roraima;Ambos;2000;Causas externas;348;128.59
RR;Roraima;Ambos;2000;Endócrinas e metabólicas;69;48.59
RR;Roraima;Ambos;2000;Aparelho digestivo;58;42.29
RR;Roraima;Ambos;2000;Infecciosas e parasitárias;86;37.01
RR;Roraima;Ambos;2000;Perinatais e malformações;115;13.84
RR;Roraima;Ambos;2000;Sinais e achados mal definidos;120;65.74
RR;Roraima;Ambos;2000;Demais causas definidas;57;29.43
RR;Roraima;Ambos;2001;Aparelho circulatório;232;189.6
RR;Roraima;Ambos;2001;Neoplasias;115;86.4
RR;Roraima;Ambos;2001;Aparelho respiratório;68;46.71
RR;Roraima;Ambos;2001;Causas externas;325;118.69
RR;Roraima;Ambos;2001;Endócrinas e metabólicas;68;49.2
RR;Roraima;Ambos;2001;Aparelho digestivo;61;41.07
RR;Roraima;Ambos;2001;Infecciosas e parasitárias;66;33.66
RR;Roraima;Ambos;2001;Perinatais e malformações;124;17.32
RR;Roraima;Ambos;2001;Sinais e achados mal definidos;71;45.37
RR;Roraima;Ambos;2001;Demais causas definidas;57;31.31
RR;Roraima;Ambos;2002;Aparelho circulatório;240;190.69
RR;Roraima;Ambos;2002;Neoplasias;135;99.48
