Território;Nome do território;Sexo;Ano;Faixa etária;População
RN;Rio Grande do Norte;Mulheres;2021;20-24;135342
RN;Rio Grande do Norte;Mulheres;2021;25-29;138299
RN;Rio Grande do Norte;Mulheres;2021;30-34;141701
RN;Rio Grande do Norte;Mulheres;2021;35-39;143712
RN;Rio Grande do Norte;Mulheres;2021;40-44;131093
RN;Rio Grande do Norte;Mulheres;2021;45-49;113649
RN;Rio Grande do Norte;Mulheres;2021;50-54;107162
RN;Rio Grande do Norte;Mulheres;2021;55-59;100106
RN;Rio Grande do Norte;Mulheres;2021;60-64;77672
RN;Rio Grande do Norte;Mulheres;2021;65-69;59964
RN;Rio Grande do Norte;Mulheres;2021;70-74;49357
RN;Rio Grande do Norte;Mulheres;2021;75-79;35101
RN;Rio Grande do Norte;Mulheres;2021;80+;47888
RN;Rio Grande do Norte;Mulheres;2022;<1;20245
RN;Rio Grande do Norte;Mulheres;2022;1-4;87804
RN;Rio Grande do Norte;Mulheres;2022;5-9;114272
RN;Rio Grande do Norte;Mulheres;2022;10-14;118415
RN;Rio Grande do Norte;Mulheres;2022;15-19;124906
RN;Rio Grande do Norte;Mulheres;2022;20-24;132834
RN;Rio Grande do Norte;Mulheres;2022;25-29;137003
RN;Rio Grande do Norte;Mulheres;2022;30-34;140079
RN;Rio Grande do Norte;Mulheres;2022;35-39;144093
RN;Rio Grande do Norte;Mulheres;2022;40-44;134091
RN;Rio Grande do Norte;Mulheres;2022;45-49;115698
RN;Rio Grande do Norte;Mulheres;2022;50-54;107500
RN;Rio Grande do Norte;Mulheres;2022;55-59;102122
RN;Rio Grande do Norte;Mulheres;2022;60-64;81786
RN;Rio Grande do Norte;Mulheres;2022;65-69;61815
RN;Rio Grande do Norte;Mulheres;2022;70-74;50246
RN;Rio Grande do Norte;Mulheres;2022;75-79;36835
RN;Rio Grande do Norte;Mulheres;2022;80+;48662
RN;Rio Grande do Norte;Mulheres;2023;<1;19301
RN;Rio Grande do Norte;Mulheres;2023;1-4;85081
RN;Rio Grande do Norte;Mulheres;2023;5-9;113876
RN;Rio Grande do Norte;Mulheres;2023;10-14;117030
RN;Rio Grande do Norte;Mulheres;2023;15-19;123044
RN;Rio Grande do Norte;Mulheres;2023;20-24;129898
RN;Rio Grande do Norte;Mulheres;2023;25-29;135547
RN;Rio Grande do Norte;Mulheres;2023;30-34;138626
RN;Rio Grande do Norte;Mulheres;2023;35-39;143685
RN;Rio Grande do Norte;Mulheres;2023;40-44;136724
RN;Rio Grande do Norte;Mulheres;2023;45-49;118403
RN;Rio Grande do Norte;Mulheres;2023;50-54;108156
RN;Rio Grande do Norte;Mulheres;2023;55-59;103696
RN;Rio Grande do Norte;Mulheres;2023;60-64;85943
RN;Rio Grande do Norte;Mulheres;2023;65-69;64103
RN;Rio Grande do Norte;Mulheres;2023;70-74;51168
RN;Rio Grande do Norte;Mulheres;2023;75-79;38833
RN;Rio Grande do Norte;Mulheres;2023;80+;49827
RN;Rio Grande do Norte;Mulheres;2024;<1;18975
RN;Rio Grande do Norte;Mulheres;2024;1-4;81548
RN;Rio Grande do Norte;Mulheres;2024;5-9;113371
RN;Rio Grande do Norte;Mulheres;2024;10-14;115629
RN;Rio Grande do Norte;Mulheres;2024;15-19;121779
RN;Rio Grande do Norte;Mulheres;2024;20-24;126993
RN;Rio Grande do Norte;Mulheres;2024;25-29;134177
RN;Rio Grande do Norte;Mulheres;2024;30-34;137386
RN;Rio Grande do Norte;Mulheres;2024;35-39;142602
RN;Rio Grande do Norte;Mulheres;2024;40-44;138976
RN;Rio Grande do Norte;Mulheres;2024;45-49;121659
RN;Rio Grande do Norte;Mulheres;2024;50-54;109021
RN;Rio Grande do Norte;Mulheres;2024;55-59;104537
RN;Rio Grande do Norte;Mulheres;2024;60-64;90076
RN;Rio Grande do Norte;Mulheres;2024;65-69;66830
RN;Rio Grande do Norte;Mulheres;2024;70-74;52297
RN;Rio Grande do Norte;Mulheres;2024;75-79;40752
RN;Rio Grande do Norte;Mulheres;2024;80+;51494
RN;Rio Grande do Norte;Mulheres;2025;<1;18598
RN;Rio Grande do Norte;Mulheres;2025;1-4;78839
RN;Rio Grande do Norte;Mulheres;2025;5-9;111219
RN;Rio Grande do Norte;Mulheres;2025;10-14;115541
RN;Rio Grande do Norte;Mulheres;2025;15-19;120117
RN;Rio Grande do Norte;Mulheres;2025;20-24;124279
RN;Rio Grande do Norte;Mulheres;2025;25-29;132703
RN;Rio Grande do Norte;Mulheres;2025;30-34;136262
RN;Rio Grande do Norte;Mulheres;2025;35-39;141071
RN;Rio Grande do Norte;Mulheres;2025;40-44;140718
RN;Rio Grande do Norte;Mulheres;2025;45-49;125182
RN;Rio Grande do Norte;Mulheres;2025;50-54;110194
RN;Rio Grande do Norte;Mulheres;2025;55-59;104894
RN;Rio Grande do Norte;Mulheres;2025;60-64;93816
RN;Rio Grande do Norte;Mulheres;2025;65-69;70021
RN;Rio Grande do Norte;Mulheres;2025;70-74;53724
RN;Rio Grande do Norte;Mulheres;2025;75-79;42317
RN;Rio Grande do Norte;Mulheres;2025;80+;53481
RO;Rondônia;Ambos;2000;<1;32024
RO;Rondônia;Ambos;2000;1-4;128338
RO;Rondônia;Ambos;2000;5-9;159679
RO;Rondônia;Ambos;2000;10-14;158052
RO;Rondônia;Ambos;2000;15-19;151129
RO;Rondônia;Ambos;2000;20-24;135179
RO;Rondônia;Ambos;2000;25-29;118777
RO;Rondônia;Ambos;2000;30-34;107554
RO;Rondônia;Ambos;2000;35-39;94744
RO;Rondônia;Ambos;2000;40-44;77324
RO;Rondônia;Ambos;2000;45-49;59721
RO;Rondônia;Ambos;2000;50-54;44611
RO;Rondônia;Ambos;2000;55-59;33867
RO;Rondônia;Ambos;2000;60-64;26891
RO;Rondônia;Ambos;2000;65-69;19609
RO;Rondônia;Ambos;2000;70-74;13458
RO;Rondônia;Ambos;2000;75-79;8142
RO;Rondônia;Ambos;2000;80+;7420
RO;Rondônia;Ambos;2001;<1;31694
RO;Rondônia;Ambos;2001;1-4;127517
RO;Rondônia;Ambos;2001;5-9;159122
RO;Rondônia;Ambos;2001;10-14;157712
RO;Rondônia;Ambos;2001;15-19;152530
RO;Rondônia;Ambos;2001;20-24;138247
RO;Rondônia;Ambos;2001;25-29;121019
RO;Rondônia;Ambos;2001;30-34;109048
RO;Rondônia;Ambos;2001;35-39;97148
RO;Rondônia;Ambos;2001;40-44;80357
RO;Rondônia;Ambos;2001;45-49;62547
RO;Rondônia;Ambos;2001;50-54;46771
RO;Rondônia;Ambos;2001;55-59;35143
RO;Rondônia;Ambos;2001;60-64;27638
RO;Rondônia;Ambos;2001;65-69;20403
RO;Rondônia;Ambos;2001;70-74;14025
RO;Rondônia;Ambos;2001;75-79;8550
RO;Rondônia;Ambos;2001;80+;7738
RO;Rondônia;Ambos;2002;<1;31313
RO;Rondônia;Ambos;2002;1-4;126570
RO;Rondônia;Ambos;2002;5-9;158537
RO;Rondônia;Ambos;2002;10-14;157427
RO;Rondônia;Ambos;2002;15-19;153667
RO;Rondônia;Ambos;2002;20-24;141066
RO;Rondônia;Ambos;2002;25-29;123665
RO;Rondônia;Ambos;2002;30-34;110745
RO;Rondônia;Ambos;2002;35-39;99271
RO;Rondônia;Ambos;2002;40-44;83448
RO;Rondônia;Ambos;2002;45-49;65425
RO;Rondônia;Ambos;2002;50-54;49144
RO;Rondônia;Ambos;2002;55-59;36578
RO;Rondônia;Ambos;2002;60-64;28377
RO;Rondônia;Ambos;2002;65-69;21244
RO;Rondônia;Ambos;2002;70-74;14596
RO;Rondônia;Ambos;2002;75-79;8981
RO;Rondônia;Ambos;2002;80+;8066
RO;Rondônia;Ambos;2003;<1;30890
RO;Rondônia;Ambos;2003;1-4;125422
RO;Rondônia;Ambos;2003;5-9;158001
RO;Rondônia;Ambos;2003;10-14;157186
RO;Rondônia;Ambos;2003;15-19;154448
RO;Rondônia;Ambos;2003;20-24;143618
RO;Rondônia;Ambos;2003;25-29;126787
RO;Rondônia;Ambos;2003;30-34;112665
RO;Rondônia;Ambos;2003;35-39;101248
RO;Rondônia;Ambos;2003;40-44;86467
RO;Rondônia;Ambos;2003;45-49;68384
RO;Rondônia;Ambos;2003;50-54;51682
RO;Rondônia;Ambos;2003;55-59;38208
RO;Rondônia;Ambos;2003;60-64;29153
RO;Rondônia;Ambos;2003;65-69;22097
RO;Rondônia;Ambos;2003;70-74;15170
RO;Rondônia;Ambos;2003;75-79;9443
RO;Rondônia;Ambos;2003;80+;8417
RO;Rondônia;Ambos;2004;<1;30405
RO;Rondônia;Ambos;2004;1-4;124090
RO;Rondônia;Ambos;2004;5-9;157540
RO;Rondônia;Ambos;2004;10-14;156929
RO;Rondônia;Ambos;2004;15-19;154851
RO;Rondônia;Ambos;2004;20-24;145965
RO;Rondônia;Ambos;2004;25-29;130308
RO;Rondônia;Ambos;2004;30-34;114819
RO;Rondônia;Ambos;2004;35-39;103078
RO;Rondônia;Ambos;2004;40-44;89467
RO;Rondônia;Ambos;2004;45-49;71459
RO;Rondônia;Ambos;2004;50-54;54349
RO;Rondônia;Ambos;2004;55-59;40032
RO;Rondônia;Ambos;2004;60-64;30067
RO;Rondônia;Ambos;2004;65-69;22909
RO;Rondônia;Ambos;2004;70-74;15777
RO;Rondônia;Ambos;2004;75-79;9919
RO;Rondônia;Ambos;2004;80+;8807
RO;Rondônia;Ambos;2005;<1;29885
RO;Rondônia;Ambos;2005;1-4;122721
RO;Rondônia;Ambos;2005;5-9;156903
RO;Rondônia;Ambos;2005;10-14;156678
RO;Rondônia;Ambos;2005;15-19;155011
RO;Rondônia;Ambos;2005;20-24;148094
RO;Rondônia;Ambos;2005;25-29;134046
RO;Rondônia;Ambos;2005;30-34;117257
RO;Rondônia;Ambos;2005;35-39;104893
RO;Rondônia;Ambos;2005;40-44;92356
RO;Rondônia;Ambos;2005;45-49;74626
RO;Rondônia;Ambos;2005;50-54;57152
RO;Rondônia;Ambos;2005;55-59;42053
RO;Rondônia;Ambos;2005;60-64;31157
RO;Rondônia;Ambos;2005;65-69;23699
RO;Rondônia;Ambos;2005;70-74;16445
RO;Rondônia;Ambos;2005;75-79;10398
RO;Rondônia;Ambos;2005;80+;9250
RO;Rondônia;Ambos;2006;<1;28864
RO;Rondônia;Ambos;2006;1-4;121173
RO;Rondônia;Ambos;2006;5-9;156145
RO;Rondônia;Ambos;2006;10-14;156439
RO;Rondônia;Ambos;2006;15-19;155109
RO;Rondônia;Ambos;2006;20-24;149969
RO;Rondônia;Ambos;2006;25-29;137766
RO;Rondônia;Ambos;2006;30-34;120085
RO;Rondônia;Ambos;2006;35-39;106850
RO;Rondônia;Ambos;2006;40-44;95045
RO;Rondônia;Ambos;2006;45-49;77912
RO;Rondônia;Ambos;2006;50-54;60062
RO;Rondônia;Ambos;2006;55-59;44289
RO;Rondônia;Ambos;2006;60-64;32453
RO;Rondônia;Ambos;2006;65-69;24480
RO;Rondônia;Ambos;2006;70-74;17203
RO;Rondônia;Ambos;2006;75-79;10893
RO;Rondônia;Ambos;2006;80+;9766
RO;Rondônia;Ambos;2007;<1;27880
RO;Rondônia;Ambos;2007;1-4;118984
RO;Rondônia;Ambos;2007;5-9;155202
RO;Rondônia;Ambos;2007;10-14;156164
RO;Rondônia;Ambos;2007;15-19;155280
RO;Rondônia;Ambos;2007;20-24;151584
RO;Rondônia;Ambos;2007;25-29;141290
RO;Rondônia;Ambos;2007;30-34;123353
RO;Rondônia;Ambos;2007;35-39;109017
RO;Rondônia;Ambos;2007;40-44;97521
RO;Rondônia;Ambos;2007;45-49;81280
RO;Rondônia;Ambos;2007;50-54;63059
RO;Rondônia;Ambos;2007;55-59;46739
RO;Rondônia;Ambos;2007;60-64;33910
RO;Rondônia;Ambos;2007;65-69;25300
RO;Rondônia;Ambos;2007;70-74;18045
RO;Rondônia;Ambos;2007;75-79;11428
RO;Rondônia;Ambos;2007;80+;10342
RO;Rondônia;Ambos;2008;<1;27344
RO;Rondônia;Ambos;2008;1-4;116209
RO;Rondônia;Ambos;2008;5-9;153996
RO;Rondônia;Ambos;2008;10-14;155920
RO;Rondônia;Ambos;2008;15-19;155457
RO;Rondônia;Ambos;2008;20-24;152817
RO;Rondônia;Ambos;2008;25-29;144479
RO;Rondônia;Ambos;2008;30-34;127067
RO;Rondônia;Ambos;2008;35-39;111347
RO;Rondônia;Ambos;2008;40-44;99860
RO;Rondônia;Ambos;2008;45-49;84566
RO;Rondônia;Ambos;2008;50-54;66126
RO;Rondônia;Ambos;2008;55-59;49330
RO;Rondônia;Ambos;2008;60-64;35543
RO;Rondônia;Ambos;2008;65-69;26157
RO;Rondônia;Ambos;2008;70-74;18923
RO;Rondônia;Ambos;2008;75-79;11980
RO;Rondônia;Ambos;2008;80+;10966
RO;Rondônia;Ambos;2009;<1;27896
RO;Rondônia;Ambos;2009;1-4;113283
RO;Rondônia;Ambos;2009;5-9;152506
RO;Rondônia;Ambos;2009;10-14;155665
RO;Rondônia;Ambos;2009;15-19;155521
RO;Rondônia;Ambos;2009;20-24;153538
RO;Rondônia;Ambos;2009;25-29;147247
RO;Rondônia;Ambos;2009;30-34;131023
RO;Rondônia;Ambos;2009;35-39;113793
RO;Rondônia;Ambos;2009;40-44;101961
RO;Rondônia;Ambos;2009;45-49;87764
RO;Rondônia;Ambos;2009;50-54;69240
RO;Rondônia;Ambos;2009;55-59;52014
RO;Rondônia;Ambos;2009;60-64;37327
RO;Rondônia;Ambos;2009;65-69;27094
RO;Rondônia;Ambos;2009;70-74;19769
RO;Rondônia;Ambos;2009;75-79;12548
RO;Rondônia;Ambos;2009;80+;11600
RO;Rondônia;Ambos;2010;<1;28078
RO;Rondônia;Ambos;2010;1-4;111138
RO;Rondônia;Ambos;2010;5-9;150793
RO;Rondônia;Ambos;2010;10-14;155151
RO;Rondônia;Ambos;2010;15-19;155059
RO;Rondônia;Ambos;2010;20-24;152964
RO;Rondônia;Ambos;2010;25-29;148854
RO;Rondônia;Ambos;2010;30-34;134574
RO;Rondônia;Ambos;2010;35-39;116198
RO;Rondônia;Ambos;2010;40-44;103805
RO;Rondônia;Ambos;2010;45-49;90708
RO;Rondônia;Ambos;2010;50-54;72364
RO;Rondônia;Ambos;2010;55-59;54759
RO;Rondônia;Ambos;2010;60-64;39259
RO;Rondônia;Ambos;2010;65-69;28148
RO;Rondônia;Ambos;2010;70-74;20581
RO;Rondônia;Ambos;2010;75-79;13165
RO;Rondônia;Ambos;2010;80+;12250
RO;Rondônia;Ambos;2011;<1;28299
RO;Rondônia;Ambos;2011;1-4;109979
RO;Rondônia;Ambos;2011;5-9;148220
RO;Rondônia;Ambos;2011;10-14;154454
RO;Rondônia;Ambos;2011;15-19;154471
RO;Rondônia;Ambos;2011;20-24;151633
RO;Rondônia;Ambos;2011;25-29;149369
RO;Rondônia;Ambos;2011;30-34;137495
RO;Rondônia;Ambos;2011;35-39;118663
RO;Rondônia;Ambos;2011;40-44;105547
RO;Rondônia;Ambos;2011;45-49;93306
RO;Rondônia;Ambos;2011;50-54;75529
RO;Rondônia;Ambos;2011;55-59;57524
RO;Rondônia;Ambos;2011;60-64;41361
RO;Rondônia;Ambos;2011;65-69;29339
RO;Rondônia;Ambos;2011;70-74;21351
RO;Rondônia;Ambos;2011;75-79;13865
RO;Rondônia;Ambos;2011;80+;12943
RO;Rondônia;Ambos;2012;<1;28153
RO;Rondônia;Ambos;2012;1-4;110213
RO;Rondônia;Ambos;2012;5-9;144931
RO;Rondônia;Ambos;2012;10-14;153520
RO;Rondônia;Ambos;2012;15-19;154117
RO;Rondônia;Ambos;2012;20-24;150851
RO;Rondônia;Ambos;2012;25-29;149701
RO;Rondônia;Ambos;2012;30-34;140119
RO;Rondônia;Ambos;2012;35-39;121474
RO;Rondônia;Ambos;2012;40-44;107424
RO;Rondônia;Ambos;2012;45-49;95620
RO;Rondônia;Ambos;2012;50-54;78734
RO;Rondônia;Ambos;2012;55-59;60321
RO;Rondônia;Ambos;2012;60-64;43640
RO;Rondônia;Ambos;2012;65-69;30658
RO;Rondônia;Ambos;2012;70-74;22103
RO;Rondônia;Ambos;2012;75-79;14626
RO;Rondônia;Ambos;2012;80+;13666
RO;Rondônia;Ambos;2013;<1;27400
RO;Rondônia;Ambos;2013;1-4;110987
RO;Rondônia;Ambos;2013;5-9;141388
RO;Rondônia;Ambos;2013;10-14;152266
RO;Rondônia;Ambos;2013;15-19;153859
RO;Rondônia;Ambos;2013;20-24;150409
RO;Rondônia;Ambos;2013;25-29;149668
RO;Rondônia;Ambos;2013;30-34;142314
RO;Rondônia;Ambos;2013;35-39;124615
RO;Rondônia;Ambos;2013;40-44;109407
RO;Rondônia;Ambos;2013;45-49;97753
RO;Rondônia;Ambos;2013;50-54;81804
RO;Rondônia;Ambos;2013;55-59;63184
RO;Rondônia;Ambos;2013;60-64;46053
RO;Rondônia;Ambos;2013;65-69;32149
RO;Rondônia;Ambos;2013;70-74;22870
RO;Rondônia;Ambos;2013;75-79;15422
RO;Rondônia;Ambos;2013;80+;14426
RO;Rondônia;Ambos;2014;<1;27595
RO;Rondônia;Ambos;2014;1-4;110560
RO;Rondônia;Ambos;2014;5-9;138705
RO;Rondônia;Ambos;2014;10-14;150691
RO;Rondônia;Ambos;2014;15-19;153561
RO;Rondônia;Ambos;2014;20-24;150064
RO;Rondônia;Ambos;2014;25-29;149143
RO;Rondônia;Ambos;2014;30-34;144018
RO;Rondônia;Ambos;2014;35-39;127949
RO;Rondônia;Ambos;2014;40-44;111474
RO;Rondônia;Ambos;2014;45-49;99648
RO;Rondônia;Ambos;2014;50-54;84788
RO;Rondônia;Ambos;2014;55-59;66107
RO;Rondônia;Ambos;2014;60-64;48582
RO;Rondônia;Ambos;2014;65-69;33804
RO;Rondônia;Ambos;2014;70-74;23725
RO;Rondônia;Ambos;2014;75-79;16214
RO;Rondônia;Ambos;2014;80+;15245
RO;Rondônia;Ambos;2015;<1;27797
RO;Rondônia;Ambos;2015;1-4;110120
RO;Rondônia;Ambos;2015;5-9;136655
RO;Rondônia;Ambos;2015;10-14;148927
RO;Rondônia;Ambos;2015;15-19;152914
RO;Rondônia;Ambos;2015;20-24;149623
RO;Rondônia;Ambos;2015;25-29;148181
RO;Rondônia;Ambos;2015;30-34;145139
RO;Rondônia;Ambos;2015;35-39;131237
RO;Rondônia;Ambos;2015;40-44;113656
RO;Rondônia;Ambos;2015;45-49;101371
RO;Rondônia;Ambos;2015;50-54;87612
RO;Rondônia;Ambos;2015;55-59;69086
RO;Rondônia;Ambos;2015;60-64;51188
RO;Rondônia;Ambos;2015;65-69;35597
RO;Rondônia;Ambos;2015;70-74;24709
RO;Rondônia;Ambos;2015;75-79;16970
RO;Rondônia;Ambos;2015;80+;16124
RO;Rondônia;Ambos;2016;<1;27200
RO;Rondônia;Ambos;2016;1-4;109542
RO;Rondônia;Ambos;2016;5-9;135881
RO;Rondônia;Ambos;2016;10-14;146358
RO;Rondônia;Ambos;2016;15-19;152001
RO;Rondônia;Ambos;2016;20-24;149020
RO;Rondônia;Ambos;2016;25-29;146979
RO;Rondônia;Ambos;2016;30-34;145627
RO;Rondônia;Ambos;2016;35-39;134185
RO;Rondônia;Ambos;2016;40-44;116026
RO;Rondônia;Ambos;2016;45-49;103052
RO;Rondônia;Ambos;2016;50-54;90172
RO;Rondônia;Ambos;2016;55-59;72127
RO;Rondônia;Ambos;2016;60-64;53824
RO;Rondônia;Ambos;2016;65-69;37541
RO;Rondônia;Ambos;2016;70-74;25819
RO;Rondônia;Ambos;2016;75-79;17662
RO;Rondônia;Ambos;2016;80+;17068
RO;Rondônia;Ambos;2017;<1;26806
RO;Rondônia;Ambos;2017;1-4;108448
RO;Rondônia;Ambos;2017;5-9;135958
RO;Rondônia;Ambos;2017;10-14;143042
RO;Rondônia;Ambos;2017;15-19;150787
RO;Rondônia;Ambos;2017;20-24;148160
RO;Rondônia;Ambos;2017;25-29;145668
RO;Rondônia;Ambos;2017;30-34;145498
RO;Rondônia;Ambos;2017;35-39;136580
RO;Rondônia;Ambos;2017;40-44;118610
RO;Rondônia;Ambos;2017;45-49;104796
RO;Rondônia;Ambos;2017;50-54;92422
RO;Rondônia;Ambos;2017;55-59;75184
RO;Rondônia;Ambos;2017;60-64;56500
RO;Rondônia;Ambos;2017;65-69;39646
RO;Rondônia;Ambos;2017;70-74;27029
RO;Rondônia;Ambos;2017;75-79;18343
RO;Rondônia;Ambos;2017;80+;18091
RO;Rondônia;Ambos;2018;<1;27429
RO;Rondônia;Ambos;2018;1-4;107642
RO;Rondônia;Ambos;2018;5-9;135830
RO;Rondônia;Ambos;2018;10-14;139430
RO;Rondônia;Ambos;2018;15-19;149216
RO;Rondônia;Ambos;2018;20-24;147047
RO;Rondônia;Ambos;2018;25-29;144162
RO;Rondônia;Ambos;2018;30-34;144636
RO;Rondônia;Ambos;2018;35-39;138319
RO;Rondônia;Ambos;2018;40-44;121411
RO;Rondônia;Ambos;2018;45-49;106566
RO;Rondônia;Ambos;2018;50-54;94423
RO;Rondônia;Ambos;2018;55-59;78085
RO;Rondônia;Ambos;2018;60-64;59225
RO;Rondônia;Ambos;2018;65-69;41876
RO;Rondônia;Ambos;2018;70-74;28373
RO;Rondônia;Ambos;2018;75-79;19045
RO;Rondônia;Ambos;2018;80+;19177
RO;Rondônia;Ambos;2019;<1;27237
RO;Rondônia;Ambos;2019;1-4;107387
RO;Rondônia;Ambos;2019;5-9;135425
RO;Rondônia;Ambos;2019;10-14;136676
RO;Rondônia;Ambos;2019;15-19;147570
RO;Rondônia;Ambos;2019;20-24;146309
RO;Rondônia;Ambos;2019;25-29;142920
RO;Rondônia;Ambos;2019;30-34;143342
RO;Rondônia;Ambos;2019;35-39;139595
RO;Rondônia;Ambos;2019;40-44;124406
RO;Rondônia;Ambos;2019;45-49;108426
RO;Rondônia;Ambos;2019;50-54;96173
RO;Rondônia;Ambos;2019;55-59;80887
RO;Rondônia;Ambos;2019;60-64;62005
RO;Rondônia;Ambos;2019;65-69;44205
RO;Rondônia;Ambos;2019;70-74;29862
RO;Rondônia;Ambos;2019;75-79;19829
RO;Rondônia;Ambos;2019;80+;20306
RO;Rondônia;Ambos;2020;<1;26124
RO;Rondônia;Ambos;2020;1-4;106937
RO;Rondônia;Ambos;2020;5-9;135083
RO;Rondônia;Ambos;2020;10-14;134587
RO;Rondônia;Ambos;2020;15-19;145903
RO;Rondônia;Ambos;2020;20-24;145888
RO;Rondônia;Ambos;2020;25-29;142198
RO;Rondônia;Ambos;2020;30-34;141955
RO;Rondônia;Ambos;2020;35-39;140451
RO;Rondônia;Ambos;2020;40-44;127444
RO;Rondônia;Ambos;2020;45-49;110387
RO;Rondônia;Ambos;2020;50-54;97728
RO;Rondônia;Ambos;2020;55-59;83488
RO;Rondônia;Ambos;2020;60-64;64733
RO;Rondônia;Ambos;2020;65-69;46534
RO;Rondônia;Ambos;2020;70-74;31387
RO;Rondônia;Ambos;2020;75-79;20638
RO;Rondônia;Ambos;2020;80+;21288
RO;Rondônia;Ambos;2021;<1;25357
RO;Rondônia;Ambos;2021;1-4;106005
RO;Rondônia;Ambos;2021;5-9;133873
RO;Rondônia;Ambos;2021;10-14;133799
RO;Rondônia;Ambos;2021;15-19;143400
RO;Rondônia;Ambos;2021;20-24;145387
RO;Rondônia;Ambos;2021;25-29;141597
RO;Rondônia;Ambos;2021;30-34;140523
RO;Rondônia;Ambos;2021;35-39;140713
RO;Rondônia;Ambos;2021;40-44;130108
RO;Rondônia;Ambos;2021;45-49;112413
RO;Rondônia;Ambos;2021;50-54;99026
RO;Rondônia;Ambos;2021;55-59;85562
RO;Rondônia;Ambos;2021;60-64;67225
RO;Rondônia;Ambos;2021;65-69;48578
RO;Rondônia;Ambos;2021;70-74;32817
RO;Rondônia;Ambos;2021;75-79;21348
RO;Rondônia;Ambos;2021;80+;21891
RO;Rondônia;Ambos;2022;<1;24833
RO;Rondônia;Ambos;2022;1-4;104580
RO;Rondônia;Ambos;2022;5-9;132397
RO;Rondônia;Ambos;2022;10-14;133866
RO;Rondônia;Ambos;2022;15-19;139947
RO;Rondônia;Ambos;2022;20-24;144287
RO;Rondônia;Ambos;2022;25-29;140771
RO;Rondônia;Ambos;2022;30-34;139065
RO;Rondônia;Ambos;2022;35-39;140444
RO;Rondônia;Ambos;2022;40-44;132265
RO;Rondônia;Ambos;2022;45-49;114736
RO;Rondônia;Ambos;2022;50-54;100489
RO;Rondônia;Ambos;2022;55-59;87401
RO;Rondônia;Ambos;2022;60-64;69813
RO;Rondônia;Ambos;2022;65-69;50749
RO;Rondônia;Ambos;2022;70-74;34398
RO;Rondônia;Ambos;2022;75-79;22115
RO;Rondônia;Ambos;2022;80+;22492
RO;Rondônia;Ambos;2023;<1;24053
RO;Rondônia;Ambos;2023;1-4;101901
RO;Rondônia;Ambos;2023;5-9;132328
RO;Rondônia;Ambos;2023;10-14;133776
RO;Rondônia;Ambos;2023;15-19;136218
RO;Rondônia;Ambos;2023;20-24;142729
RO;Rondônia;Ambos;2023;25-29;139921
RO;Rondônia;Ambos;2023;30-34;137715
RO;Rondônia;Ambos;2023;35-39;139710
RO;Rondônia;Ambos;2023;40-44;134004
RO;Rondônia;Ambos;2023;45-49;117488
RO;Rondônia;Ambos;2023;50-54;102262
RO;Rondônia;Ambos;2023;55-59;89317
RO;Rondônia;Ambos;2023;60-64;72578
RO;Rondônia;Ambos;2023;65-69;53282
RO;Rondônia;Ambos;2023;70-74;36334
RO;Rondônia;Ambos;2023;75-79;23169
RO;Rondônia;Ambos;2023;80+;23470
RO;Rondônia;Ambos;2024;<1;23398
RO;Rondônia;Ambos;2024;1-4;98687
RO;Rondônia;Ambos;2024;5-9;131983
RO;Rondônia;Ambos;2024;10-14;133408
RO;Rondônia;Ambos;2024;15-19;133498
RO;Rondônia;Ambos;2024;20-24;141136
RO;Rondônia;Ambos;2024;25-29;139379
RO;Rondônia;Ambos;2024;30-34;136630
RO;Rondônia;Ambos;2024;35-39;138563
RO;Rondônia;Ambos;2024;40-44;135337
RO;Rondônia;Ambos;2024;45-49;120477
RO;Rondônia;Ambos;2024;50-54;104116
RO;Rondônia;Ambos;2024;55-59;91019
RO;Rondônia;Ambos;2024;60-64;75295
RO;Rondônia;Ambos;2024;65-69;55860
RO;Rondônia;Ambos;2024;70-74;38395
RO;Rondônia;Ambos;2024;75-79;24393
RO;Rondônia;Ambos;2024;80+;24653
RO;Rondônia;Ambos;2025;<1;22918
RO;Rondônia;Ambos;2025;1-4;96003
RO;Rondônia;Ambos;2025;5-9;130359
RO;Rondônia;Ambos;2025;10-14;133034
RO;Rondônia;Ambos;2025;15-19;131495
RO;Rondônia;Ambos;2025;20-24;139480
RO;Rondônia;Ambos;2025;25-29;138801
RO;Rondônia;Ambos;2025;30-34;135755
RO;Rondônia;Ambos;2025;35-39;137153
RO;Rondônia;Ambos;2025;40-44;136183
RO;Rondônia;Ambos;2025;45-49;123480
RO;Rondônia;Ambos;2025;50-54;106110
RO;Rondônia;Ambos;2025;55-59;92606
RO;Rondônia;Ambos;2025;60-64;77861
RO;Rondônia;Ambos;2025;65-69;58483
RO;Rondônia;Ambos;2025;70-74;40554
RO;Rondônia;Ambos;2025;75-79;25723
RO;Rondônia;Ambos;2025;80+;25952
RO;Rondônia;Homens;2000;<1;16172
RO;Rondônia;Homens;2000;1-4;64452
RO;Rondônia;Homens;2000;5-9;80114
RO;Rondônia;Homens;2000;10-14;79167
RO;Rondônia;Homens;2000;15-19;75269
RO;Rondônia;Homens;2000;20-24;67308
RO;Rondônia;Homens;2000;25-29;58981
RO;Rondônia;Homens;2000;30-34;54901
RO;Rondônia;Homens;2000;35-39;49466
RO;Rondônia;Homens;2000;40-44;40461
RO;Rondônia;Homens;2000;45-49;31338
